nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Calefacción,Cocina equipada,Comedor,Lavadero,Orientación,No se aceptan mascotas,Armarios empotrados,Vidrios dobles,Carpintería exterior,Teléfono,Aire acondicionado,Chimenea,Garaje,Trastero,Portero automático,Puerta blindada,Sistema de seguridad,Ascensor,Adaptado a personas con movilidad reducida,Terraza,Jardín,Piscina,Soleado,Agua,Balcón,Amueblado,Carpintería interior,Se aceptan mascotas,Interior,Gastos de comunidad,Gas,Luz,Tipo de casa,Urbanizado,Calle alumbrada,Calle asfaltada,Superficie solar
"Piso en calle de San Mateo, 3",Vivir al norte,23 €/m²,1.500 €/mes,65 m²,28079,https://www.pisos.com/alquilar/piso-justicia_chueca28004-49205237030_528374/,2024-11-12,Error al procesar consumo,Error al procesar emisiones,65 m²,60 m²,2,1,4ª,N/A,Entre 30 y 50 años,En buen estado,4528374-000007,Tarima flotante,Eléctrica,N/A,,,,,,,,,Frío,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Montecarmelo,"ESTUDIO MONTECARMELO, S.L.",21 €/m²,1.600 €/mes,76 m²,28079,https://www.pisos.com/alquilar/piso-montecarmelo28049-51761374442_100200/,2025-02-19,"E, D","E, D",76 m²,,2,1,,,Entre 10 y 20 años,En buen estado,TC687-500254,,,,,,,,,,,,N/A,,1,N/A,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,,
Piso en calle de Fernán González,UKIO,34 €/m²,2.750 €/mes,80 m²,28079,https://www.pisos.com/alquilar/piso-nino_jesus28009-42589943480_100500/,2025-02-14,"E, E","E, E",80 m²,,3,2,7ª,N/A,,En buen estado,SA5186-TEATRO,,,N/A,,,,,1,,,,N/A,,,,,,,N/A,,N/A,,,,,,N/A,,N/A,,,,,,,,,
"Piso en calle de la Jacaranda, 10",Madnum Living.,18 €/m²,1.810 €/mes,100 m²,28079,https://www.pisos.com/alquilar/piso-atocha28045-4683894822_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,100 m²,,2,2,,,,A estrenar,4528721-21340833,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de Concha Espina,REDPISO HISPANOAMERICA,21 €/m²,2.500 €/mes,118 m²,28079,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-51746685969_104700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,118 m²,106 m²,3,2,,,Más de 50 años,En buen estado,STA61-RP902025134975,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Santa Hortensia,"OFICINA PROSPERIDAD 2019, S.L.",21 €/m²,1.400 €/mes,66 m²,28079,https://www.pisos.com/alquilar/piso-chamartin_prosperidad28002-51715697042_100200/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,66 m²,,,1,,,Entre 30 y 50 años,Reformado,TC622-609231,,N/A,N/A,,,,,,,,,N/A,,1,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle de Serrano,REDPISO HISPANOAMERICA,16 €/m²,3.500 €/mes,209 m²,28079,https://www.pisos.com/alquilar/piso-chamartin_hispanoamerica28016-50923911753_104700/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,209 m²,166 m²,4,3,,,,En buen estado,STA61-RP902025134092,Tarima maciza,,,,,,,,,,,Frío y calor,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,
"Apartamento en calle del Arenal, 8",Marta Aranda. Agente de la Propiedad Inmobiliaria //API,21 €/m²,1.600 €/mes,73 m²,28079,https://www.pisos.com/alquilar/apartamento-sol_barrio28013-50847096530_528950/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,73 m²,60 m²,1,1,4ª,N/A,Más de 50 años,A estrenar,4528950-000007,Tarima flotante,Eléctrica,N/A,N/A,,Norte,,2,,Aluminio,,Frío y calor,,,,N/A,N/A,Conserje de lunes a domingo,N/A,,,,,,,,A estrenar,N/A,,,,,,,,,,
Piso en Avenida Donostiarra,"ESTUDIO DONOSTIARRA, S.L.",21 €/m²,1.600 €/mes,76 m²,28079,https://www.pisos.com/alquilar/piso-concepcion-50889309798_100200/,2025-01-24,"E, D","E, D",76 m²,,3,1,,,Más de 50 años,A estrenar,TC705-606954,,N/A,N/A,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Apartamento en Avenida de Rafael Alberti,Torresrubí Gestión Inmobiliaria,12 €/m²,1.100 €/mes,89 m²,28079,https://www.pisos.com/alquilar/apartamento-palomeras_sureste28038-49237743331_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,89 m²,76 m²,2,1,6ª,,Entre 30 y 50 años,,SA398-TRA2235/1865,,Gas natural,,,,Sureste,,1,,,,,,,,,N/A,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,
Piso en Zona Carretera del Plantío,Estudio Majadahonda Plantio 2024 Slu,15 €/m²,1.600 €/mes,102 m²,28080,https://www.pisos.com/alquilar/piso-zona_carretera_del_plantio28221-51721060790_100200/,2025-02-20,"E, E","E, E",102 m²,,2,2,3ª,,Más de 50 años,En buen estado,TC1244-610591,,Central,,,,,,,,,,N/A,,,,,,,N/A,,N/A,,Comunitaria,,,,,,,,,,,,,,,
Casa adosada en El Burgo-El Abajón,Huspy,11 €/m²,4.500 €/mes,400 m²,28127,https://www.pisos.com/alquilar/casa_adosada-el_burgo_el_abajon28231-51674736393_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,400 m²,,5,5,,,,,AG662-ef608a0e-b6d3-44eb-bdc8-bb50e2fa63c1,,,,,,Oeste,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adosada,,,,
Piso en calle del Maestro,ANA GARCÍA,9 €/m²,1.000 €/mes,110 m²,28010,https://www.pisos.com/alquilar/piso-alpedrete_centro_urbano-51749341555_516839/,2025-02-18,"D, D","D, D",110 m²,93 m²,2,2,Bajo,N/A,Entre 10 y 20 años,En buen estado,516839-001069,Tarima flotante,Gas natural,N/A,N/A,N/A,Sureste,N/A,Más de 2,N/A,Aluminio,,,,1,,N/A,N/A,,N/A,N/A,N/A,,,N/A,,,N/A,,,,,N/A,,,,,,
Ático en calle de Jerónimo de la Quintana,UKIO,39 €/m²,3.520 €/mes,90 m²,28079,https://www.pisos.com/alquilar/atico-chamberi_arapiles28015-42513883264_100500/,2024-07-16,"E, E","E, E",90 m²,,3,2,7ª,N/A,,En buen estado,SA5186-CASORIA,,,N/A,,,,,1,,,,N/A,,,,,,,N/A,,N/A,,,,,,N/A,,N/A,,,,,,,,,
Casa adosada en El Soto de La Moraleja,ELEPHANT REAL ESTATE,20 €/m²,3.300 €/mes,160 m²,28904,https://www.pisos.com/alquilar/casa_adosada-el_soto_de_la_moraleja28109-49219810571_100500/,2025-02-20,"E, E","E, E",160 m²,140 m²,4,3,,,Entre 30 y 50 años,,SA2135-06736/7619,,Gas natural,,N/A,,Este,,1,,,,N/A,,1,,,,,,,N/A,N/A,Comunitaria,,,,,,,,,,,Adosada,N/A,,,
Piso en calle de Forges,INMOMADRID GRUPO INMOBILIARIO,13 €/m²,1.100 €/mes,80 m²,28079,https://www.pisos.com/alquilar/piso-vicalvaro_ambroz28032-51725519272_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,80 m²,,3,1,5ª,,,,IF5948-ofi273,,Central,N/A,,N/A,,,1,,,,,,1,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,
Apartamento en calle de los Irlandeses,PROYECTOS INMOBILIARIOS DEAPI SL,25 €/m²,1.150 €/mes,45 m²,28079,https://www.pisos.com/alquilar/apartamento-centro_palacio28005-50006835856_100900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,45 m²,41 m²,1,1,2ª,N/A,Más de 50 años,En buen estado,WTC45-28-85-3353,,Eléctrica,,,,Suroeste,N/A,,,,,Frío y calor,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Chalet unifamiliar en El Cantizal,INMOBILIARIA REAL-VIV,8 €/m²,3.800 €/mes,425 m²,28127,https://www.pisos.com/alquilar/chalet_unifamiliar-el_cantizal28232-50862368881_992673/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,425 m²,425 m²,6,6,,,Entre 30 y 50 años,En buen estado,992673-668412,Mármol,Gas natural,N/A,N/A,N/A,Oeste,,Más de 2,,,,Frío y calor,N/A,2,,,N/A,,,,N/A,Privado,Propia,,,,,,,,,,,,N/A,N/A,N/A,
Piso en calle de Ferrer del Río,HERNAN INMOBILIARIA,30 €/m²,1.350 €/mes,45 m²,28079,https://www.pisos.com/alquilar/piso-guindalera28028-51670477729_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,45 m²,40 m²,1,1,1ª,,,En buen estado,SA5515-107318290,,,N/A,,,,N/A,1,,,,N/A,,,,,,,N/A,,,,,,,,N/A,,,N/A,,,,,,,,
Dúplex en calle de San Isidro Labrador,PROYECTOS INMOBILIARIOS DEAPI SL,16 €/m²,1.250 €/mes,75 m²,28079,https://www.pisos.com/alquilar/duplex-centro_palacio28005-49172999380_100900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,75 m²,70 m²,1,2,Bajo,N/A,Más de 50 años,En buen estado,WTC45-28-85-19617,,,,,,Este,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Peñagrande,Huspy,22 €/m²,2.090 €/mes,94 m²,28079,https://www.pisos.com/alquilar/apartamento-penagrande28035-51708823123_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,94 m²,,2,2,,,,,AG662-6a682b1a-3167-498a-b210-5d37f1fd618e,,,,,,Sur,,N/A,,,,N/A,,,N/A,,,,N/A,,,,Comunitaria,,,,,,,,,,,,,,,
"Piso en calle de Letonia, 14",Sogeviso,13 €/m²,1.236 €/mes,93 m²,28903,https://www.pisos.com/alquilar/piso-nuevo_tres_cantos-4909045099_109700/,2024-12-18,"A, A","A, A",93 m²,,3,2,1ª,,,A estrenar,4528991-21490388,,,,,,,,,,,,Frío y calor,,N/A,N/A,,,,N/A,,N/A,,,,,,,,,,,,,,,,,
Piso en calle de Pollensa,CENTURY 21 VILLAGE,7 €/m²,2.500 €/mes,343 m²,28127,https://www.pisos.com/alquilar/piso-parque_empresarial28290-50916544540_107700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,343 m²,343 m²,,2,,,Entre 30 y 50 años,,VE27-0047-00620,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en El Cañaveral,Huspy,12 €/m²,1.450 €/mes,119 m²,28079,https://www.pisos.com/alquilar/piso-el_canaveral-51746523021_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,119 m²,,3,2,,,,,AG662-b6388f45-ef1c-4b26-b04d-6cb08e782e1e,,,,,,Norte,,N/A,,,,N/A,,,,,,,N/A,,,,Comunitaria,,,,,,,,,,,,,,,
Piso en calle Cava Baja,PROYECTOS INMOBILIARIOS DEAPI SL,40 €/m²,1.500 €/mes,37 m²,28079,https://www.pisos.com/alquilar/piso-centro_palacio28005-45915956478_100900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,37 m²,35 m²,1,1,2ª,,,En buen estado,WTC45-28-85-3343,,,,,,Sur,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,
Piso en El Carrascal,Alfa Home Moralzarzal,11 €/m²,1.100 €/mes,96 m²,28074,https://www.pisos.com/alquilar/piso-el_carrascal_distrito28916-51761442749_101000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,96 m²,92 m²,3,2,,N/A,,,AF100-1901/533,,,,,,,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,,,,,,,,,
"Piso en Avenida Arribes del Duero, 14",Sogeviso,17 €/m²,850 €/mes,50 m²,28134,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,50 m²,,1,1,1ª,,,A estrenar,4528991-21490392,,Gas natural,N/A,,,,,2,,,,Frío y calor,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en calle de La Bañeza,Homevitae Madrid,18 €/m²,1.100 €/mes,61 m²,28079,https://www.pisos.com/alquilar/piso-pilar28035-51691901157_523805/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,61 m²,58 m²,2,1,6ª,N/A,Más de 50 años,En buen estado,4523805-000044,Parquet,,Amueblada y equipada,,,Sur,N/A,2,,PVC,,Frío y calor,,,,,N/A,N/A,N/A,N/A,N/A,,,N/A,,,,,,,,N/A,,,,,,
Casa unifamiliar en calle Prado del Rey,IBERCORP,7 €/m²,4.000 €/mes,550 m²,28115,https://www.pisos.com/alquilar/casa_unifamiliar-la_finca-945856908153548_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,550 m²,500 m²,5,3,,,Entre 5 y 10 años,En buen estado,4998317-6702151,Tarima maciza,Gas natural,N/A,N/A,N/A,Suroeste,,Más de 2,N/A,Aluminio,N/A,Frío y calor,N/A,Más de 2,,,N/A,N/A,,N/A,N/A,Privado,Propia,,N/A,,N/A,,,,Más de 100 €,,,Unifamiliar,N/A,N/A,N/A,
Piso en Concepción,INMOBILIARIA ELITTE-ELISA,10 €/m²,890 €/mes,85 m²,28079,https://www.pisos.com/alquilar/piso-concepcion-92580015400_514429/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,85 m²,80 m²,2,1,5ª,,Entre 30 y 50 años,En buen estado,4514429-12424981,Gres,Gas natural,,,,Suroeste,,Más de 2,,,,,,,,,,,N/A,,N/A,,,N/A,,,N/A,,,,Entre 60 y 80 €,,,,,,,
Piso en calle de Dinamarca,M & A CONSULTORES,10 €/m²,1.200 €/mes,110 m²,28058,https://www.pisos.com/alquilar/piso-cerro_el_molino28942-51696201467_525684/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,110 m²,100 m²,3,1,2ª,N/A,Entre 30 y 50 años,En buen estado,4525684-000045,,,,,,,,2,,,,,,,,,N/A,,,,N/A,,Comunitaria,,,,,,,,,,,,,,,
Casa pareada en Fuente del Berro,Consulting Inmobiliaria Fuente Del Berro Sl,18 €/m²,3.000 €/mes,160 m²,28079,https://www.pisos.com/alquilar/casa_pareada-fuente_del_berro28028-51727670944_100200/,2025-02-18,"E, E","E, E",160 m²,,4,3,,,Más de 50 años,En buen estado,TC1024-610358,,N/A,,,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,Pareada,,,,
Piso en calle de las Eras,STAR´S HOUSE C.B.,12 €/m²,1.100 €/mes,90 m²,28181,https://www.pisos.com/alquilar/piso-villaviciosa_de_odon_centro-50854674206_514034/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,90 m²,85 m²,2,2,1ª,N/A,Entre 10 y 20 años,En buen estado,4514034-13347367,Gres,Eléctrica,N/A,N/A,N/A,Sureste,N/A,Más de 2,,Aluminio,,,,,,N/A,N/A,,,,,,,N/A,,N/A,N/A,N/A,,,,,,,,,,
Piso en Soto de La Moraleja,ELEPHANT REAL ESTATE,23 €/m²,2.500 €/mes,106 m²,28904,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-49184241621_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,106 m²,90 m²,2,2,1ª,,Entre 20 y 30 años,,SA2135-06754/7619,,Gas natural,,,,Sureste,,,,,,N/A,,,N/A,,,,N/A,,N/A,N/A,Comunitaria,,,N/A,,,,,,,,,,,,
Piso en calle El Lucero del Alba,BASICO,12 €/m²,919 €/mes,72 m²,28079,https://www.pisos.com/alquilar/piso-villaverde_los_angeles28041-50833692301_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,72 m²,,1,2,1ª,,,,IF7551-4101-VI-410-00C-001-00B,,Central,N/A,,,,,1,,,,,,1,N/A,,N/A,,N/A,,,,Comunitaria,,,,,,,,,,,,,,,
Piso en Comillas,"ESTUDIO RIO MANZANARES 2018, S.L.",19 €/m²,1.200 €/mes,63 m²,28079,https://www.pisos.com/alquilar/piso-carabanchel_comillas28019-49234000356_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,63 m²,,2,1,1ª,,Más de 50 años,En buen estado,TC200-599717,,N/A,,,,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en calle del S. Domingo de Silos,Testa Residencial,16 €/m²,880 €/mes,55 m²,28113,https://www.pisos.com/alquilar/piso-parque_europa_el_prado-51739493929_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,55 m²,37 m²,1,,2ª,,,,XA614-13792,,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Guindalera,Alfa Martinez Urbina,32 €/m²,2.400 €/mes,73 m²,28079,https://www.pisos.com/alquilar/piso-guindalera28028-51717457656_101000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,73 m²,,3,2,,N/A,,,AF155-2027/22,,,,,,Sur,,Más de 2,,,,Frío,,,N/A,,,con cámaras de seguridad,,,,,,,,,N/A,,,,,,,,,,,
"Piso en calle Teleferico de las Canteras, 1",ALKIRA LIVING,16 €/m²,1.335 €/mes,80 m²,28079,https://www.pisos.com/alquilar/piso-el_canaveral-4884049270_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,80 m²,,3,2,,,,A estrenar,4526851-21493393,,,,,,,,,,,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Dúplex en El Soto de La Moraleja,ELEPHANT REAL ESTATE,26 €/m²,2.000 €/mes,76 m²,28904,https://www.pisos.com/alquilar/duplex-el_soto_de_la_moraleja28109-49244615823_100500/,2025-02-20,"D, D","D, D",76 m²,56 m²,1,2,1ª,,Entre 30 y 50 años,,SA2135-06753/7619,,Gas natural,,N/A,,Oeste,,,,,,N/A,,1,,,,,,,,N/A,Comunitaria,,N/A,,,,,,,,,,,,,
Piso en calle del Príncipe de Vergara,SonCasas Multiservicios Inmobiliarios,17 €/m²,2.150 €/mes,120 m²,28079,https://www.pisos.com/alquilar/piso-chamartin_ciudad_jardin28002-50030716715_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,120 m²,102 m²,3,2,3ª,N/A,,En buen estado,XA561-1220,,Central,N/A,,,Este,,,,,,,,,,,,,N/A,,N/A,,,,N/A,,N/A,,,,,,,,,,,
Piso en El Soto de la Moraleja,Huspy,19 €/m²,5.500 €/mes,278 m²,28904,https://www.pisos.com/alquilar/piso-el_soto_de_la_moraleja28109-51740476026_108500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,278 m²,,5,5,,,,,AG662-b0b9b05d-1d9a-4bee-bab4-7da639780a57,,,,,,Sur,,N/A,,,,N/A,,,N/A,,,,N/A,,,,Comunitaria,,,,,,,,,,,,,,,
Chalet en Alpedrete,INMOSEGUR,6 €/m²,2.200 €/mes,322 m²,28010,https://www.pisos.com/alquilar/chalet-alpedrete_centro_urbano-46722213638_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,322 m²,251 m²,3,2,,,,En buen estado,SA2463-A293_105667274,,,N/A,,,,N/A,1,,,,,,1,N/A,,,,,,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,878 m²
Piso en calle de Ilustración,"Estudio Nueva Plaza España, 2016",26 €/m²,1.200 €/mes,45 m²,28079,https://www.pisos.com/alquilar/piso-moncloa_aravaca_arguelles28008-45063890255_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,45 m²,,1,1,2ª,,Más de 50 años,Reformado,TC1144-586475,,N/A,N/A,,,,,,,,,N/A,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,
"Piso en calle Felipe III, 9",Nestar,11 €/m²,1.130 €/mes,97 m²,28161,https://www.pisos.com/alquilar/piso-valdemoro_estacion-49243509999_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,97 m²,,3,2,2ª,N/A,Menos de 5 años,En buen estado,SA5100-2200/22000832/23,,,N/A,,,,N/A,1,,,,N/A,,1,,,,,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,,
Piso en calle Doctor Castroviejo,Testa Residencial,17 €/m²,1.250 €/mes,70 m²,28079,https://www.pisos.com/alquilar/piso-penagrande28035-50003106990_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,70 m²,49 m²,1,,4ª,,,,XA614-13090,,,,,,,,N/A,,,,N/A,,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,
Piso en calle de José Rizal,Testa Residencial,18 €/m²,1.555 €/mes,85 m²,28079,https://www.pisos.com/alquilar/piso-hortaleza_canillas28043-50850920404_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,85 m²,,2,,2ª,,,,XA614-13586,,,,,,,,N/A,,,,N/A,,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,
Apartamento en Hortaleza,SonCasas Multiservicios Inmobiliarios,16 €/m²,1.150 €/mes,69 m²,28079,https://www.pisos.com/alquilar/apartamento-virgen_del_cortijo_manoteras28050-51678170703_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,69 m²,45 m²,1,1,11ª,N/A,,,XA561-1637,,Eléctrica,N/A,,,Este,,,,,,Frío y calor,,1,,,N/A,,N/A,,,,Comunitaria,,N/A,,,,,,,,,,,,,
Piso en calle de San Juan de Ortega,Testa Residencial,15 €/m²,1.595 €/mes,105 m²,28079,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-49175549495_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,105 m²,67 m²,2,,4ª,,,,XA614-12933,,,,,,,,N/A,,,,,,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,
Ático en calle de Sagasta,IBERCORP,24 €/m²,8.500 €/mes,350 m²,28079,https://www.pisos.com/alquilar/atico-justicia_chueca28004-945856909480201_109700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,350 m²,300 m²,4,5,7ª,,Más de 50 años,A estrenar,4998317-JUSTICIA,Tarima maciza,Gas natural,N/A,N/A,,Sur,,Más de 2,N/A,Aluminio,,Frío,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Privado,,N/A,N/A,N/A,,,,,Más de 100 €,,,,,,,
"Piso en calle de Letonia, 14",Sogeviso,13 €/m²,950 €/mes,72 m²,28903,https://www.pisos.com/alquilar/piso-nuevo_tres_cantos-4912333334_109700/,2024-12-18,"A, A","A, A",72 m²,,2,1,1ª,,,A estrenar,4528991-21490384,,,,,,,,,,,,Frío y calor,,N/A,N/A,,,,N/A,,N/A,,,,,,,,,,,,,,,,,
"Piso en Avenida Arribes del Duero, 14",Sogeviso,17 €/m²,850 €/mes,50 m²,28134,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4863958695_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,50 m²,,1,1,1ª,,,A estrenar,4528991-21490392,,Gas natural,N/A,,,,,2,,,,Frío y calor,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en El Rosón-Kelvinator,inmobiliaria manzano,13 €/m²,1.350 €/mes,100 m²,28065,https://www.pisos.com/alquilar/piso-el_roson_kelvinator28904-48378915628_998331/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,100 m²,95 m²,3,2,2ª,N/A,Entre 20 y 30 años,En buen estado,4998331-13385260,Tarima maciza,Gas natural,N/A,N/A,,,N/A,Más de 2,,,,Frío,,2,Un trastero,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,
Piso en calle de Méndez Álvaro,Testa Residencial,17 €/m²,1.775 €/mes,101 m²,28079,https://www.pisos.com/alquilar/piso-arganzuela_delicias-50856633439_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,101 m²,76 m²,3,,1ª,,,,XA614-13577,,,,,,,,N/A,,,,,,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,
Piso en Carabanchel,"ALQUILER SEGURO,S.A.",13 €/m²,1.350 €/mes,103 m²,28079,https://www.pisos.com/alquilar/piso-carabanchel_vista_alegre28025-50069736871_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,103 m²,,3,2,3ª,N/A,,A estrenar,XA24-2801-032712,,N/A,N/A,N/A,,,,N/A,,,,N/A,,N/A,N/A,,,,N/A,,,,,,N/A,,,,,,,N/A,N/A,,,,,
Piso en calle de San Juan de Ortega,Testa Residencial,14 €/m²,1.505 €/mes,103 m²,28079,https://www.pisos.com/alquilar/piso-fuencarral_el_pardo_las_tablas28050-50077023379_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,103 m²,66 m²,2,,5ª,,,,XA614-13086,,,,,,,,N/A,,,,,,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,
Piso en calle de las Tabernillas,M34 INMOBILIARIA,22 €/m²,1.750 €/mes,77 m²,28079,https://www.pisos.com/alquilar/piso-centro_palacio28005-50919772345_515766/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,77 m²,69 m²,3,2,3ª,N/A,,Reformado,4515766-12903558,,Gas natural,,,,,N/A,,,,,Frío y calor,,,,,,,,,,,,N/A,,N/A,N/A,,,,,,,,,,,
"Piso en Avenida Arribes del Duero, 14",Sogeviso,15 €/m²,1.284 €/mes,85 m²,28134,https://www.pisos.com/alquilar/piso-arroyos_y_tempranales28701-4933088414_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,85 m²,,3,2,1ª,,,A estrenar,4528991-21490405,,Eléctrica,N/A,,,,,2,,,,Frío y calor,,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,
Piso en calle de José Rizal,Testa Residencial,18 €/m²,1.990 €/mes,108 m²,28079,https://www.pisos.com/alquilar/piso-piovera28043-49231344199_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,108 m²,,3,,2ª,,,,XA614-12954,,,,,,,,N/A,,,,N/A,,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,
"Piso en calle Felipe III, 9",Nestar,10 €/m²,1.165 €/mes,111 m²,28161,https://www.pisos.com/alquilar/piso-valdemoro_estacion-47551408895_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,111 m²,,3,2,4ª,N/A,,En buen estado,SA5100-2200/22000832/00000161,,,N/A,,,,,1,,,,N/A,,1,N/A,,,,N/A,,N/A,N/A,N/A,,,,,,N/A,,,,,,,,,
Piso en Avenida del Ensanche de Vallecas,Testa Residencial,15 €/m²,1.290 €/mes,82 m²,28079,https://www.pisos.com/alquilar/piso-ensanche_de_vallecas_valdecarros28051-51699524844_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,82 m²,,2,,6ª,,,,XA614-13716,,,,,,,,N/A,,,,,,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,
Piso en Paseo de la Castellana,Testa Residencial,18 €/m²,1.950 €/mes,103 m²,28079,https://www.pisos.com/alquilar/piso-tetuan_almenara28046-50001157154_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,103 m²,75 m²,2,,8ª,,,,XA614-13132,,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Avenida del Papa Negro,Testa Residencial,15 €/m²,1.655 €/mes,107 m²,28079,https://www.pisos.com/alquilar/piso-piovera28043-50029037309_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,107 m²,,2,,4ª,,,,XA614-13051,,,,,,,,N/A,,,,N/A,,,N/A,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,
