nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Conservación,Referencia,Calefacción,Cocina equipada,Terraza,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Planta,Exterior,Antigüedad,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Aire acondicionado,Comedor,Garaje,Trastero,Portero automático,Puerta blindada,Ascensor,Adaptado a personas con movilidad reducida,Soleado,Gastos de comunidad,Amueblado,Armarios empotrados,Gas,Lavadero,Se aceptan mascotas,Sistema de seguridad,Balcón,Tipo de casa,Teléfono,Chimenea,Jardín,Piscina,Agua,Luz,Interior
"Casa en Carrer de la Font de la Mata, 2",LA LLAR DE CASTELLET,980 €/m²,245.000 €,250 m²,https://www.pisos.com/comprar/casa-castellbell_i_el_vilar_centro_urbano-39180789894_518220/,Anuncio actualizado el 31/01/2025,"E, E","E, E",bages (BCN),250 m²,153 m²,900 m²,3,1,En buen estado,518220-0441,,Independiente,N/A,Sur,,,,,,Entre 30 y 50 años,Haya,Gres,,Madera,,Salon,1,,,,,N/A,,,,,,,,Alarma,,,,,Privado,Propia,,,
Piso en Passeig de Pere III,BOLSA DE LA VIVIENDA,2.467 €/m²,385.000 €,156 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08242-45910046591_500793/,Anuncio actualizado el 13/02/2025,"B, B","B, B",bages (BCN),156 m²,133 m²,,3,2,A estrenar,500793-PV304,N/A,N/A,,Sur,,,,6ª,N/A,Menos de 5 años,N/A,Parquet,N/A,Aluminio,N/A,N/A,,,N/A,,N/A,,N/A,,,,,,,N/A,,,,,,,,,
Casa en Carrer del Raval,IMMOBILIARIA ARTÉS,266 €/m²,110.000 €,413 m²,https://www.pisos.com/comprar/casa-artes_centro_urbano-38432610794_393200/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),413 m²,413 m²,185 m²,6,2,A reformar,3932-093390,,N/A,N/A,,N/A,N/A,N/A,,,Más de 50 años,,Gres,,Madera,,N/A,Más de 2,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Carrer Darrera Tossal del Coro,MST IMMOBILIÀRIA,1.328 €/m²,89.000 €,67 m²,https://www.pisos.com/comprar/piso-manresa_sagrada_familia08243-43366416753_997923/,Anuncio actualizado el 19/02/2025,"D, D","D, D",bages (BCN),67 m²,65 m²,,2,1,En buen estado,4997923-1034,,N/A,N/A,Norte,,,,1ª,N/A,Entre 10 y 20 años,,Gres,N/A,,Frío y calor,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,
Casa en Carrer Pau Casals,MST IMMOBILIÀRIA,654 €/m²,210.000 €,321 m²,https://www.pisos.com/comprar/casa-navas_centro_urbano-44255260928_997923/,Anuncio actualizado el 19/02/2025,"D, D","D, D",bages (BCN),321 m²,300 m²,,5,3,En buen estado,4997923-1041,Gas natural,N/A,N/A,,N/A,N/A,N/A,,,Entre 30 y 50 años,,Gres,N/A,Madera,Frío y calor,N/A,Más de 2,,,,,,,,,,N/A,N/A,N/A,,,,N/A,N/A,,,,,
Casa en Carrer d'Àngel Guimerà,BOLSA DE LA VIVIENDA,1.484 €/m²,279.000 €,188 m²,https://www.pisos.com/comprar/casa-sant_salvador_de_guardiola_centro_urbano-47505739876_500793/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),188 m²,140 m²,,3,3,A estrenar,500793-CUV3005,N/A,N/A,N/A,Suroeste,N/A,N/A,N/A,,,Menos de 5 años,N/A,Gres,N/A,Aluminio,N/A,N/A,1,,,,,,,,,,,,,,,,,,Privado,,,,
Casa en Carrer del Comte Güell,FINQUES FUTURA,4.943 €/m²,3.500.000 €,708 m²,https://www.pisos.com/comprar/casa-balsareny_centro_urbano08660-43408477338_109300/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),708 m²,528 m²,,6,3,En buen estado,EP673-4786,Gas natural,,,,,,,,,,,,,,,,1,N/A,,,,,,,,,,,,,,,,,,Propia,N/A,,
Casa en Carrer de la Verge de Montserrat,"VicMoBa, S.L",903 €/m²,196.000 €,217 m²,https://www.pisos.com/comprar/casa-santpedor_centro_urbano-50034089005_100500/,Anuncio actualizado el 05/02/2025,"E, E","E, E",bages (BCN),217 m²,100 m²,,4,1,,SA3706-VMB-OI202478/3498,Gas natural,,N/A,,,,,,,Más de 50 años,,Gres,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,N/A,,N/A,,
Casa en Carrer de Manresa,HABITATGE,1.123 €/m²,355.000 €,316 m²,https://www.pisos.com/comprar/casa-avinyo_centro_urbano-39202644726_110700/,Anuncio actualizado el 18/02/2025,"F, E","F, E",bages (BCN),316 m²,316 m²,,3,2,En buen estado,1107-VC12311-14,Gasoil,N/A,N/A,Sureste,,,,,,Entre 10 y 20 años,,Gres,,PVC,,N/A,Más de 2,,,N/A,,,,,,Más de 2,,,,,,,,,Privado,,,,
Piso en Carrer dels Ducs de Cardona,Aliseda Inmobiliaria,1.380 €/m²,197.400 €,143 m²,https://www.pisos.com/comprar/piso-cardona_centro_urbano-42565688161_109700/,Anuncio actualizado el 16/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),143 m²,,,3,2,A estrenar,AS1-1448,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,,,,
Dúplex en Carrer del Doctor Esteve,"FINQUES MAJES 2000, S.L.",1.588 €/m²,260.500 €,164 m²,https://www.pisos.com/comprar/duplex-centre_passeig_i_rodalies08242-50007706998_501506/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),164 m²,114 m²,,3,3,A estrenar,501506-V6848,Gas natural,"9,69 m²",,Sureste,,,,Bajo,N/A,Entre 10 y 20 años,Lacado,Parquet,N/A,Aluminio,,"17,50 m²",1,Nº28,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Sagrada Família,DON PISO MANRESA,763 €/m²,152.000 €,199 m²,https://www.pisos.com/comprar/piso-manresa_sagrada_familia-39170623361_519054/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),199 m²,110 m²,,4,2,A reformar,4519054-279019,Gas natural,Salida  a terraza,N/A,Suroeste,,,,1ª,Terraza,Entre 30 y 50 años,,Terrazo,,Madera,Frío,Salida a terraza,,N/A,N/A,,N/A,,N/A,,,,N/A,N/A,N/A,,N/A,,,,,,,,N/A
Casa en calle St Pere Almató,FINQUES LLUÇANES,771 €/m²,270.000 €,350 m²,https://www.pisos.com/comprar/casa-sant_feliu_sasserra_centro_urbano-16709407910_513880/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),350 m²,350 m²,,9,3,Reformado,513880-14,Eléctrica,,N/A,Este,,,,,,Más de 50 años,,Gres,N/A,Madera,,,1,,,,,,,,N/A,1,,,,,,,,,,,,,
Casa adosada en Entrada,AFYS MANRESA,1.675 €/m²,335.000 €,200 m²,https://www.pisos.com/comprar/casa_adosada-santpedor_centro_urbano-50912038516_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),200 m²,180 m²,,3,2,,SA2898-11530/5664,Gas natural,,N/A,Sur,,,,,,Entre 30 y 50 años,,Parquet,,,N/A,,1,N/A,,N/A,,,,,,1,,,,,,Adosada,,N/A,N/A,,,,
Casa en Sant Salvador de Guardiola,Bufet Immobiliari,733 €/m²,195.000 €,266 m²,https://www.pisos.com/comprar/casa-sant_salvador_de_guardiola_centro_urbano-43379799139_522254/,Anuncio actualizado el 26/01/2025,"G, G","G, G",bages (BCN),266 m²,188 m²,10.303 m²,5,3,En buen estado,522254-SSG10,,Office,N/A,Sur,N/A,N/A,N/A,,,Entre 30 y 50 años,,Gres,,Aluminio,,Independiente,2,,,,,,,,,,,,,,,,,N/A,Privado,Propia,,,
Chalet en Castellnou de Bages,DON PISO MANRESA,1.400 €/m²,350.000 €,250 m²,https://www.pisos.com/comprar/chalet-castellnou_de_bages_centro_urbano08251-45005229641_519054/,Anuncio actualizado el 20/02/2025,"B, B","B, B",bages (BCN),250 m²,232 m²,1.475 m²,4,2,En buen estado,4519054-90909103,Gasoil,Salida a balcón,N/A,Sureste,N/A,N/A,N/A,,,Entre 30 y 50 años,Madera,Gres,,Madera,,Comedor mas salón,2,,,,,,,Entre 10 y 20 €,,,,N/A,N/A,,,,,Salón,Privado,Propia,,,
Chalet en Carrer del Mas Enric,MI CASA DEL VALLÉS,1.084 €/m²,245.000 €,226 m²,https://www.pisos.com/comprar/chalet-castellbell_i_el_vilar_centro_urbano-50044061185_100500/,Anuncio actualizado el 30/01/2025,"A, A","A, A",bages (BCN),226 m²,,965 m²,3,1,En buen estado,SA5726-69002,,,,Norte,,,,,,,,,,,,,1,N/A,,,,,,,,1,,,,,,,,,N/A,N/A,,,
Piso en Sant Joan de Vilatorrada,DON PISO MANRESA,1.171 €/m²,75.000 €,64 m²,https://www.pisos.com/comprar/piso-sant_joan_de_vilatorrada_centro_urbano-49235870336_519054/,Anuncio actualizado el 19/02/2025,"G, F","G, F",bages (BCN),64 m²,60 m²,,2,1,Reformado,4519054-170076,,Reformada,,Oeste,,,,2ª,Calle,Más de 50 años,,Parquet,Cocina y comedor,Y madera,Frío y calor,Reformado,,,N/A,,,,N/A,Entre 20 y 40 €,,,,,N/A,,,,,,,,,,
Piso en Carretera de Cardona,FORTALEZA GESTIÓN,1.039 €/m²,91.500 €,88 m²,https://www.pisos.com/comprar/piso-valldaura08241-50062368204_529022/,Anuncio actualizado el 04/02/2025,"G, F","G, F",bages (BCN),88 m²,77 m²,,4,1,A reformar,4529022-000007,,N/A,,,,,,Bajo,,Más de 50 años,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,N/A,,,,,
Piso en Carretera de Santpedor,AFYS MANRESA,1.712 €/m²,185.000 €,108 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08242-50931394932_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",bages (BCN),108 m²,93 m²,,3,2,,SA2898-AM01005/5664,Gas natural,,,,,,,2ª,,Entre 30 y 50 años,,Gres,,,,N/A,,N/A,,N/A,N/A,,,Más de 100 €,N/A,,,,,,N/A,,,,,,N/A,,
Casa en Carrer de Montserrat,YOUR HOME IN BARCELONA REAL ESTATE,1.614 €/m²,205.000 €,127 m²,https://www.pisos.com/comprar/casa-sant_salvador_de_guardiola_centro_urbano-50847269987_520565/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),127 m²,72 m²,,3,1,A reformar,520565-YH-00273,Gas natural,N/A,N/A,Al mar,,,,,,Más de 50 años,,Gres,,Aluminio,,N/A,1,,,,,,,,,,,,,,,,,N/A,,,,,
Casa en Carrer Sant Pere Almató,FINQUES LLUÇANES,690 €/m²,145.000 €,210 m²,https://www.pisos.com/comprar/casa-sant_feliu_sasserra_centro_urbano-50869890551_513880/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),210 m²,200 m²,,3,1,A reformar,513880-0091,,,N/A,Noreste,,,,,,Más de 50 años,,Gres,,Madera,,,,,,,,,,,,,,,,,,,,,Privado,,,,
Piso en calle Pirineu,FINSET SERVEIS IMMOBILIARIS,1.459 €/m²,178.000 €,122 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-49199234553_500831/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),122 m²,106 m²,,3,2,En buen estado,500831-000078,Eléctrica,N/A,,Sureste,,,,1ª,N/A,Entre 10 y 20 años,,Parquet,N/A,Aluminio,Frío,N/A,1,,N/A,N/A,N/A,N/A,N/A,,,,,,,,N/A,,,,,,,,
Casa en Mura,FABRA FINQUES,333 €/m²,106.000 €,318 m²,https://www.pisos.com/comprar/casa-mura_centro_urbano-938391243_142600/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),318 m²,318 m²,,,,A reformar,1426-019115,,,,N/A,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en * El Calvet,AFYS MANRESA,2.563 €/m²,141.000 €,55 m²,https://www.pisos.com/comprar/casa-sant_salvador_de_guardiola_centro_urbano-50837812992_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),55 m²,50 m²,,3,1,,SA2898-11551/5664,,,N/A,,,,,,,Entre 30 y 50 años,,,,,,,,,,,,,,,,,,,,,,,,,N/A,Propia,,,
Piso en Carrer de la Llibertat,LES CLAUS DE SANT VICENÇ,1.796 €/m²,73.645 €,41 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-5170996368_109700/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),41 m²,,,1,,A estrenar,1097-21766709,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Poble Nou,GEFI HOMES,1.340 €/m²,185.000 €,138 m²,https://www.pisos.com/comprar/piso-manresa_poble_nou-50855873500_108500/,Anuncio actualizado el 10/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),138 m²,110 m²,,4,3,,AG605-PIS0008,Gas natural,Individual,,Sur,,,,,N/A,,,Parquet,N/A,,,,,N/A,,N/A,N/A,,,,,N/A,,,N/A,,,,,,,,,,
Casa en Sant Salvador de Guardiola,Bufet Immobiliari,733 €/m²,195.000 €,266 m²,https://www.pisos.com/comprar/casa-sant_salvador_de_guardiola_centro_urbano-48363485846_522254/,Anuncio actualizado el 29/01/2025,"G, G","G, G",bages (BCN),266 m²,188 m²,10.303 m²,5,3,En buen estado,522254-SSG10-2,,Office,N/A,Sur,N/A,N/A,N/A,,,Entre 30 y 50 años,,Gres,,Aluminio,,Independiente,2,,,,,,,,,,,,,,,,,N/A,Privado,Propia,,,
Chalet en Carrer de la Creu,CENTURY 21 NEXUS,450 €/m²,140.000 €,311 m²,https://www.pisos.com/comprar/chalet-balsareny_centro_urbano08660-42595220842_107700/,Anuncio actualizado el 23/11/2024,Error al procesar consumo,Error al procesar emisiones,bages (BCN),311 m²,250 m²,115 m²,7,2,,VE117-0151-00006,,N/A,N/A,,,,,,,Más de 50 años,,,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,,,
Piso en Zona Escurxador,LA LLAR DE CASTELLET,2.062 €/m²,165.000 €,80 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-94240848808_518220/,Anuncio actualizado el 01/02/2025,"E, E","E, E",bages (BCN),80 m²,69 m²,,3,1,En buen estado,518220-0041,Gas natural,Oficce,,Sur,,,,Bajo,,Entre 10 y 20 años,Haya,Gres,Climalit,Aluminio,Frío y calor,Salon,1,,N/A,,N/A,N/A,N/A,Entre 20 y 40 €,,,,N/A,,,,,,,,,,,Baño
Piso en Artés,AFYS MANRESA,1.680 €/m²,162.990 €,97 m²,https://www.pisos.com/comprar/piso-artes_centro_urbano-50884897719_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",bages (BCN),97 m²,80 m²,,3,1,,SA2898-11355/5664,Gas natural,,N/A,,,,,1ª,,Entre 10 y 20 años,,Gres,,,,,,,,,N/A,,,Entre 20 y 40 €,,,,,,,N/A,,,,,,N/A,,
"Piso en Carrer de Josep Trueta, 32",LA LLAR DE CASTELLET,1.641 €/m²,110.000 €,67 m²,https://www.pisos.com/comprar/piso-sant_vicenc_de_castellet_centro_urbano-50901027373_518220/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),67 m²,58 m²,,2,1,En buen estado,518220-0502,Gas natural,Independiente,,Noreste,,,,1ª,N/A,Entre 10 y 20 años,Haya,Gres,N/A,Aluminio,,Salon,,,N/A,N/A,N/A,N/A,,,,,,,,N/A,,,,,,,,,N/A
Piso en Carrer de Santa Maria,LONBAR SL,796 €/m²,86.000 €,108 m²,https://www.pisos.com/comprar/piso-barri_antic-48425025889_529048/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),108 m²,100 m²,,3,1,A estrenar,4529048-Piso reformado en casco antiguo (Manresa),Eléctrica,Nueva a estrenar. Separada del comedor.,,Este,,,,1ª,Tiene un balcón a calle,,,Tarima flotante,,Aluminio,Frío y calor,Amplio,,,,,,,,,,1,,Con ventana al exterior.,,,N/A,,,,,,,,
Ático en Plaça de Fius i Palà,M&M PROMOCIONES,1.096 €/m²,239.000 €,218 m²,https://www.pisos.com/comprar/atico-barri_antic-45007068225_501613/,Anuncio actualizado el 23/01/2025,"G, F","G, F",bages (BCN),218 m²,218 m²,,3,2,En buen estado,501613-CA1578,Gas natural,,40 m²,,,,,5ª,,Más de 50 años,,Parquet,N/A,Aluminio,Frío y calor,,,N/A,,,,,,,,2,,,,,,,,,,,,,
"Casa en calle Cal Vila, nº 1",COLDWELL BANKER STYLE REAL ESTATE,1.743 €/m²,1.100.000 €,631 m²,https://www.pisos.com/comprar/casa-aguilar_de_segarra_centro_urbano-41718710109_106700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),631 m²,405 m²,121.572 m²,7,4,,IFC76326-CAS175,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Castellbell I El Vilar,INMOAGENCE,350 €/m²,250.000 €,714 m²,https://www.pisos.com/comprar/casa_adosada-castellbell_i_el_vilar_centro_urbano-48347422679_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),714 m²,250 m²,,3,2,En buen estado,SA5599-032,Central,Cocina amueblada,,Noreste,,,,,,Más de 50 años,,Gres,,,,,,N/A,,N/A,,,,,N/A,1,,N/A,,,,Adosada,,N/A,,,,,
Piso en Carrer de la Muralla Sant Domènec,FINSET SERVEIS IMMOBILIARIS,1.391 €/m²,217.000 €,156 m²,https://www.pisos.com/comprar/piso-barri_antic-45029564482_500831/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),156 m²,136 m²,,3,2,En buen estado,500831-000008,Gas natural,N/A,,Oeste,,,,1ª,N/A,Más de 50 años,,Parquet,N/A,Aluminio,,N/A,,N/A,N/A,N/A,N/A,,N/A,,,,N/A,N/A,,,N/A,,,,,,,,
Piso en Ctra. de Santpedor-Bases de Manresa,DON PISO MANRESA,1.621 €/m²,133.000 €,82 m²,https://www.pisos.com/comprar/piso-ctra_de_santpedor_bases_de_manresa08243-48340377451_519054/,Anuncio actualizado el 19/02/2025,"E, E","E, E",bages (BCN),82 m²,77 m²,,3,1,En buen estado,4519054-288075,Gas natural,Sortida balcó,Desde el trasterro,Sureste,,,,2ª,Balcon,Entre 30 y 50 años,,Terrazo,N/A,Aluminio,Frío y calor,Gran i sortida a balcó,1,N/A,,,N/A,N/A,N/A,Entre 40 y 60 €,,1,N/A,Galeria,N/A,,N/A,,N/A,,,,,,N/A
Piso en Ctra. de Santpedor-Bases de Manresa,DON PISO MANRESA,1.621 €/m²,133.000 €,82 m²,https://www.pisos.com/comprar/piso-ctra_de_santpedor_bases_de_manresa08243-48340377451_519054/,Anuncio actualizado el 19/02/2025,"E, E","E, E",bages (BCN),82 m²,77 m²,,3,1,En buen estado,4519054-288075,Gas natural,Sortida balcó,Desde el trasterro,Sureste,,,,2ª,Balcon,Entre 30 y 50 años,,Terrazo,N/A,Aluminio,Frío y calor,Gran i sortida a balcó,1,N/A,,,N/A,N/A,N/A,Entre 40 y 60 €,,1,N/A,Galeria,N/A,,N/A,,N/A,,,,,,N/A
Piso en Carretera de Vic,AFYS MANRESA,1.920 €/m²,240.000 €,125 m²,https://www.pisos.com/comprar/piso-ctra_de_vic_remei08243-51696466642_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),125 m²,96 m²,,3,2,,SA2898-11073/5664,Eléctrica,,N/A,Sur,,,,2ª,,Entre 10 y 20 años,,Parquet,,,,,1,N/A,,N/A,N/A,,,,N/A,1,,,,,N/A,,,,,Comunitaria,,,
Casa en Cap de Bou,LA LLAR DE CASTELLET,1.250 €/m²,290.000 €,232 m²,https://www.pisos.com/comprar/casa-monistrol_de_montserrat_centro_urbano-38394481635_518220/,Anuncio actualizado el 04/02/2025,"G, G","G, G",bages (BCN),232 m²,187 m²,1.073 m²,6,3,Reformado,518220-0435,Gasoil,Oficce,N/A,A la montaña,N/A,N/A,N/A,,,Más de 50 años,Haya,Gres,N/A,Aluminio,,Salon,,,,,,,,,,,,N/A,,Alarma,,,N/A,,Privado,,,,
Dúplex en Carrer del Doctor Esteve,FORTALEZA GESTIÓN,1.916 €/m²,184.000 €,96 m²,https://www.pisos.com/comprar/duplex-manresa_poble_nou-50004649362_529022/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),96 m²,90 m²,,2,2,Reformado,4529022-000009,,,,,,,,3ª,,Entre 5 y 10 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Piso en Oms I de Prat,AFYS MANRESA,1.170 €/m²,132.260 €,113 m²,https://www.pisos.com/comprar/piso-manresa_sagrada_familia08241-51726944702_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),113 m²,95 m²,,3,2,,SA2898-11565/5664,Gas natural,,N/A,,,,,3ª,,Más de 50 años,,Gres,,,,,,N/A,,,,,,,N/A,,,,,,N/A,,,,,,N/A,,
Casa en Avinguda de les Piscines i els Esports,FINQUES LOW COST,428 €/m²,180.000 €,420 m²,https://www.pisos.com/comprar/casa-navarcles_centro_urbano-50906969510_518544/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),420 m²,385 m²,270 m²,6,1,A reformar,4518544-0789,Gasoil,Office,N/A,Sur,N/A,N/A,N/A,,,Más de 50 años,N/A,Gres,N/A,Aluminio,,Con balcón,Más de 2,,,,,,,,,,,N/A,,,,,,,Privado,,,,
Casa en Artés,FINQUES LOW COST,232 €/m²,65.000 €,280 m²,https://www.pisos.com/comprar/casa-artes_centro_urbano-50892707279_518544/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),280 m²,250 m²,93 m²,5,3,A reformar,4518544-0799,,,,Sur,N/A,N/A,N/A,,,Más de 50 años,,,,,,,Más de 2,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Martí i Julià,FINSET SERVEIS IMMOBILIARIS,1.398 €/m²,179.000 €,128 m²,https://www.pisos.com/comprar/piso-placa_de_catalunya08242-50851712509_500831/,Anuncio actualizado el 31/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),128 m²,115 m²,,3,2,En buen estado,500831-000027,Gas natural,N/A,,Este,,,,3ª,N/A,Entre 30 y 50 años,,Parquet,N/A,Aluminio,Frío y calor,N/A,,N/A,N/A,N/A,N/A,,,,,,N/A,,,N/A,N/A,,,,,,,,
Piso en Muralla Sant Domenec,BOLSA DE LA VIVIENDA,1.391 €/m²,217.000 €,156 m²,https://www.pisos.com/comprar/piso-centre_passeig_i_rodalies08241-45001748358_500793/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),156 m²,136 m²,,3,2,Reformado,500793-PV1008,Gas natural,N/A,N/A,Oeste,,,,1ª,,Más de 50 años,,Parquet,,Madera,,N/A,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sabadell,FORTALEZA GESTIÓN,1.734 €/m²,163.000 €,94 m²,https://www.pisos.com/comprar/piso-manresa_sagrada_familia08243-48426129832_529022/,Anuncio actualizado el 04/02/2025,"G, F","G, F",bages (BCN),94 m²,75 m²,,3,2,En buen estado,4529022-1,,Cocina abierta,N/A,,,,,3ª,N/A,Entre 10 y 20 años,,Gres,,Aluminio,,Comedor amplio e iluminado,,,,,N/A,,,,,,,,,,N/A,,,,,,,,
Dúplex en Plaça de la Plana de l'Om,BOLSA DE LA VIVIENDA,2.304 €/m²,265.000 €,115 m²,https://www.pisos.com/comprar/duplex-barri_antic-42535781898_500793/,Anuncio actualizado el 19/02/2025,"G, G","G, G",bages (BCN),115 m²,115 m²,,2,1,A estrenar,500793-DV011,Gas natural,N/A,,Este,,,,2ª,N/A,Entre 10 y 20 años,,Parquet,N/A,Aluminio,N/A,N/A,1,,N/A,,N/A,,N/A,,N/A,N/A,,N/A,,,N/A,,,,,,,,
Piso en Carrer de Prudenci Comellas,Àtic Immobiliària,2.262 €/m²,138.000 €,61 m²,https://www.pisos.com/comprar/piso-valldaura08242-44244675279_523950/,Anuncio actualizado el 12/11/2024,"E, E","E, E",bages (BCN),61 m²,53 m²,,2,1,En buen estado,523950-V2101,Eléctrica,N/A,N/A,,,,,1ª,,Entre 10 y 20 años,,Gres,,Aluminio,,N/A,,,N/A,,N/A,N/A,,,,1,,,,,,,,,,,,,
Piso en Carrer de Pere Vilella,BOLSA DE LA VIVIENDA,2.010 €/m²,195.000 €,97 m²,https://www.pisos.com/comprar/piso-ctra_de_santpedor_bases_de_manresa08242-50854176240_500793/,Anuncio actualizado el 15/02/2025,"F, E","F, E",bages (BCN),97 m²,83 m²,,3,2,En buen estado,500793-PV151,Gas natural,N/A,N/A,Noroeste,,,,1ª,N/A,Entre 30 y 50 años,N/A,Gres,N/A,Madera,,N/A,1,N/A,N/A,,N/A,,N/A,,,,,N/A,,N/A,N/A,,,,,,,,
"Casa en calle Cal Vila, nº 1",COLDWELL BANKER STYLE REAL ESTATE,1.743 €/m²,1.100.000 €,631 m²,https://www.pisos.com/comprar/casa-aguilar_de_segarra_centro_urbano-41718710109_106700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),631 m²,405 m²,121.572 m²,7,4,,IFC76326-CAS175,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer del Doctor Esteve,FORTALEZA GESTIÓN,2.059 €/m²,208.000 €,101 m²,https://www.pisos.com/comprar/duplex-manresa_poble_nou-50049713955_529022/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,bages (BCN),101 m²,100 m²,,3,2,Reformado,4529022-000011,,,N/A,,,,,3ª,,Entre 5 y 10 años,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Carretera de Manresa,Àtic Immobiliària,1.800 €/m²,324.000 €,180 m²,https://www.pisos.com/comprar/casa_unifamiliar-santpedor_centro_urbano-51684185072_523950/,Anuncio actualizado el 03/02/2025,"D, D","D, D",bages (BCN),180 m²,106 m²,,3,4,En buen estado,523950-V2118,Gas natural,N/A,,,,,,,,Entre 10 y 20 años,,,N/A,Aluminio,,N/A,2,,,,,,,,,,,N/A,,,,Unifamiliar,,,Privado,,,,
Casa en Poble Nou,BOLSA DE LA VIVIENDA,1.412 €/m²,630.000 €,446 m²,https://www.pisos.com/comprar/casa-manresa_poble_nou-45896304907_500793/,Anuncio actualizado el 06/02/2025,"G, E","G, E",bages (BCN),446 m²,317 m²,190 m²,4,5,En buen estado,500793-CUV980,Eléctrica,N/A,N/A,Sureste,N/A,N/A,N/A,,,Entre 30 y 50 años,,Parquet,N/A,Aluminio,Frío y calor,,Más de 2,,,N/A,,,,,,2,,,,,,,,N/A,Privado,,,,
