nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Planta,Antigüedad,Referencia,Ascensor,Calefacción,Superficie útil,Exterior,Conservación,Gastos de comunidad,Tipo suelo,Carpintería exterior,Aire acondicionado,Cocina equipada,Comedor,Portero automático,Orientación,Soleado,Trastero,Balcón,Terraza,Se aceptan mascotas,Armarios empotrados,Carpintería interior,Vidrios dobles,Teléfono,Garaje,Puerta blindada,Sistema de seguridad,Adaptado a personas con movilidad reducida,Jardín,Lavadero,Piscina,Interior,Amueblado,Chimenea,Agua,Superficie solar,Gas,Luz,Tipo de casa,Urbanizado,Calle alumbrada,Calle asfaltada
Piso en Carrer de la Cera,BARCELONASTANDING,3.371 €/m²,118.000 €,35 m²,https://www.pisos.com/comprar/piso-el_raval08001-43398445896_528196/,Anuncio actualizado el 10/02/2025,"F, F","F, F",barcelona_capital (BCN),35 m²,3,1,1ª,,4528196-000004,,,31 m²,N/A,A reformar,,Gres,Madera,,Office,,,Sur,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Carrer de Cartellà,FINQUES VILA VALLS,4.700 €/m²,470.000 €,100 m²,https://www.pisos.com/comprar/atico-vilapicina_la_torre_llobeta08031-50872836626_100500/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),100 m²,3,2,7ª,Más de 50 años,SA1359-BCN-17/6415,N/A,Gas natural,92 m²,,,,Gres,,,,,,Sur,,,,N/A,,,,,,,,,,,,Propia,,,N/A,N/A,,,,,,,
Piso en Carrer de la Cera,Llarcelona,5.769 €/m²,450.000 €,78 m²,https://www.pisos.com/comprar/piso-el_raval08001-45901107049_100500/,Anuncio actualizado el 10/02/2025,"B, B","B, B",barcelona_capital (BCN),78 m²,2,2,4ª,Entre 5 y 10 años,SA2024-Llar1404/4463,,N/A,70 m²,,,Más de 100 €,Parquet,,N/A,,,,,,N/A,,,,1,,,,,,,,,,Comunitaria,,,,N/A,,,,,,,
Piso en Diagonal Mar/Front Marítim del Poblenou,NOA LUXURY PROPERTIES,11.744 €/m²,1.750.000 €,149 m²,https://www.pisos.com/comprar/piso-diagonal_mar_el_front_maritim_del_poblenou08019-41722517367_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",barcelona_capital (BCN),149 m²,3,2,15ª,Entre 10 y 20 años,SA4903-1435/9771,N/A,N/A,115 m²,,,,Parquet,,N/A,,,,Sur,,N/A,N/A,N/A,,1,,,N/A,1,N/A,N/A,,,,Comunitaria,,N/A,,N/A,,,,,,,
Piso en Sant Antoni,LA CASA AGENCY PUNT POBLE SEC REAL ESTATE,4.416 €/m²,530.000 €,120 m²,https://www.pisos.com/comprar/piso-eixample_sant_antoni08015-51706897449_101800/,Anuncio actualizado el 11/02/2025,"E, E","E, E",barcelona_capital (BCN),120 m²,4,2,4ª,Más de 50 años,IF77106-LCB34794,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Serrano,M TORNÉ REAL ESTATE,4.261 €/m²,375.000 €,88 m²,https://www.pisos.com/comprar/duplex-vilapicina_la_torre_llobeta08031-47586341742_100500/,Anuncio actualizado el 17/01/2025,"B, B","B, B",barcelona_capital (BCN),88 m²,4,2,Bajo,Entre 5 y 10 años,SA5248-SERRANO 2 bajos 1 bis,N/A,,80 m²,N/A,A estrenar,Más de 100 €,Parquet,,Frío,Cocina americana,,,Sureste,,,,N/A,,1,,N/A,,,N/A,N/A,N/A,,,,,,,,,,,,,,
Piso en 22@,Assessors Dupre I Fernandez,3.591 €/m²,255.000 €,71 m²,https://www.pisos.com/comprar/piso-el_besos_el_maresme08019-48348487114_100500/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona_capital (BCN),71 m²,2,1,1ª,Más de 50 años,SA5063-221RAM11/11035,N/A,N/A,65 m²,,,Entre 60 y 80 €,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en El Raval,COMFI HOMES BARCELONA,2.498 €/m²,179.900 €,72 m²,https://www.pisos.com/comprar/piso-el_raval08001-49243510836_108900/,Anuncio actualizado el 15/02/2025,"E, E","E, E",barcelona_capital (BCN),72 m²,1,1,Bajo,Más de 50 años,XA869-COMFI 598586,,N/A,60 m²,N/A,,,,,N/A,N/A,,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,,,,,
Apartamento en El Raval,Engel & Völkers MMC Barcelona,5.447 €/m²,365.000 €,67 m²,https://www.pisos.com/comprar/apartamento-el_raval08001-45926020971_101800/,Anuncio actualizado el 09/12/2024,"C, C","C, C",barcelona_capital (BCN),67 m²,2,1,1ª,Más de 50 años,IF76306-I-00YF8Z-W-02W07X,N/A,Central,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Passeig de Gràcia,Engel & Völkers MMC Barcelona,11.458 €/m²,1.100.000 €,96 m²,https://www.pisos.com/comprar/apartamento-la_dreta_de_eixample08007-45053244849_101800/,Anuncio actualizado el 10/06/2024,"D, C","D, C",barcelona_capital (BCN),96 m²,2,2,3ª,Más de 50 años,IF76306-I-00YC1Z-W-02VRD0,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,N/A,,,N/A,,,,,,,,,
Piso en Rambla de Catalunya,GUIMAR CONSULTING,8.743 €/m²,1.058.000 €,121 m²,https://www.pisos.com/comprar/piso-la_dreta_de_eixample08008-49175455312_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",barcelona_capital (BCN),121 m²,3,2,2ª,Más de 50 años,SA4468-GC00694/10008,N/A,,109 m²,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Sant Antoni,Engel & Völkers MMC Barcelona,4.464 €/m²,750.000 €,168 m²,https://www.pisos.com/comprar/apartamento-eixample_sant_antoni08015-48426034702_101800/,Anuncio actualizado el 07/01/2025,"E, E","E, E",barcelona_capital (BCN),168 m²,3,3,1ª,Entre 5 y 10 años,IF76306-I-00YOKV-W-02X0SL,,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,N/A,,,N/A,,,,,,,,,
Piso en Carrer de Balboa,FINQUES GIRAMON,5.214 €/m²,438.000 €,84 m²,https://www.pisos.com/comprar/piso-ciutat_vella_la_barceloneta08003-49228986122_994552/,Anuncio actualizado el 22/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),84 m²,3,2,5ª,Entre 20 y 30 años,4994552-06 Balboa,N/A,Eléctrica,76 m²,N/A,A estrenar,,Parquet,PVC,Frío,N/A,N/A,N/A,Suroeste,N/A,,,,,,,N/A,,,N/A,,,,,,,,,,,N/A,,,,,
Piso en Rambla del Raval/Ciutat Vella Barcelona,LIVING Luxury Real Estate. Barcelona,5.263 €/m²,1.000.000 €,190 m²,https://www.pisos.com/comprar/piso-el_raval08001-50900662940_109100/,Anuncio actualizado el 14/02/2025,"E, E","E, E",barcelona_capital (BCN),190 m²,4,4,1ª,,FE42-288509,,Central,,Exterior calle,,Más de 100 €,Otros,Madera,Con bomba de calor,,,,Norte,Por la tarde,N/A,N/A,N/A,,,,,,,,,,,,,,N/A,,,,Otra compañía,,,,,
Piso en Carrer de Portbou,SIMURBA,7.743 €/m²,635.000 €,82 m²,https://www.pisos.com/comprar/piso-sants_badal-51720429756_990014/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),82 m²,3,2,3ª,Menos de 5 años,4990014-5157.3,,,80 m²,N/A,A estrenar,,Moqueta,Aluminio,Frío y calor,N/A,N/A,,,,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Residència,"Punt Sagrada Família, S.L.",3.578 €/m²,229.000 €,64 m²,https://www.pisos.com/comprar/piso-sant_andreu_barrio08030-51711949191_103700/,Anuncio actualizado el 17/02/2025,"F, E","F, E",barcelona_capital (BCN),64 m²,3,1,,Más de 50 años,BLU5-LCB34592,N/A,N/A,56 m²,,En buen estado,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Provençals del Poblenou,Engel & Völkers MMC Barcelona,6.998 €/m²,349.900 €,50 m²,https://www.pisos.com/comprar/piso-provencals_del_poblenou08019-5049390061_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),50 m²,1,1,,,IF76306-D-000KST,N/A,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en El Barri Gòtic,Engel & Völkers MMC Barcelona,5.000 €/m²,300.000 €,60 m²,https://www.pisos.com/comprar/apartamento-el_barri_gotic08002-49253920256_101800/,Anuncio actualizado el 06/12/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),60 m²,2,1,,,IF76306-I-00YT0V-W-02XPNJ,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en El Poble-sec,Engel & Völkers MMC Barcelona,2.538 €/m²,490.000 €,193 m²,https://www.pisos.com/comprar/apartamento-el_poble_sec08004-49179772720_101800/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),193 m²,4,3,,,IF76306-I-00YTSF-W-02XPP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Carrer de París,Engel & Völkers MMC Barcelona,5.559 €/m²,795.000 €,143 m²,https://www.pisos.com/comprar/apartamento-antiga_esquerra_de_eixample08036-50932625962_101800/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),143 m²,4,2,4ª,Más de 50 años,IF76306-I-00YZRK-W-02YDZI,N/A,,,,,,,,,N/A,,,,,,,N/A,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer d'Alí Bei,FINQUES GIRAMON,4.606 €/m²,410.000 €,89 m²,https://www.pisos.com/comprar/piso-el_fort_pienc08013-49214795935_994552/,Anuncio actualizado el 22/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),89 m²,4,2,5ª,Más de 50 años,4994552-06 Alì,N/A,,82 m²,,A reformar,,Parquet,Aluminio,Frío y calor,N/A,N/A,N/A,Suroeste,,,N/A,,,,,,,,,,,,,,N/A,,,,,N/A,,,,,
Piso en Travessera de les Corts,Servipiso,4.989 €/m²,459.000 €,92 m²,https://www.pisos.com/comprar/piso-la_maternitat_sant_ramon-45857192031_521173/,Anuncio actualizado el 29/01/2025,"E, E","E, E",barcelona_capital (BCN),92 m²,3,2,4ª,Más de 50 años,4521173-000114,N/A,Gas natural,89 m²,N/A,En buen estado,,Gres,PVC,Frío y calor,Super equipada,Amplio,,,,,N/A,,,Más de 2,,,,,,,,,N/A,,,N/A,,,,,,,,,
Apartamento en Carrer del Caire,ETHIC REAL ESTATE,8.038 €/m²,209.000 €,26 m²,https://www.pisos.com/comprar/apartamento-el_putxet_el_farro08023-48371729810_100500/,Anuncio actualizado el 31/10/2024,"E, E","E, E",barcelona_capital (BCN),26 m²,1,1,1ª,Más de 50 años,SA4866-767/9037,N/A,,22 m²,,,Más de 100 €,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Canyelles,TU SOLUCION INMOBILIARIA - VIA JULIA,3.188 €/m²,287.000 €,90 m²,https://www.pisos.com/comprar/piso-torre_baro08042-50918436698_100500/,Anuncio actualizado el 28/01/2025,"C, C","C, C",barcelona_capital (BCN),90 m²,3,1,1ª,Más de 50 años,SA604-TS2-3239/1968,N/A,N/A,80 m²,,,Entre 40 y 60 €,Parquet,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Apartamento en Carrer de Sant Pere Més Baix,Engel & Völkers MMC Barcelona,3.879 €/m²,450.000 €,116 m²,https://www.pisos.com/comprar/apartamento-sant_pere_santa_caterina_la_ribera08003-41749688689_101800/,Anuncio actualizado el 01/07/2024,"E, E","E, E",barcelona_capital (BCN),116 m²,2,1,1ª,Más de 50 años,IF76306-I-00XYZL-W-02JL27,N/A,Central,,,,,,,,,,,Sur,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en Carrer de Llull,ETHIC REAL ESTATE,5.471 €/m²,580.000 €,106 m²,https://www.pisos.com/comprar/piso-sant_marti_el_poblenou08005-49190572085_100500/,Anuncio actualizado el 13/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),106 m²,4,2,2ª,Entre 30 y 50 años,SA4866-809/9037,N/A,,90 m²,,,,,,,,,,,,,,N/A,,1,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Barcelonés,IGNACIO BORDANOVE VAZQUEZ,3.864 €/m²,398.000 €,103 m²,https://www.pisos.com/comprar/piso-el_raval08001-48363515316_108700/,Anuncio actualizado el 07/12/2024,"E, E","E, E",barcelona_capital (BCN),103 m²,3,2,,Más de 50 años,UVC715-29140,,,103 m²,,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Sarrià,Engel & Völkers MMC Barcelona,7.105 €/m²,1.350.000 €,190 m²,https://www.pisos.com/comprar/apartamento-sarria_sant_gervasi_sarria08017-50851922007_101800/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),190 m²,3,3,,Más de 50 años,IF76306-I-00YXR7-W-02XW4I,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,Privado,N/A,,,,,,,,,,,,
Apartamento en Sants-Badal,Engel & Völkers MMC Barcelona,4.901 €/m²,299.000 €,61 m²,https://www.pisos.com/comprar/apartamento-sants_badal-48412626289_101800/,Anuncio actualizado el 27/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),61 m²,3,1,3ª,Más de 50 años,IF76306-I-00YOOY-W-02WG6C,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en El Carmel,Engel & Völkers MMC Barcelona,3.619 €/m²,257.000 €,71 m²,https://www.pisos.com/comprar/apartamento-el_carmel08032-40879995170_101800/,Anuncio actualizado el 23/09/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),71 m²,2,1,,Entre 10 y 20 años,IF76306-I-00XW3U-W-02TUTY,,,,,,,,,,N/A,,,Norte,,,,N/A,,1,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Vila Olímpica del Poblenou,Engel & Völkers MMC Barcelona,5.500 €/m²,495.000 €,90 m²,https://www.pisos.com/comprar/apartamento-la_vila_olimpica_del_poblenou08018-50836354058_101800/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),90 m²,3,2,,Entre 30 y 50 años,IF76306-I-00YX20-W-02Y38M,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en El Raval,MACROFINCAS S.L,3.333 €/m²,250.000 €,75 m²,https://www.pisos.com/comprar/piso-el_raval08001-49189676051_100500/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),75 m²,3,2,Bajo,Más de 50 años,SA565-MCB5810MV/1454,,Eléctrica,72 m²,,,Más de 100 €,Parquet,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,
Apartamento en El Raval,Engel & Völkers MMC Barcelona,4.500 €/m²,270.000 €,60 m²,https://www.pisos.com/comprar/apartamento-el_raval08001-45010890598_101800/,Anuncio actualizado el 06/10/2024,"E, E","E, E",barcelona_capital (BCN),60 m²,2,1,4ª,,IF76306-I-00YCEW-W-02VJEG,,,,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Casa en Les Tres Torres,Engel & Völkers MMC Barcelona,8.842 €/m²,840.000 €,95 m²,https://www.pisos.com/comprar/casa-les_tres_torres08017-50878148693_101800/,Anuncio actualizado el 07/02/2025,"E, E","E, E",barcelona_capital (BCN),95 m²,2,1,,,IF76306-I-00Y8ET-W-02VPZK,,,,,,,,,,N/A,,,,,,,N/A,,,,,,,,,,Privado,,,,,,,,,,,,,
Piso en Carrer de Muntaner,FINCADOR,5.388 €/m²,970.000 €,180 m²,https://www.pisos.com/comprar/piso-sant_gervasi_la_bonanova08022-51678162385_995255/,Anuncio actualizado el 20/02/2025,"E, D","E, D",barcelona_capital (BCN),180 m²,5,3,5ª,Más de 50 años,4995255-ALM_Muntaner,N/A,Gas natural,150 m²,N/A,En buen estado,Más de 100 €,Parquet,PVC,Frío y calor,N/A,N/A,,,N/A,,,,,Más de 2,N/A,N/A,,,N/A,N/A,,,N/A,,,,,,,N/A,,,,,
Apartamento en Pedralbes,Engel & Völkers MMC Barcelona,6.367 €/m²,1.350.000 €,212 m²,https://www.pisos.com/comprar/apartamento-pedralbes08034-47515198831_101800/,Anuncio actualizado el 03/02/2025,"F, E","F, E",barcelona_capital (BCN),212 m²,5,4,10ª,Más de 50 años,IF76306-I-00YLRW-W-02W28F,N/A,Central,,,,,,,,,,,,,N/A,,N/A,,1,,,,1,,,,Privado,N/A,,,,,,,,,,,,
Apartamento en Carrer de Còrsega,Engel & Völkers MMC Barcelona,9.813 €/m²,1.580.000 €,161 m²,https://www.pisos.com/comprar/apartamento-antiga_esquerra_de_eixample08036-45851205178_101800/,Anuncio actualizado el 24/01/2025,"E, E","E, E",barcelona_capital (BCN),161 m²,3,3,6ª,Más de 50 años,IF76306-I-00XZ1K-W-02UHHJ,N/A,Central,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en El Camp d'en Grassot-Gràcia Nova,"VIVIR EN GRACIA NOVA 2014, S.L.U.",4.461 €/m²,290.000 €,65 m²,https://www.pisos.com/comprar/piso-el_camp_en_grassot_gracia_nova08025-50074618932_100200/,Anuncio actualizado el 11/12/2024,"G, F","G, F",barcelona_capital (BCN),65 m²,,1,,Entre 30 y 50 años,TC10-603569,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Ciutat Vella,Urbane International Real estate,5.800 €/m²,290.000 €,50 m²,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-43338691067_109300/,Anuncio actualizado el 07/08/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),50 m²,1,1,,,EP974-1108,,,,,En buen estado,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,N/A,,N/A,,,,,,,
Apartamento en Sants,Engel & Völkers MMC Barcelona,5.285 €/m²,370.000 €,70 m²,https://www.pisos.com/comprar/apartamento-sants_montjuic_sants08028-45857075688_101800/,Anuncio actualizado el 15/11/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),70 m²,4,1,,Más de 50 años,IF76306-I-00YFUK-W-02W3LN,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Avinguda Diagonal,Engel & Völkers MMC Barcelona,5.159 €/m²,485.000 €,94 m²,https://www.pisos.com/comprar/apartamento-el_fort_pienc08013-32501467924_101800/,Anuncio actualizado el 21/05/2024,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),94 m²,2,2,,Más de 50 años,IF76306-I-00WQIK-W-02QU67,N/A,Central,,,,,,,,N/A,,,Sur,,,,,,1,,,,,,,,Privado,N/A,,,,,,,,,,,,
Piso en El Besòs-El Maresme,"PROJECTE FORUM DIAGONAL MAR, S.L.",2.840 €/m²,204.500 €,72 m²,https://www.pisos.com/comprar/piso-el_besos_el_maresme08019-50890053220_100200/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),72 m²,,,5ª,Más de 50 años,TC313-607890,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en El Carmel,Engel & Völkers MMC Barcelona,1.769 €/m²,115.000 €,65 m²,https://www.pisos.com/comprar/apartamento-el_carmel08032-50874504206_101800/,Anuncio actualizado el 27/01/2025,"E, C","E, C",barcelona_capital (BCN),65 m²,2,2,,Más de 50 años,IF76306-I-00YZDB-W-02YB6P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Passeig de la Bonanova,Engel & Völkers MMC Barcelona,10.208 €/m²,4.900.000 €,480 m²,https://www.pisos.com/comprar/apartamento-sant_gervasi_la_bonanova08022-42580491081_101800/,Anuncio actualizado el 17/09/2024,"D, D","D, D",barcelona_capital (BCN),480 m²,5,4,2ª,Más de 50 años,IF76306-I-00Y3DS-W-02V1K4,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Marroc,"Punt Sagrada Família, S.L.",3.666 €/m²,330.000 €,90 m²,https://www.pisos.com/comprar/piso-provencals_del_poblenou08018-50066729796_103700/,Anuncio actualizado el 17/02/2025,"G, F","G, F",barcelona_capital (BCN),90 m²,4,1,,Más de 50 años,BLU5-LCB32879,N/A,N/A,76 m²,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en L'Antiga Esquerra de l'Eixample,Engel & Völkers MMC Barcelona,6.528 €/m²,763.800 €,117 m²,https://www.pisos.com/comprar/apartamento-antiga_esquerra_de_eixample08011-3372040447_101800/,Anuncio actualizado el 18/02/2025,"A, B","A, B",barcelona_capital (BCN),117 m²,3,2,2ª,Más de 50 años,IF76306-I-00TGRV-W-02INIE,N/A,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Comerç,COMFI HOMES BARCELONA,5.059 €/m²,419.900 €,83 m²,https://www.pisos.com/comprar/piso-sant_pere_santa_caterina_la_ribera08003-51674910549_108900/,Anuncio actualizado el 05/02/2025,"E, E","E, E",barcelona_capital (BCN),83 m²,3,2,1ª,Más de 50 años,XA869-COMFI 628424,N/A,N/A,73 m²,,,,,,,N/A,,,,,,,N/A,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Piso en Carrer de Sardenya,Engel & Völkers MMC Barcelona,7.775 €/m²,832.000 €,107 m²,https://www.pisos.com/comprar/piso-la_sagrada_familia08025-4243008762_109700/,Anuncio actualizado el 09/12/2024,"F, G","F, G",barcelona_capital (BCN),107 m²,3,2,,,IF76306-D-000HQ8,N/A,,,,A estrenar,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Ático en El Raval,Engel & Völkers MMC Barcelona,5.363 €/m²,295.000 €,55 m²,https://www.pisos.com/comprar/atico-el_raval08001-45886224045_101800/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),55 m²,1,1,,,IF76306-I-00YGZE-W-02WF2H,,Central,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en La Dreta de l'Eixample,Engel & Völkers MMC Barcelona,5.950 €/m²,845.000 €,142 m²,https://www.pisos.com/comprar/apartamento-la_dreta_de_eixample08013-51743498514_101800/,Anuncio actualizado el 03/02/2025,"E, E","E, E",barcelona_capital (BCN),142 m²,5,2,1ª,Más de 50 años,IF76306-I-00Z05P-W-02YH42,N/A,Central,,,,,,,,N/A,,,,,N/A,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,
Apartamento en Les Corts,Engel & Völkers MMC Barcelona,7.383 €/m²,443.000 €,60 m²,https://www.pisos.com/comprar/apartamento-les_corts_barrio08028-50095156208_101800/,Anuncio actualizado el 06/02/2025,"E, E","E, E",barcelona_capital (BCN),60 m²,2,1,5ª,Más de 50 años,IF76306-I-00YW6S-W-02W0Y4,N/A,Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Rambla de Catalunya,Engel & Völkers MMC Barcelona,7.400 €/m²,370.000 €,50 m²,https://www.pisos.com/comprar/apartamento-la_dreta_de_eixample08007-39212164674_101800/,Anuncio actualizado el 14/06/2024,"E, E","E, E",barcelona_capital (BCN),50 m²,1,1,4ª,Más de 50 años,IF76306-I-00XQLV-W-02TXZC,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,N/A,,,,,,,,,
Apartamento en Carrer de Viladomat,Engel & Völkers MMC Barcelona,4.923 €/m²,640.000 €,130 m²,https://www.pisos.com/comprar/apartamento-la_nova_esquerra_de_eixample08029-49206903723_101800/,Anuncio actualizado el 25/11/2024,"E, E","E, E",barcelona_capital (BCN),130 m²,6,2,3ª,Más de 50 años,IF76306-I-00YSEU-W-02XHTA,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
Piso en Roquetes,Estudi Mina De La Ciutat Slu,1.728 €/m²,140.000 €,81 m²,https://www.pisos.com/comprar/piso-nou_barris_roquetes08042-45893581202_100200/,Anuncio actualizado el 23/01/2025,"F, F","F, F",barcelona_capital (BCN),81 m²,3,1,,Más de 50 años,TC901-587954,,,,,Reformado,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer d'Alexandre de Torrelles,CLAVIS GRUP VÍA JULIA,2.380 €/m²,269.000 €,113 m²,https://www.pisos.com/comprar/duplex-can_baro08024-45019520066_109300/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),113 m²,3,3,,,EP185-53494,N/A,,87 m²,N/A,,Entre 40 y 60 €,,,,,,,,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,,,,,
Piso en Carrer del Carme,FINCADOR,5.477 €/m²,860.000 €,157 m²,https://www.pisos.com/comprar/piso-el_raval08001-40904939462_101800/,Anuncio actualizado el 20/02/2025,"E, E","E, E",barcelona_capital (BCN),157 m²,3,2,3ª,,IF76237-14352-OB,N/A,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,,,,N/A,,,,,,,,,
Piso en La Barceloneta,TECNOCASA BARCELONETA-MERCAT,5.485 €/m²,192.000 €,35 m²,https://www.pisos.com/comprar/piso-ciutat_vella_la_barceloneta08003-49214858114_100200/,Anuncio actualizado el 22/01/2025,"G, F","G, F",barcelona_capital (BCN),35 m²,2,1,5ª,Más de 50 años,TC547-600929,,,,,En buen estado,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer Riera Blanca,CORNEX CAPITAL,4.910 €/m²,466.500 €,95 m²,https://www.pisos.com/comprar/piso-la_maternitat_sant_ramon08028-38422137395_108900/,Anuncio actualizado el 04/01/2025,Error al procesar consumo,Error al procesar emisiones,barcelona_capital (BCN),95 m²,3,2,4ª,,XA597-V-RIERA-E1-4.3,N/A,N/A,77 m²,N/A,En buen estado,,,,N/A,,,,,,,N/A,N/A,,,,,,,,,,,N/A,N/A,,,,,,,,,,,
Dúplex en La Vila de Gràcia,Engel & Völkers MMC Barcelona,5.173 €/m²,745.000 €,144 m²,https://www.pisos.com/comprar/duplex-la_vila_de_gracia08012-46730742304_101800/,Anuncio actualizado el 13/01/2025,"D, D","D, D",barcelona_capital (BCN),144 m²,3,3,,Entre 10 y 20 años,IF76306-I-00Y5R1-W-02TWT6,,Central,,,,,,,,N/A,,,,,,,,,1,,,,,,,,,N/A,,,,,,,,,,,,
