nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Exterior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Puerta blindada,Superficie solar,Agua,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Calle asfaltada,Garaje,Trastero,Sistema de seguridad,Tipo de casa,Gastos de comunidad,Amueblado,Armarios empotrados,Chimenea,Teléfono,Ascensor,Carpintería interior,Vidrios dobles,Gas,Lavadero,Portero automático,Soleado,Se aceptan mascotas,Balcón,Interior,Adaptado a personas con movilidad reducida,Luz
Casa en Urb. Pinedas del Armengol,FINQUES SUBIRANA,1.954 €/m²,215.000 €,110 m²,https://www.pisos.com/comprar/casa-la_torre_de_claramunt_centro_urbano-45061859769_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",anoia (BCN),110 m²,91 m²,4,2,,,Entre 30 y 50 años,,SA377-18602/1783,,,,N/A,,,,603 m²,,N/A,N/A,,,N/A,,,1,N/A,,,,,1,N/A,,,,,,,,,,,,,
Casa en calle D'amador Romaní,J PARENT FINQUES,435 €/m²,85.000 €,195 m²,https://www.pisos.com/comprar/casa-capellades_centro_urbano-18404147369_101300/,Anuncio actualizado el 01/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),195 m²,175 m²,,,,,,,API135-JP21-32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Mas Vivencs,FINQUES SUBIRANA,1.957 €/m²,139.000 €,71 m²,https://www.pisos.com/comprar/piso-la_pobla_de_claramunt_centro_urbano-50049192735_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),71 m²,61 m²,2,1,1ª,,Entre 10 y 20 años,,SA377-18798/1783,Gres,,,Gas natural,,,,,,,,,Este,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,
Chalet pareado en Carrer de Josep Munné Vidal,HELLOFINCA.,1.633 €/m²,392.000 €,240 m²,https://www.pisos.com/comprar/chalet_pareado-piera_centro_urbano-51684312169_527713/,Anuncio actualizado el 12/02/2025,"F, F","F, F",anoia (BCN),240 m²,200 m²,4,2,,,Entre 20 y 30 años,En buen estado,4527713-000082,Parquet,Aluminio,,Gas natural,Independiente,N/A,N/A,,,N/A,Privado,,Este,N/A,N/A,N/A,1,,Domótica,,,,,,,,,N/A,,Independiente,,,N/A,,,,
Casa en Can Parellada,FINQUES SUBIRANA,1.449 €/m²,300.000 €,207 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-48364772453_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",anoia (BCN),207 m²,170 m²,6,2,,,Entre 30 y 50 años,,SA377-18751/1783,,,,N/A,,,,563 m²,,N/A,N/A,,Sur,N/A,,,1,,,,,,,N/A,,,,,,,,,,,,,
Casa en Sant Jaume Sesoliveres,FINQUES SUBIRANA,3.444 €/m²,585.542 €,170 m²,https://www.pisos.com/comprar/casa-sesoliveres_pla_de_la_massa08712-41676323611_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),170 m²,143 m²,4,2,,,Menos de 5 años,,SA377-18392/1783,,,,,,,,822 m²,,N/A,N/A,,,N/A,,,1,,,,,,,,,,,,,,,,,,,,
Dúplex en Passeig de les Cabres,HELLOFINCA.,2.307 €/m²,300.000 €,130 m²,https://www.pisos.com/comprar/duplex-igualada_centre-45917188162_527713/,Anuncio actualizado el 24/01/2025,"C, C","C, C",anoia (BCN),130 m²,130 m²,4,3,2ª,N/A,Menos de 5 años,A estrenar,4527713-PISO IGUALADA,Parquet,Aluminio,Aerotérmia,Aerotérmia,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,N/A,N/A,N/A,N/A,,,N/A,N/A,N/A,,N/A,
Casa en La Llacuna,IMMOBILIARIA LA PORTA,866 €/m²,130.000 €,150 m²,https://www.pisos.com/comprar/casa-la_llacuna_centro_urbano-29250826673_522168/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),150 m²,150 m²,3,2,,,,En buen estado,522168-V336,,,,,N/A,N/A,,,,N/A,Privado,,,N/A,N/A,,,,,,,N/A,,,,,,,,N/A,,,,,,,
Casa adosada en El Bruc,PROYECTOS BRUC,1.502 €/m²,278.000 €,185 m²,https://www.pisos.com/comprar/casa_adosada-el_bruc_centro_urbano-50910465331_324700/,Anuncio actualizado el 03/02/2025,"D, D","D, D",anoia (BCN),185 m²,170 m²,4,3,,,Entre 20 y 30 años,En buen estado,3247-056109,Gres y parquet en zona dormitorios,Aluminio,,Gas propano,12m²,25m²,N/A,,,18m²,Privado,,,,,,1,,,Adosada,,,,,,,Haya,N/A,N/A,Independiente en planta garaje,,,,,,,
Casa en Xaró,FINQUES SUBIRANA,1.960 €/m²,396.000 €,202 m²,https://www.pisos.com/comprar/casa-la_pobla_de_claramunt_centro_urbano-33412713648_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),202 m²,161 m²,4,4,,,,,SA377-17981/1783,,,N/A,N/A,,,,540 m²,,N/A,N/A,Propia,Sur,N/A,,,1,,,,,,,N/A,,,,,,,,,,,,,
Casa en Avinguda de la Carretera d'Igualada,FINQUES TEIXIDÓ,2.058 €/m²,257.260 €,125 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-32548522539_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),125 m²,,3,1,,,,,SA4220-vc-907/9895,Gres,,N/A,,,,,573 m²,N/A,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Pla de Sant Magí,Hounting,1.795 €/m²,158.000 €,88 m²,https://www.pisos.com/comprar/piso-pla_de_sant_magi-46761995359_100500/,Anuncio actualizado el 30/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),88 m²,,3,1,1ª,N/A,,En buen estado,SA5364-2110/21100021/14,Gres,,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,
Casa en Urbanización Can Claramunt,donpiso Central,1.162 €/m²,215.000 €,185 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50023527373_109100/,Anuncio actualizado el 19/02/2025,"G, G","G, G",anoia (BCN),185 m²,109 m²,3,2,,,,,FE12-289669,Gres,Aluminio,Con bomba de calor,Gasoil,,,,,,N/A,N/A,,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Casa unifamiliar en El Bruc,IMMOBILIÀRIA BARDÉS,2.258 €/m²,257.500 €,114 m²,https://www.pisos.com/comprar/casa_unifamiliar-el_bruc_centro_urbano-50897509730_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),114 m²,,,,,,,,EP733-BR-C-5341-19,,,,,,,,,,,,,,,,,N/A,N/A,,Unifamiliar,,,,,,,,,,,,,,,,,
Casa en Vallbona d'Anoia,SAFTI ESPAÑA,1.187 €/m²,184.000 €,155 m²,https://www.pisos.com/comprar/casa-vallbona_anoia_centro_urbano-49237619715_100500/,Anuncio actualizado el 06/02/2025,"E, E","E, E",anoia (BCN),155 m²,140 m²,4,1,,,Entre 30 y 50 años,,SA3541-REF_31753,,,,Central,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Dúplex en Poble,GRUPO INCORPORA 360,763 €/m²,113.000 €,148 m²,https://www.pisos.com/comprar/duplex-sant_marti_sesgueioles_centro_urbano-49219312454_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),148 m²,,3,2,2ª,,Entre 10 y 20 años,,SA5684-SRB.309-895/11189,Gres,,,Gas natural,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,
Dúplex en Barri Sant Maure,FINQUES SUBIRANA,1.953 €/m²,168.000 €,86 m²,https://www.pisos.com/comprar/duplex-santa_margarida_de_montbui_centro_urbano-30022188353_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),86 m²,82 m²,3,1,3ª,,Menos de 5 años,,SA377-17733/1783,Gres,,,N/A,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,
Casa en Piera (Can Mas),donpiso Central,250.000 €/m²,250.000 €,1 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50054243258_109100/,Anuncio actualizado el 16/01/2025,"G, G","G, G",anoia (BCN),1 m²,,3,1,,,,,FE12-287812,Terrazo,Aluminio,,Gasoil,,,,,,N/A,N/A,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,1.119 €/m²,70.500 €,63 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50926048909_100700/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),63 m²,55 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08356,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Casa en Urbanización Can Musarro,donpiso Central,1.523 €/m²,259.000 €,170 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-28372527408_109100/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),170 m²,85 m²,3,1,,,,,FE12-266402,Gres,Aluminio,Con bomba de calor,Gasoil,,,,,,,N/A,,Norte,,,,,N/A,,,,,,,,,,,Otra compañía,,,,,,,,
Casa adosada en calle Cstan Cl,HIPOGES IBERIA,544 €/m²,85.500 €,157 m²,https://www.pisos.com/comprar/casa_adosada-piera_centro_urbano-43413386038_100700/,Anuncio actualizado el 07/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),157 m²,130 m²,,,,,,,SBRE-0109035,,,,,,,,157 m²,,,,,,,,,,,,Adosada,,,,,,,,,,,,,,,,,
"Casa en Plaça del Padró, 7",VILOMARA &  ASSOCIATS,1.276 €/m²,600.000 €,470 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-686381362_441400/,Anuncio actualizado el 19/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),470 m²,470 m²,9,3,,,Más de 50 años,En buen estado,4414-020097,Gres original,Madera primera,,,Con horno de leña,Varias salas,,511 m²,,,N/A,Sin especificar,Multiple,N/A,N/A,N/A,,,,,,,,N/A,,,Maciza,,,Anejo cubierto,,,,,,,
Piso en Centro,FINQUES SUBIRANA,619 €/m²,119.000 €,192 m²,https://www.pisos.com/comprar/piso-piera_centro_urbano-30910397602_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),192 m²,150 m²,3,2,Bajo,,,,SA377-11741/1783,Gres,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa pareada en Junto Piscina Municipal,donpiso Central,1.578 €/m²,450.000 €,285 m²,https://www.pisos.com/comprar/casa_pareada-piera_centro_urbano-21712147480_109100/,Anuncio actualizado el 18/02/2025,"D, D","D, D",anoia (BCN),285 m²,180 m²,4,2,,,,,FE12-257926,Gres,Aluminio,Con bomba de calor,N/A,,,,,,N/A,N/A,,Este,,,,,N/A,,Pareada,,,,,,,,,Otra compañía,,,,,,,,
Piso en calle Celoni Guixa,HIPOGES IBERIA,1.125 €/m²,72.000 €,64 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50911582524_100700/,Anuncio actualizado el 24/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),64 m²,56 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08348,,,,,,,,,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,
Finca rústica en La Torre de Claramunt,FINQUES SUBIRANA,78 €/m²,218.000 €,192 m²,https://www.pisos.com/comprar/finca_rustica-la_torre_de_claramunt_centro_urbano-49232367136_100500/,Anuncio actualizado el 18/02/2025,"F, E","F, E",anoia (BCN),192 m²,75 m²,3,2,,,,,SA377-18794/1783,Gres,,,N/A,,,,2.760 m²,,,,,Norte,,,,1,,,,,,,N/A,,,,,,,,,,,,,
Chalet unifamiliar en Masquefa,URBE GRUP,1.725 €/m²,295.000 €,171 m²,https://www.pisos.com/comprar/chalet_unifamiliar-masquefa_centro_urbano-49190244800_455500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),171 m²,152 m²,3,3,,,Más de 50 años,En buen estado,4555-P-033703,Gres,Madera,,Gasoil,10 m²,21 m²,,769 m²,,N/A,Privado,Propia,Este,N/A,N/A,N/A,1,,,,,,Más de 2,N/A,,,Madera,,,,,,,,,,
Chalet en Poble,FINQUES SUBIRANA,646 €/m²,133.200 €,206 m²,https://www.pisos.com/comprar/chalet-sant_marti_de_tous_centro_urbano-49216728588_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),206 m²,63 m²,6,2,,,Más de 50 años,,SA377-18772/1783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Junto Font Nova,donpiso Central,1.020 €/m²,255.000 €,250 m²,https://www.pisos.com/comprar/casa_pareada-piera_centro_urbano-23364793999_109100/,Anuncio actualizado el 19/01/2025,"E, E","E, E",anoia (BCN),250 m²,200 m²,5,3,,,,,FE12-259683,Gres,Madera,,,,,,,,N/A,,,Este,,,,,N/A,,Pareada,,,,,,,,,Otra compañía,,,,,,,,
Piso en Centre,FINQUES SUBIRANA,2.133 €/m²,160.000 €,75 m²,https://www.pisos.com/comprar/piso-vilanova_del_cami_centro_urbano-45054902359_100500/,Anuncio actualizado el 18/02/2025,"G, E","G, E",anoia (BCN),75 m²,65 m²,2,1,1ª,,Entre 20 y 30 años,,SA377-18573/1783,Parquet,,N/A,N/A,,,,,,N/A,,,Suroeste,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,911 €/m²,82.000 €,90 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-43354550877_100700/,Anuncio actualizado el 11/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),90 m²,90 m²,,,3ª,,Entre 10 y 20 años,,DKRE-09091,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,875 €/m²,70.000 €,80 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-43426188650_100700/,Anuncio actualizado el 11/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),80 m²,80 m²,,,3ª,,Entre 10 y 20 años,,DKRE-09092,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Urbanización Can Claramunt,donpiso Central,1.371 €/m²,225.000 €,164 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-40009933881_109100/,Anuncio actualizado el 25/01/2025,"G, G","G, G",anoia (BCN),164 m²,85 m²,3,1,,,,,FE12-279262,Terrazo,Madera,,Gasoil,,,,,,N/A,,,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Casa en Urbanització Castillo Cabrer,FINQUES TEIXIDÓ,1.782 €/m²,230.000 €,129 m²,https://www.pisos.com/comprar/casa-cabrera_anoia_centro_urbano-44197775843_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),129 m²,,4,2,,,,,SA4220-VC-957/9895,Gres,,,Eléctrica,,,,804 m²,,N/A,N/A,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,,
Casa en Vilanova D\'espoia,FINQUES SUBIRANA,1.340 €/m²,193.000 €,144 m²,https://www.pisos.com/comprar/casa-la_torre_de_claramunt_centro_urbano-44167603046_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",anoia (BCN),144 m²,134 m²,4,2,,,Más de 50 años,,SA377-18546/1783,Gres,,,,,,,,,N/A,,,Norte,N/A,,,1,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Sant Domènec, 18",ALTAMIRA,812 €/m²,50.400 €,62 m²,https://www.pisos.com/comprar/piso-igualada_centre-51716165503_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),62 m²,62 m²,,,,,,,AM9-9186##9186_0485_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de Pau Casals,INMOIBERIA,2.368 €/m²,135.000 €,57 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50094406991_527269/,Anuncio actualizado el 27/01/2025,"G, G","G, G",anoia (BCN),57 m²,47 m²,2,1,,,Entre 30 y 50 años,En buen estado,527269-9001-1-22004,,,,,N/A,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,786 €/m²,92.775 €,118 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48381123065_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),118 m²,118 m²,,,3ª,,Entre 10 y 20 años,,DKRE-08362,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Can Bonastre,FINQUES TEIXIDÓ,1.082 €/m²,250.000 €,231 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-51730154217_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),231 m²,220 m²,3,2,,,Entre 20 y 30 años,,SA4220-VC-974/9895,Gres,,,Central,,N/A,N/A,530 m²,N/A,N/A,N/A,,,N/A,,,1,N/A,,,,N/A,1,N/A,,,,,,,,,,,,,
Piso en Llevant,Hounting,1.626 €/m²,187.000 €,115 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-45073428845_100500/,Anuncio actualizado el 25/09/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),115 m²,,3,2,3ª,N/A,,En buen estado,SA5364-2110/21100021/16,Tarima flotante,,,,N/A,,,,N/A,N/A,,,,,,,1,N/A,,,,,,,,N/A,,,,,,,,,,,
Casa en Bellprat,IMMOBILIARIA LA PORTA,189 €/m²,89.000 €,470 m²,https://www.pisos.com/comprar/casa-bellprat_centro_urbano-38398462073_522168/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),470 m²,470 m²,5,,,,,A reformar,522168-V286,,Madera,,,,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,825 €/m²,62.734 €,76 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48365580592_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),76 m²,76 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Can Canals,FINQUES SUBIRANA,2.368 €/m²,135.000 €,57 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-50002683674_100500/,Anuncio actualizado el 18/02/2025,"G, G","G, G",anoia (BCN),57 m²,48 m²,2,1,,,Entre 30 y 50 años,,SA377-18839/1783,,,,,,,,527 m²,,,N/A,,,N/A,,,1,,,,,,,,,,,,,,,,,,,,
Casa en Urbanización Can Parellada,donpiso Central,1.825 €/m²,345.000 €,189 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-49178109569_109100/,Anuncio actualizado el 10/02/2025,"E, E","E, E",anoia (BCN),189 m²,127 m²,3,3,,,,,FE12-287959,Gres,Aluminio,,Gasoil,,,,,,N/A,N/A,,Norte,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Sant Josep,HIPOGES IBERIA,386 €/m²,44.100 €,114 m²,https://www.pisos.com/comprar/piso-pla_de_sant_magi-48347363464_100700/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),114 m²,,,,,,,,CCRE-0361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,789 €/m²,89.241 €,113 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-50050011123_100700/,Anuncio actualizado el 11/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),113 m²,113 m²,,,3ª,,Entre 10 y 20 años,,DKRE-08361,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,730 €/m²,59.200 €,81 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48378239492_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),81 m²,81 m²,,,3ª,,Entre 10 y 20 años,,DKRE-08357,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Piso en  Maians I S Pere Martir,Aliseda Inmobiliaria,1.354 €/m²,107.000 €,79 m²,https://www.pisos.com/comprar/piso-odena_centro_urbano-51719617055_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),79 m²,,3,2,,,,A estrenar,AS1-16065,,,,N/A,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
Casa en Carrer del Raval,FINQUES TEIXIDÓ,779 €/m²,240.000 €,308 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-44226150357_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),308 m²,,7,3,,,Más de 50 años,,SA4220-VC-959/9895,,,,N/A,,,,,,N/A,,,Sur,,,,,N/A,,,,N/A,,N/A,,,,,,,,,,,,,
Piso en Carrer de Santa Anna,Aliseda Inmobiliaria,768 €/m²,882.000 €,1.148 m²,https://www.pisos.com/comprar/piso-igualada_centre-48400030398_104500/,Anuncio actualizado el 24/12/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),1.148 m²,,,,,,,,ASR1-SRB0000006305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finca rústica en Sant Pere Sallavinera,SOSTRE IMMOBILIARIA,620 €/m²,682.000 €,1.100 m²,https://www.pisos.com/comprar/finca_rustica-sant_pere_sallavinera_centro_urbano-39233545033_105600/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),1.100 m²,,8,5,,,,,BM162-C713,,,,,,,,1.100 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Estació Vella,FINQUES SUBIRANA,5.000 €/m²,280.000 €,56 m²,https://www.pisos.com/comprar/piso-pla_de_sant_magi-40072020617_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),56 m²,50 m²,1,1,1ª,,,,SA377-18345/1783,,,,N/A,,,,,,N/A,,,Norte,,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en Igualada,FINQUES SUBIRANA,2.823 €/m²,240.000 €,85 m²,https://www.pisos.com/comprar/piso-igualada_centre-51742794107_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),85 m²,75 m²,3,1,2ª,,Más de 50 años,,SA377-12531/1783,Parquet,,,Eléctrica,,,,,N/A,N/A,,,Norte,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,774 €/m²,62.734 €,81 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48370177886_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),81 m²,81 m²,,,2ª,,Entre 10 y 20 años,,DKRE-08349,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,N/A,,,
Dúplex en Poble,FINQUES SUBIRANA,1.154 €/m²,164.000 €,142 m²,https://www.pisos.com/comprar/duplex-sant_marti_sesgueioles_centro_urbano-45912832335_100500/,Anuncio actualizado el 18/02/2025,"E, E","E, E",anoia (BCN),142 m²,118 m²,3,1,2ª,,Entre 10 y 20 años,,SA377-18591/1783,,,,Gas natural,,,N/A,,,N/A,,,Sureste,,,,,,,,,,,,,,,,,,,,,N/A,,,
Casa en Carrer d'Eugeni d'Ors,IMMOBILIARIA LA PORTA,982 €/m²,110.000 €,112 m²,https://www.pisos.com/comprar/casa-la_llacuna_centro_urbano-15049574061_522168/,Anuncio actualizado el 07/02/2025,"D, B","D, B",anoia (BCN),112 m²,100 m²,3,2,,,,En buen estado,522168-V335,,,,,N/A,N/A,,,,N/A,Privado,,,N/A,N/A,N/A,,,,,,N/A,Más de 2,N/A,,,,,,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,824 €/m²,86.590 €,105 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48421891202_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),105 m²,105 m²,,,3ª,,Entre 10 y 20 años,,DKRE-08359,,,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Casa en Carretera Vella,HELLOFINCA.,1.415 €/m²,460.000 €,325 m²,https://www.pisos.com/comprar/casa-masquefa_centro_urbano-48404229931_527713/,Anuncio actualizado el 24/01/2025,"B, B","B, B",anoia (BCN),325 m²,315 m²,5,3,,,Entre 10 y 20 años,En buen estado,527713-000012,Gres,Aluminio,Frío,Gas natural,N/A,N/A,N/A,525 m²,,N/A,Privado,Propia,Sureste,N/A,N/A,N/A,1,,N/A,,,N/A,1,N/A,,,N/A,N/A,,N/A,,,N/A,,,N/A,
Casa en Urbanización Can Mas,donpiso Central,1.418 €/m²,1.000.000 €,705 m²,https://www.pisos.com/comprar/casa-piera_centro_urbano-33387758159_109100/,Anuncio actualizado el 21/01/2025,"F, F","F, F",anoia (BCN),705 m²,450 m²,6,3,,,,,FE12-272601,Gres,Aluminio,,Gasoil,,,,,,N/A,N/A,N/A,Norte,,,,,,,,,,,,,,,,Otra compañía,,,,,,,,
Piso en calle Celdoni Guixa,HIPOGES IBERIA,855 €/m²,57.334 €,67 m²,https://www.pisos.com/comprar/piso-igualada_llevant08700-48357711314_100700/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),67 m²,59 m²,,,1ª,,Entre 10 y 20 años,,DKRE-08339,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle Europa,Aliseda Inmobiliaria,911 €/m²,93.000 €,102 m²,https://www.pisos.com/comprar/piso-santa_margarida_de_montbui_centro_urbano-50835564649_104500/,Anuncio actualizado el 02/02/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),102 m²,,,,,,,,ASR1-SRB0000157701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carrer Major,CENTURY 21 Les Santes,809 €/m²,303.500 €,375 m²,https://www.pisos.com/comprar/chalet-vallbona_anoia_centro_urbano-42529616326_107700/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,anoia (BCN),375 m²,319 m²,7,3,,,Más de 50 años,,VE87-0117-BRRE-00428,,,,,,,,375 m²,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
