nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Interior,Antigüedad,Conservación,Referencia,Tipo suelo,Carpintería exterior,Cocina equipada,Orientación,Se aceptan mascotas,Exterior,Aire acondicionado,Calefacción,Ascensor,Balcón,Terraza,Garaje,Gastos de comunidad,Puerta blindada,Trastero,Piscina,Armarios empotrados,Carpintería interior,Vidrios dobles,Gas,Teléfono,Comedor,Lavadero,Portero automático,Sistema de seguridad,Soleado,Agua,Superficie solar,Tipo de casa,Jardín,Adaptado a personas con movilidad reducida,Amueblado
Piso en Carrer de Pi i Margall,Llarcelona,2.823 €/m²,240.000 €,85 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-51752127010_100500/,Anuncio actualizado el 05/02/2025,"B, B","B, B",hospitalet_de_llobregat (BCN),85 m²,75 m²,2,1,Bajo,,,,SA2024-Llar1523/4463,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,,
Piso en Carrer de la Font,Don Casa,3.121 €/m²,128.000 €,41 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-51707963860_500869/,Anuncio actualizado el 18/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),41 m²,36 m²,2,1,3ª,N/A,Más de 50 años,En buen estado,500869-BVGH1141,,,N/A,,,,,,,,,,Entre 20 y 40 €,,,,,,,,,N/A,,,,,,,,,,
Piso en Santa Eulàlia,"Estudi Mercat Santa Eulalia, S.L. (2)",4.104 €/m²,275.000 €,67 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-51732894842_100200/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),67 m²,,2,2,3ª,,Menos de 5 años,En buen estado,TC750-608547,,,,,,,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,TRC ACTIVOS,Error al procesar precio m²,A consultar,96 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-50835568004_527994/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),96 m²,80 m²,2,1,3ª,,Más de 50 años,En buen estado,4527994-000010,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Santa Eulàlia,Engel & Völkers MMC Barcelona,2.869 €/m²,419.000 €,146 m²,https://www.pisos.com/comprar/atico-hospitalet_de_llobregat_santa_eulalia08902-51700120596_101800/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),146 m²,,3,2,,,Entre 30 y 50 años,,IF76306-I-00Z17Z-W-02YECG,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Apartamento en Santa Eulàlia,Engel & Völkers MMC Barcelona,4.291 €/m²,442.000 €,103 m²,https://www.pisos.com/comprar/apartamento-hospitalet_de_llobregat_santa_eulalia08902-2597878746_101800/,Anuncio actualizado el 21/05/2024,"B, B","B, B",hospitalet_de_llobregat (BCN),103 m²,,2,2,2ª,,Menos de 5 años,,IF76306-I-00T6AD-W-02HURE,,,N/A,,,,,Central,N/A,,N/A,1,,,N/A,Propia,1,,,,,,,,,,,,,,,
Piso en Carrer del Castellvell,"Punt Sagrada Família, S.L.",2.847 €/m²,299.000 €,105 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-50087378614_103700/,Anuncio actualizado el 17/02/2025,"D, D","D, D",hospitalet_de_llobregat (BCN),105 m²,,4,2,,,Más de 50 años,En buen estado,BLU5-LCB30232,,,,,N/A,N/A,,N/A,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,
Apartamento en Santa Eulàlia,Engel & Völkers MMC Barcelona,4.640 €/m²,478.000 €,103 m²,https://www.pisos.com/comprar/apartamento-hospitalet_de_llobregat_santa_eulalia08902-27547270484_101800/,Anuncio actualizado el 09/12/2024,"B, B","B, B",hospitalet_de_llobregat (BCN),103 m²,,2,2,4ª,,Menos de 5 años,,IF76306-I-00T6B8-W-02HV3P,,,N/A,,,,,Central,N/A,,N/A,1,,,N/A,Propia,1,,,,,,,,,,,,,,,
Ático en Santa Eulàlia,Engel & Völkers MMC Barcelona,3.842 €/m²,365.000 €,95 m²,https://www.pisos.com/comprar/atico-hospitalet_de_llobregat_santa_eulalia08902-43366122122_101800/,Anuncio actualizado el 21/05/2024,"B, A","B, A",hospitalet_de_llobregat (BCN),95 m²,,2,3,,,,,IF76306-I-00Y6WN-W-02UTGP,,,N/A,,,,,Central,N/A,,,1,,,N/A,,1,,,,,,,,,,,,,,,
Piso en Avinguda del Ponent,"Punt Sagrada Família, S.L.",3.000 €/m²,195.000 €,65 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-50045083633_103700/,Anuncio actualizado el 17/02/2025,"C, C","C, C",hospitalet_de_llobregat (BCN),65 m²,50 m²,3,1,,,Más de 50 años,En buen estado,BLU5-LCB33062,,,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Ático en Santa Eulàlia,Engel & Völkers MMC Barcelona,3.802 €/m²,365.000 €,96 m²,https://www.pisos.com/comprar/atico-hospitalet_de_llobregat_santa_eulalia08902-43360000163_101800/,Anuncio actualizado el 21/05/2024,"B, A","B, A",hospitalet_de_llobregat (BCN),96 m²,,2,2,,,,,IF76306-I-00Y6WL-W-02UTGO,,,,,,,,Central,N/A,,N/A,1,,,N/A,,,,,,,,,,,,,,,,,
Piso en Avinguda de Severo Ochoa,RB Tauma - Serveis immobiliaris,2.238 €/m²,150.000 €,67 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50090442514_100500/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),67 m²,60 m²,3,1,1ª,,Más de 50 años,En buen estado,SA5728-Rb890,,,,Oeste,,N/A,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de les Amapolas,FINCAS DUEÑAS,3.384 €/m²,155.680 €,46 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50844163195_994044/,Anuncio actualizado el 19/02/2025,"F, F","F, F",hospitalet_de_llobregat (BCN),46 m²,36 m²,2,1,5ª,,Más de 50 años,En buen estado,4994044-ATICO CON ASCENSOR. Calle Amapolas.,Gres,Aluminio,Independiente,,,N/A,,,N/A,,,,,,,,,Lacadas en color blanco.,,,,Con ventanal,,,,N/A,,,,,,
Piso en calle de Ferré,INMODERNA GSI,2.333 €/m²,125.990 €,54 m²,https://www.pisos.com/comprar/piso-collblanc08904-39198655052_101300/,Anuncio actualizado el 13/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),54 m²,47 m²,2,1,,,Más de 50 años,,API222-48675,,,,Norte,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda d'Europa,PISOS MARINA CENTER - CASTELLDEFELS,2.567 €/m²,190.000 €,74 m²,https://www.pisos.com/comprar/piso-bellvitge08907-50054540831_511025/,Anuncio actualizado el 10/01/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),74 m²,68 m²,3,1,6ª,,Entre 30 y 50 años,En buen estado,511025-000813,Gres,Aluminio,N/A,,,N/A,,,N/A,,,,,N/A,,,,,,N/A,,N/A,N/A,,,N/A,,,,,,
Piso en Centre,IMMOBILIÀRIA BARDÉS,3.855 €/m²,320.000 €,83 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_centre08901-50852454124_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),83 m²,,,,3ª,,,,EP733-HO-P-5866-24,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida Masnou Del,"Punt Sagrada Família, S.L.",2.470 €/m²,210.000 €,85 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-50021996135_103700/,Anuncio actualizado el 17/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),85 m²,75 m²,3,1,,,Más de 50 años,,BLU5-LCB33827,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda de Catalunya,"Punt Sagrada Família, S.L.",2.500 €/m²,290.000 €,116 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-50009125931_103700/,Anuncio actualizado el 17/02/2025,"D, D","D, D",hospitalet_de_llobregat (BCN),116 m²,,4,2,,,Entre 30 y 50 años,,BLU5-LCB33244,,,,,,,,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,
Casa en Travessera de Collblanc,Servipiso,1.718 €/m²,378.000 €,220 m²,https://www.pisos.com/comprar/casa-collblanc08904-42568362457_521173/,Anuncio actualizado el 23/09/2024,"E, E","E, E",hospitalet_de_llobregat (BCN),220 m²,88 m²,4,1,,,Más de 50 años,En buen estado,4521173-000112,Parquet,PVC,Equipada,,,,,,,,59 m²,,,,,,,,,N/A,,Amplio,12 m²,,,,,,,,,N/A
Piso en Carrer de Ferré,Don Casa,2.333 €/m²,125.990 €,54 m²,https://www.pisos.com/comprar/piso-collblanc-39205645007_500869/,Anuncio actualizado el 07/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),54 m²,47 m²,2,1,Bajo,,Más de 50 años,En buen estado,500869-CVGH0300,Gres,,N/A,,,N/A,No,No,,,,,,,,,,,,Cocina,,N/A,,,,N/A,,,,,,
Piso en Collblanc,Engel & Völkers MMC Barcelona,4.625 €/m²,444.015 €,96 m²,https://www.pisos.com/comprar/piso-collblanc08904-4997444086_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),96 m²,,3,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Collblanc,Engel & Völkers MMC Barcelona,4.645 €/m²,408.825 €,88 m²,https://www.pisos.com/comprar/piso-collblanc08904-4966658327_109700/,Anuncio actualizado el 11/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),88 m²,,3,2,,,,A estrenar,IF76306-D-000LC9,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Llorer,ETHIC REAL ESTATE,2.376 €/m²,259.000 €,109 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-48423046481_100500/,Anuncio actualizado el 31/10/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),109 m²,105 m²,3,1,1ª,,Más de 50 años,,SA4866-798/9037,,,,,,,,,N/A,N/A,,,Más de 100 €,N/A,,,,,,,,,,,,,N/A,,,,,
Piso en La Florida,"ESTUDI NOVA CAN SERRA, S.L.",2.142 €/m²,225.000 €,105 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-45021232742_100200/,Anuncio actualizado el 12/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),105 m²,,4,2,2ª,,Entre 30 y 50 años,En buen estado,TC354-587441,Gres,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Chalet en Centre,URBAN GRUP central,3.947 €/m²,450.000 €,114 m²,https://www.pisos.com/comprar/chalet-hospitalet_de_llobregat_centre08901-47570402920_101800/,Anuncio actualizado el 10/01/2025,"D, D","D, D",hospitalet_de_llobregat (BCN),114 m²,,1,1,,,Entre 20 y 30 años,,IF77140-UGB1412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Vallparda,ETHIC REAL ESTATE,3.764 €/m²,335.000 €,89 m²,https://www.pisos.com/comprar/piso-collblanc08904-49250092079_100500/,Anuncio actualizado el 12/11/2024,"B, B","B, B",hospitalet_de_llobregat (BCN),89 m²,74 m²,3,2,Bajo,,,,SA4866-815/9037,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,N/A,,,,,
Apartamento en Les Planes,Engel & Völkers MMC Barcelona,3.298 €/m²,343.000 €,104 m²,https://www.pisos.com/comprar/apartamento-hospitalet_de_llobregat_les_planes08905-50894906274_101800/,Anuncio actualizado el 07/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),104 m²,,3,2,4ª,,Entre 20 y 30 años,,IF76306-I-00YXHO-W-02Y53X,,,,,,,,Central,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Apartamento en Santa Eulàlia,Engel & Völkers MMC Barcelona,3.730 €/m²,485.000 €,130 m²,https://www.pisos.com/comprar/apartamento-hospitalet_de_llobregat_santa_eulalia08902-39239752596_101800/,Anuncio actualizado el 28/10/2024,"A, A","A, A",hospitalet_de_llobregat (BCN),130 m²,,2,2,,,Menos de 5 años,,IF76306-I-00XNFT-W-02T2QZ,,,N/A,,,,,,N/A,,N/A,1,,,,,,,,,,,,,,,,,,,,
Apartamento en Santa Eulàlia,Engel & Völkers MMC Barcelona,3.286 €/m²,447.000 €,136 m²,https://www.pisos.com/comprar/apartamento-hospitalet_de_llobregat_santa_eulalia08902-51735645147_101800/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),136 m²,,4,2,2ª,,,,IF76306-I-00Z0BI-W-02YGFO,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Collblanc,Engel & Völkers MMC Barcelona,4.598 €/m²,404.685 €,88 m²,https://www.pisos.com/comprar/apartamento-collblanc08904-42555088966_101800/,Anuncio actualizado el 11/12/2024,"A, A","A, A",hospitalet_de_llobregat (BCN),88 m²,,3,2,1ª,,Menos de 5 años,,IF76306-I-00Y3AG-W-02VA29,,,N/A,,,,,,N/A,,N/A,1,,,,Propia,,,,,,,,,,,,,,,,
Piso en Carrer de París,"Punt Sagrada Família, S.L.",2.625 €/m²,105.000 €,40 m²,https://www.pisos.com/comprar/piso-collblanc08904-50094350906_103700/,Anuncio actualizado el 17/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),40 m²,38 m²,2,1,,,Más de 50 años,En buen estado,BLU5-LCB30598,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Les Planes,"ESTUDI NOVA CAN SERRA, S.L.",2.430 €/m²,158.000 €,65 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-49190226843_100200/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),65 m²,,3,1,1ª,,Más de 50 años,En buen estado,TC354-599947,,,N/A,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Avinguda d'Europa,PISOS MARINA CENTER - CASTELLDEFELS,2.828 €/m²,215.000 €,76 m²,https://www.pisos.com/comprar/piso-bellvitge08907-51691112911_511025/,Anuncio actualizado el 17/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),76 m²,75 m²,3,1,12ª,,Entre 30 y 50 años,En buen estado,511025-000829,Ceramico,Aluminio,N/A,Sur,,N/A,,,N/A,N/A,,,,,,,,,,N/A,,N/A,N/A,,,N/A,,,,,,
Piso en Carrer de Vallparda,Don Casa,3.764 €/m²,335.000 €,89 m²,https://www.pisos.com/comprar/piso-collblanc08904-49196346114_500869/,Anuncio actualizado el 07/02/2025,"B, B","B, B",hospitalet_de_llobregat (BCN),89 m²,74 m²,3,2,Bajo,,,A estrenar,500869-CVGH1090,,,N/A,,,,,,N/A,,N/A,,,,,,,,,,,N/A,,,,N/A,,,,,,
Apartamento en Pubilla Cases,Engel & Völkers MMC Barcelona,3.455 €/m²,235.000 €,68 m²,https://www.pisos.com/comprar/apartamento-pubilla_cases08906-51721064283_101800/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),68 m²,,3,1,3ª,,Más de 50 años,,IF76306-I-00Z0K1-W-02YJA7,,,,,,,,Central,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A
Piso en Carrer de la Florida,Aliseda Inmobiliaria,2.000 €/m²,98.000 €,49 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-51745179783_105900/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,3,1,,,,,AN1-ANT00030690472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Collblanc,Engel & Völkers MMC Barcelona,4.375 €/m²,490.000 €,112 m²,https://www.pisos.com/comprar/apartamento-collblanc08904-47576561211_101800/,Anuncio actualizado el 07/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),112 m²,,3,2,,,Menos de 5 años,,IF76306-I-00YLVM-W-02X03B,,,N/A,,,,,,N/A,,N/A,1,,,,Propia,,,,,,,,,,,,,,,,
Piso en La Florida,INMODERNA GSI,3.121 €/m²,128.000 €,41 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-51737428133_101300/,Anuncio actualizado el 19/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),41 m²,36 m²,2,1,,,Más de 50 años,,API222-HOUSECAT - FONT,,,,Nord-este,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Collblanc,Engel & Völkers MMC Barcelona,3.567 €/m²,478.000 €,134 m²,https://www.pisos.com/comprar/apartamento-collblanc08903-51759340415_101800/,Anuncio actualizado el 19/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),134 m²,,4,2,,,Entre 30 y 50 años,,IF76306-I-00Z1YD-W-02XAD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Collblanc,Engel & Völkers MMC Barcelona,4.137 €/m²,480.000 €,116 m²,https://www.pisos.com/comprar/apartamento-collblanc08904-47562620080_101800/,Anuncio actualizado el 07/02/2025,"A, A","A, A",hospitalet_de_llobregat (BCN),116 m²,,2,2,,,Menos de 5 años,,IF76306-I-00YLV2-W-02X023,,,N/A,,,,,,N/A,,N/A,1,,,,Propia,,,,,,,,,,,,,,,,
Dúplex en L´Hospitalet de Llobregat - Ayuntamiento,LIVING Luxury Real Estate. Barcelona,3.520 €/m²,440.000 €,125 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_centre08901-45007920600_109100/,Anuncio actualizado el 17/01/2025,"B, B","B, B",hospitalet_de_llobregat (BCN),125 m²,96 m²,3,3,1ª,,,,FE42-285248,,,,Norte,,,,,N/A,,N/A,,Entre 40 y 60 €,,N/A,N/A,,,,,,,,,,,,,,N/A,,
Piso en Carrer d'Esteve Grau,MERCAT IMMOBILIARI CATALA,2.321 €/m²,130.000 €,56 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_la_florida08905-49232551507_106000/,Anuncio actualizado el 07/11/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),56 m²,,3,1,4ª,,Más de 50 años,,NI268-RIE-3032-DA,Baldosa,Aluminio,Independiente,,,,,N/A,,,,,,,,,,,,,,,,,,,Agua individual,,,,,
Piso en Carrer de les Aigües del Llobregat,Aliseda Inmobiliaria,2.966 €/m²,133.500 €,45 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-41679182703_105900/,Anuncio actualizado el 08/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),45 m²,,3,1,,,,,AN1-ANT00030662699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de les Amapolas,Don Casa,3.384 €/m²,155.680 €,46 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-51700659226_500869/,Anuncio actualizado el 20/02/2025,"F, F","F, F",hospitalet_de_llobregat (BCN),46 m²,40 m²,2,1,4ª,,Más de 50 años,En buen estado,500869-BVGH1144,,,N/A,,,N/A,,,N/A,,,,Entre 40 y 60 €,,,,,,,,,N/A,,,,N/A,,,,,,
Piso en Pubilla Cases,LA CASA AGENCY ECV,3.116 €/m²,187.000 €,60 m²,https://www.pisos.com/comprar/piso-collblanc08904-50893724773_103700/,Anuncio actualizado el 17/02/2025,"C, C","C, C",hospitalet_de_llobregat (BCN),60 m²,58 m²,2,1,,,Más de 50 años,En buen estado,BLU3-LCB34062,,,,,,N/A,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Teide,HOGAREA,2.105 €/m²,200.000 €,95 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-50924597653_108900/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),95 m²,83 m²,4,1,1ª,,,,XA484-9692,,,,Sur,,N/A,,Gas natural,N/A,,N/A,,Entre 40 y 60 €,,,,,,,,,,,,,,N/A,,,,,
Piso en Carrer Alt,Aliseda Inmobiliaria,1.781 €/m²,126.500 €,71 m²,https://www.pisos.com/comprar/piso-sanfeliu08906-41703370706_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),71 m²,,3,1,,,,,AN1-ANT00030662706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de la Florida,Aliseda Inmobiliaria,1.693 €/m²,83.000 €,49 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41679944245_105900/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,3,1,,,,,AN1-ANT00030690556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Sanfeliu,TECNOCASA ESTUDIO CORNELLA,3.194 €/m²,230.000 €,72 m²,https://www.pisos.com/comprar/piso-sanfeliu08906-50063972835_100200/,Anuncio actualizado el 14/01/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),72 m²,,3,1,7ª,,Más de 50 años,En buen estado,TC77-603895,,,N/A,,,,N/A,Central,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Barcelona - Ayuntamiento,LIVING Luxury Real Estate. Barcelona,3.600 €/m²,450.000 €,125 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_centre08901-26765991099_109100/,Anuncio actualizado el 20/02/2025,"B, B","B, B",hospitalet_de_llobregat (BCN),125 m²,96 m²,3,3,1ª,,,,FE42-263818,,,,Norte,,,,,N/A,,N/A,,Entre 40 y 60 €,,N/A,N/A,,,,,,,,,,,,,,N/A,,
Piso en Carrer del General Prim,"Punt Sagrada Família, S.L.",3.293 €/m²,359.000 €,109 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-50871659568_103700/,Anuncio actualizado el 17/02/2025,"E, E","E, E",hospitalet_de_llobregat (BCN),109 m²,65 m²,3,2,,,Entre 20 y 30 años,En buen estado,BLU5-LCB32470,,,,,,N/A,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Collblanc/Torrassa,GROCASA,1.625 €/m²,78.000 €,48 m²,https://www.pisos.com/comprar/piso-la_torrassa08903-45046936293_109300/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),48 m²,40 m²,2,1,Bajo,,Más de 50 años,,EP743-394565,Cerámico,Aluminio,Americana,Ne,,,N/A,Individual,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de la Reforma,ESTRENUS,2.833 €/m²,408.000 €,144 m²,https://www.pisos.com/comprar/duplex-hospitalet_de_llobregat_centre08901-5130222697_109700/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),144 m²,,3,2,Bajo,,,A estrenar,4529415-21744350,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Apartamento en Collblanc,Engel & Völkers MMC Barcelona,4.645 €/m²,408.825 €,88 m²,https://www.pisos.com/comprar/apartamento-collblanc08904-42536327427_101800/,Anuncio actualizado el 11/12/2024,"A, A","A, A",hospitalet_de_llobregat (BCN),88 m²,,3,2,2ª,,Menos de 5 años,,IF76306-I-00Y3AF-W-02VA2G,,,N/A,,,,,,N/A,,N/A,1,,,,Propia,,,,,,,,,,,,,,,,
Piso en Carrer Modern,PISOS MARINA CENTER - CASTELLDEFELS,2.741 €/m²,170.000 €,62 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_santa_eulalia08902-49186885818_511025/,Anuncio actualizado el 10/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),62 m²,56 m²,2,1,3ª,N/A,Entre 30 y 50 años,En buen estado,511025-000804,,Aluminio,N/A,,,,,,,,,,,,,,,N/A,,,,N/A,,,,N/A,,,,,,N/A
Piso en Carrer del Llobregat,Aliseda Inmobiliaria,1.919 €/m²,107.500 €,56 m²,https://www.pisos.com/comprar/piso-collblanc08904-41752215867_105900/,Anuncio actualizado el 15/01/2025,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),56 m²,,3,1,,,,,AN1-ANT00030648692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça dels Blocs de la Florida,Aliseda Inmobiliaria,2.489 €/m²,122.000 €,49 m²,https://www.pisos.com/comprar/piso-hospitalet_de_llobregat_les_planes08905-41709921171_105900/,Anuncio actualizado el 21/12/2024,Error al procesar consumo,Error al procesar emisiones,hospitalet_de_llobregat (BCN),49 m²,,3,1,,,,,AN1-ANT00030662667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Rosa D&#039;Alexandria,LA CASA AGENCY ECV,2.583 €/m²,155.000 €,60 m²,https://www.pisos.com/comprar/piso-pubilla_cases08906-50917397779_103700/,Anuncio actualizado el 17/02/2025,"G, G","G, G",hospitalet_de_llobregat (BCN),60 m²,,2,1,,,,En buen estado,BLU3-LCB34566,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
