nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Habitaciones,Baños,Referencia,Ascensor,Balcón,Terraza,Superficie útil,Superficie solar,Antigüedad,Conservación,Tipo suelo,Agua,Luz,Calefacción,Cocina equipada,Trastero,Planta,Armarios empotrados,Vidrios dobles,Carpintería exterior,Gas,Comedor,Lavadero,Portero automático,Puerta blindada,Sistema de seguridad,Garaje,Adaptado a personas con movilidad reducida,Jardín,Orientación,Urbanizado,Carpintería interior,Calle alumbrada,Calle asfaltada,Exterior,Teléfono,Soleado,Se aceptan mascotas,Tipo de casa,Aire acondicionado,Chimenea,Interior,Amueblado,Piscina,Gastos de comunidad
Dúplex en Zona L´Era,NOVA,2.390 €/m²,239.000 €,100 m²,https://www.pisos.com/comprar/duplex-tona_centro_urbano-927606927_440100/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),100 m²,4,2,4401-010441,,N/A,De 25m²,100 m²,,Entre 5 y 10 años,En buen estado,De gres y parquet,N/A,N/A,Gas natural,Equipada,De 14m²,2ª,Vestidor,N/A,De aluminio,N/A,De 19m²,En una habitación,N/A,N/A,,,,,,,De roble,,,,,N/A,,,,,,,,45€ trimestrales
Piso en Manlleu,Visualpis,1.100 €/m²,165.000 €,150 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-51687562032_106700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),150 m²,4,2,IFC76374-PIS_47,,,,123 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Manlleu,Visualpis,2.093 €/m²,360.000 €,172 m²,https://www.pisos.com/comprar/casa-manlleu_centro_urbano-51672189831_106700/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),172 m²,3,2,IFC76374-CAS_46,,,,140 m²,120 m²,,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Finca rústica en Tona,IMMOSONA,11 €/m²,550.000 €,1.200 m²,https://www.pisos.com/comprar/finca_rustica-tona_centro_urbano-90095023025_242400/,Anuncio actualizado el 20/02/2025,"C, C","C, C",osona (BCN),1.200 m²,9,4,2424-00054,,,N/A,1.000 m²,50.000 m²,,En buen estado,,,,,N/A,,,,N/A,,,N/A,N/A,,N/A,,,,,,,N/A,N/A,,,N/A,,,,,N/A,,N/A,,
Piso en Passeig de la Font del Rossinyol,GESTIONS TONI OLIVER,1.705 €/m²,145.000 €,85 m²,https://www.pisos.com/comprar/piso-santa_eugenia_de_berga_centro_urbano08507-42556608975_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),85 m²,3,1,SA2723-104410992,N/A,,N/A,77 m²,,,,,,,,,,,,,,,,,,,,,,,Oeste,,,,,N/A,,,,,,,,,,
Piso en calle *,URBENIA,2.837 €/m²,210.000 €,74 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-5020537603_109700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),74 m²,2,2,EP1014-21650447,N/A,,N/A,,,,A estrenar,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Sant Antoni,LA LLAR IMMOBILIÀRIA,2.010 €/m²,195.000 €,97 m²,https://www.pisos.com/comprar/duplex-caputxins_santa_clara_hospital-48400327395_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),97 m²,2,2,1160-099842,,N/A,N/A,80 m²,,Entre 20 y 30 años,En buen estado,Parquet,,,Gas natural,N/A,,2ª,2,N/A,Aluminio,,N/A,N/A,,,,,,,,,,,,N/A,,N/A,,,,,,,,
Dúplex en Avinguda dels Països Catalans,LA LLAR IMMOBILIÀRIA,2.003 €/m²,272.500 €,136 m²,https://www.pisos.com/comprar/duplex-estadi_horta_vermella_santa_anna-50016175403_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),136 m²,5,2,1160-099853,N/A,,,119 m²,,Entre 30 y 50 años,Reformado,Mármol,,,Gas natural,N/A,N/A,6ª,,N/A,Madera,N/A,N/A,N/A,N/A,,,1,,,Sureste,,,,,,,N/A,,,,,,,,
Piso en Carretera de la Guixa,GESTIONS TONI OLIVER,1.428 €/m²,260.000 €,182 m²,https://www.pisos.com/comprar/piso-remei_montseny_la_guixa08500-48416861827_100500/,Anuncio actualizado el 20/02/2025,"F, E","F, E",osona (BCN),182 m²,5,2,SA2723-106141005,,N/A,N/A,130 m²,,Entre 30 y 50 años,En buen estado,,,,,,,1ª,1,,,,,,,,,,,,Sur,,,,,N/A,,,,,,,,,,Entre 10 y 20 €
Dúplex en Remei-Montseny-La Guixa,Nou Niu,1.430 €/m²,123.000 €,86 m²,https://www.pisos.com/comprar/duplex-remei_montseny_la_guixa-39176301521_511608/,Anuncio actualizado el 12/02/2025,"E, D","E, D",osona (BCN),86 m²,2,2,511608-RW-36634-1,,,,73 m²,,Entre 10 y 20 años,En buen estado,Gres,,,Eléctrica,,,4ª,1,,Aluminio,,,,,,,1,,,,,,,,,,N/A,,,,,,,,
Piso en Avinguda del Puigmal,RIVAS GRAN HABITAT,1.290 €/m²,169.000 €,131 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-50078971930_996907/,Anuncio actualizado el 12/02/2025,"E, E","E, E",osona (BCN),131 m²,3,2,996907-110447,,N/A,,110 m²,,Entre 20 y 30 años,En buen estado,Gres,,,Gas natural,N/A,,Bajo,,,Aluminio,N/A,N/A,N/A,,,,1,,,Este,,,,,,,,,,Frío y calor,,,,,
"Piso en Carrer dels Marquesos de Vilallonga, 11",SIMM,3.597 €/m²,295.000 €,82 m²,https://www.pisos.com/comprar/piso-sant_julia_de_vilatorta_centro_urbano-29201519279_110300/,Anuncio actualizado el 13/02/2025,"B, A","B, A",osona (BCN),82 m²,2,1,1103-002117,N/A,,N/A,77 m²,,Menos de 5 años,A estrenar,Gres,,,N/A,N/A,,Bajo,,N/A,PVC,N/A,N/A,N/A,N/A,N/A,,,,,Este,,N/A,,,N/A,N/A,N/A,,,,,N/A,,,
"Dúplex en Carrer de Jacint Verdaguer, 26",LA LLAR IMMOBILIÀRIA,Error al procesar precio m²,A consultar,250 m²,https://www.pisos.com/comprar/duplex-vic_centre_historic-14176209416_116000/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),250 m²,5,2,1160-099353,N/A,N/A,N/A,200 m²,,Entre 30 y 50 años,En buen estado,Parquet,,,Gas natural,N/A,,5ª,Más de 2,N/A,Madera,N/A,N/A,N/A,N/A,,,2,,,Suroeste,,N/A,,,N/A,,N/A,,,,,,,,
Dúplex en Remei-Montseny-La Guixa,Nou Niu,1.482 €/m²,127.500 €,86 m²,https://www.pisos.com/comprar/duplex-remei_montseny_la_guixa-45092808019_511608/,Anuncio actualizado el 12/02/2025,"E, D","E, D",osona (BCN),86 m²,2,2,511608-RW-10778-1,,,,73 m²,,Entre 10 y 20 años,En buen estado,Gres,,,Eléctrica,,,4ª,1,,Aluminio,,,,,,,1,,,,,,,,,,N/A,,,,,,,,
Piso en Plaza Pla Dels Àlbers,GESTIONS TONI OLIVER,1.752 €/m²,163.000 €,93 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-50034699507_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),93 m²,3,2,SA2723-106797304,N/A,N/A,,85 m²,,Entre 10 y 20 años,En buen estado,,,,,,,3ª,1,,,,,,,,,,,,Este,,,,,N/A,,,,,N/A,,,,,
Casa en Tona,IMMOSONA,1.722 €/m²,310.000 €,180 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-40898320690_242400/,Anuncio actualizado el 20/02/2025,"D, D","D, D",osona (BCN),180 m²,3,2,2424-10050,,,N/A,165 m²,80 m²,Entre 10 y 20 años,En buen estado,Gres,,,Gas natural,N/A,,,,N/A,PVC,N/A,N/A,N/A,,,,1,,Comunitario,Este,N/A,,N/A,N/A,,N/A,,,,Frío,,,,,N/A
Piso en Carrer del Pare Coll,GESTIONS TONI OLIVER,2.252 €/m²,259.000 €,115 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-40080209748_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),115 m²,4,2,SA2723-103385420,N/A,,,100 m²,,,En buen estado,,,,,,,1ª,1,,,,,,,,,,,,Sur,,,,,N/A,,,,,,,,,,Entre 40 y 60 €
"Piso en Carrer del Bisbe Morgades, 33",LA LLAR IMMOBILIÀRIA,2.125 €/m²,255.000 €,120 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-45855804612_116000/,Anuncio actualizado el 20/02/2025,"C, C","C, C",osona (BCN),120 m²,2,2,1160-099793,N/A,,,105 m²,,Menos de 5 años,A estrenar,Gres,,,Gas natural,N/A,,Entresuelo,Más de 2,N/A,PVC,,N/A,N/A,N/A,,,,,,,,N/A,,,,,,,,,,,,,
Piso en Paseo de Sant Joan,2005 IMMO JORCAN,979 €/m²,95.000 €,97 m²,https://www.pisos.com/comprar/piso-manlleu_centro_urbano-37539218856_101300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),97 m²,4,2,API158-B17557G,N/A,,,85 m²,,Entre 30 y 50 años,En buen estado,,,,N/A,,,,,,,,,,,,,,,,Sur,,,,,,,,,,,,,,,
Piso en Centre,Qualifinques,3.077 €/m²,437.000 €,142 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-25007297241_225000/,Anuncio actualizado el 20/02/2025,"D, C","D, C",osona (BCN),142 m²,3,2,2250-003856,N/A,N/A,N/A,127 m²,,Entre 10 y 20 años,A estrenar,Parquet,,,,N/A,,1ª,,,Aluminio,,N/A,N/A,N/A,,N/A,,N/A,,Sur,,,,,N/A,,N/A,,,Frío y calor,,,,,
Piso en Nord-El Sucre-Universitat,2005 IMMO JORCAN,2.663 €/m²,325.000 €,122 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-48341583263_101300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),122 m²,3,2,API158-PVICD'A666,N/A,,,93 m²,,Entre 20 y 30 años,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaça Major,LA LLAR IMMOBILIÀRIA,2.491 €/m²,299.000 €,120 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-49253389565_116000/,Anuncio actualizado el 20/02/2025,"E, D","E, D",osona (BCN),120 m²,1,1,1160-099849,N/A,,N/A,104 m²,,Entre 10 y 20 años,En buen estado,Parquet,,,Gas natural,N/A,,2ª,,N/A,Aluminio,,N/A,N/A,N/A,,N/A,,,Privado,Sureste,,N/A,,,N/A,,N/A,,,,,,,,
Dúplex en Carrer de l'Eix de l'Onze de Setembre,LA LLAR IMMOBILIÀRIA,2.794 €/m²,475.000 €,170 m²,https://www.pisos.com/comprar/duplex-nord_el_sucre_universitat-27557791814_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),170 m²,3,2,1160-099565,N/A,N/A,N/A,135 m²,,Entre 5 y 10 años,En buen estado,Parquet,,,Gas natural,N/A,,5ª,Más de 2,N/A,Aluminio,N/A,N/A,N/A,N/A,N/A,,,,,Suroeste,,N/A,,,N/A,,N/A,,,Frío y calor,,,,,
Casa en Passeig del Mossèn Cinto Verdaguer,LA LLAR IMMOBILIÀRIA,1.557 €/m²,257.000 €,165 m²,https://www.pisos.com/comprar/casa-sant_julia_de_vilatorta_centro_urbano-48413001003_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),165 m²,4,2,1160-099833,,,,140 m²,,,En buen estado,Terrazo,,,Eléctrica,N/A,,,,,Madera,,N/A,N/A,,,,1,,Privado,,N/A,,N/A,N/A,,,,,,,,,,,
Casa en Zona Lourdes,SIMM,4.460 €/m²,1.200.000 €,269 m²,https://www.pisos.com/comprar/casa-tona_centro_urbano-50038655569_110300/,Anuncio actualizado el 13/02/2025,"E, D","E, D",osona (BCN),269 m²,3,3,1103-002504,,,N/A,204 m²,1.248 m²,Entre 10 y 20 años,En buen estado,Gres,,,N/A,N/A,,,Más de 2,N/A,Aluminio,N/A,N/A,N/A,,N/A,N/A,2,,Privado,Sur,N/A,N/A,N/A,N/A,,N/A,,,,Frío y calor,N/A,,N/A,Propia,
Piso en calle de L'arquebisbe Alemany,2005 IMMO JORCAN,2.225 €/m²,356.000 €,160 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-46706549715_101300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),160 m²,4,2,API158-2021120,N/A,,,123 m²,,,,,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Casa en Sant Hipòlit de Voltregà,Visualpis,1.666 €/m²,250.000 €,150 m²,https://www.pisos.com/comprar/casa-sant_hipolit_de_voltrega_centro_urbano-51679619280_106700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),150 m²,4,,IFC76374-CAS_32,,,,125 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Carrer de Perot Rocaguinarda,LA LLAR IMMOBILIÀRIA,2.808 €/m²,410.000 €,146 m²,https://www.pisos.com/comprar/duplex-nord_el_sucre_universitat-29243917597_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),146 m²,3,2,1160-099583,N/A,N/A,N/A,116 m²,,Entre 5 y 10 años,En buen estado,Parquet,,,Gas natural,N/A,,6ª,Más de 2,N/A,Aluminio,N/A,N/A,N/A,N/A,N/A,,,,,Suroeste,,N/A,,,N/A,,N/A,,,Frío y calor,,,,,
Piso en Carrer del Bisbe Morgades,LA LLAR IMMOBILIÀRIA,1.944 €/m²,315.000 €,162 m²,https://www.pisos.com/comprar/piso-nord_el_sucre_universitat08500-50027053563_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),162 m²,5,2,1160-099857,N/A,,N/A,141 m²,,Más de 50 años,En buen estado,Gres,,,Central,N/A,,2ª,Más de 2,N/A,Aluminio,,N/A,N/A,N/A,,,1,,,Sur,,,,,N/A,,N/A,,,Frío y calor,,,,,
Casa en Nord-El Sucre-Universitat,2005 IMMO JORCAN,1.593 €/m²,368.000 €,231 m²,https://www.pisos.com/comprar/casa-nord_el_sucre_universitat08500-42571411298_101300/,Anuncio actualizado el 20/02/2025,"C, C","C, C",osona (BCN),231 m²,4,2,API158-01826,,,,162 m²,,Entre 10 y 20 años,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Coma del Reig,Qualifinques,2.083 €/m²,398.000 €,191 m²,https://www.pisos.com/comprar/casa-taradell_centro_urbano-45847276792_225000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),191 m²,4,3,2250-004071,,,N/A,156 m²,167 m²,Menos de 5 años,A estrenar,Gres,,,N/A,N/A,,,,,Aluminio,,N/A,N/A,,,,2,,Privado,Suroeste,N/A,,N/A,N/A,,,,,,,,,,,
Casa en Urb. El Soler,LA LLAR IMMOBILIÀRIA,2.023 €/m²,850.000 €,420 m²,https://www.pisos.com/comprar/casa-gurb_centro_urbano-45925383132_116000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),420 m²,5,4,1160-099795,,,,360 m²,600 m²,Entre 10 y 20 años,En buen estado,Parquet,,,Gasoil,N/A,,,Más de 2,N/A,Aluminio,,N/A,N/A,,N/A,N/A,Más de 2,,Privado,Sur,N/A,N/A,N/A,N/A,,N/A,,,,Frío y calor,,,,Propia,
Casa en calle del Segrell,SERVEIS IMMOBILIARIS MIREIA BRUN,1.538 €/m²,360.000 €,234 m²,https://www.pisos.com/comprar/casa-muntanyola_centro_urbano-48385819901_101300/,Anuncio actualizado el 20/02/2025,"A, A","A, A",osona (BCN),234 m²,4,3,API94-100504,,,,180 m²,,Entre 10 y 20 años,,,,,N/A,,,,,,,,,N/A,,,,,,,4 vientos,,,,,,,,,,,,,,N/A,
Casa en Caputxins-Santa Clara-Hospital,2005 IMMO JORCAN,2.108 €/m²,525.000 €,249 m²,https://www.pisos.com/comprar/casa-caputxins_santa_clara_hospital-49252814197_101300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),249 m²,4,4,API158-2024045,,,,190 m²,,Entre 20 y 30 años,,,,,N/A,,,,,,,,,,,,,,,,Oeste,,,,,,,,,,,,,,,
Piso en Carrer de la Rambla,FINQUES BACH -Assessors Immobiliaris-,1.207 €/m²,157.000 €,130 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-49241749678_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),130 m²,5,1,2134-3609,,,N/A,115 m²,,Más de 50 años,A reformar,Gres,,,Gas natural,N/A,N/A,3ª,,,Madera,,N/A,N/A,,,,,,,Oeste,,,,,N/A,,,,,,,,,,
Casa en Carrer del Call,FINQUES BACH -Assessors Immobiliaris-,2.476 €/m²,260.000 €,105 m²,https://www.pisos.com/comprar/casa-remei_montseny_la_guixa-93366970722_213400/,Anuncio actualizado el 20/02/2025,"F, F","F, F",osona (BCN),105 m²,4,1,2134-2773,,,,105 m²,894 m²,Más de 50 años,A reformar,,,,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,No n´hi ha
Piso en calle *,URBENIA,2.311 €/m²,215.000 €,93 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-5069178019_109700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),93 m²,3,2,EP1014-21650443,N/A,,N/A,,,,A estrenar,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Caputxins-Santa Clara-Hospital,FINQUES BACH -Assessors Immobiliaris-,4.175 €/m²,167.000 €,40 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-49208728740_213400/,Anuncio actualizado el 20/02/2025,"A, A","A, A",osona (BCN),40 m²,1,1,2134-3417,,,,36 m²,,Menos de 5 años,A estrenar,Parquet,,,Gas natural,N/A,,Principal,1,N/A,Madera,,N/A,,,,,,,,Sur,,N/A,,,N/A,,,,,,,,,,
Piso en Centre,FINQUES BACH -Assessors Immobiliaris-,4.432 €/m²,430.000 €,97 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-35050463337_213400/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),97 m²,2,2,2134-3366,,,N/A,94 m²,,Menos de 5 años,Reformado,Parquet,,,N/A,N/A,,3ª,,N/A,Madera,,N/A,N/A,,,,,,,Oeste,,,,,N/A,,N/A,,,Frío y calor,,,,,
Piso en Plaça Major,Qualifinques,1.462 €/m²,465.000 €,318 m²,https://www.pisos.com/comprar/piso-vic_centre_historic-49266461527_225000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),318 m²,8,1,2250-004096,,,N/A,318 m²,,Más de 50 años,A reformar,Terrazo,,,Gas natural,N/A,N/A,2ª,,,,,N/A,N/A,,,,,,,,,,,,,,N/A,,,,,,,,
Chalet adosado en Camí d'El Escorial,ATICNOU,622 €/m²,315.000 €,506 m²,https://www.pisos.com/comprar/chalet_adosado-caputxins_santa_clara_hospital-50838546175_518281/,Anuncio actualizado el 15/02/2025,"G, G","G, G",osona (BCN),506 m²,6,4,4518281-62110,,,N/A,350 m²,162 m²,Más de 50 años,En buen estado,,,,,En cada planta hay una cocina,,,,,,,,,,,,2,,,,,,,,,,,,,,N/A,,,,
Piso en calle *,URBENIA,2.678 €/m²,225.000 €,84 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-5013562393_109700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),84 m²,3,2,EP1014-21650450,N/A,,N/A,,,,A estrenar,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Els Hostalets de Balenyà,SERVEIS IMMOBILIARIS MIREIA BRUN,1.485 €/m²,260.000 €,175 m²,https://www.pisos.com/comprar/casa-els_hostalets_de_balenya-30872198150_101300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),175 m²,3,2,API94-100447,,,,120 m²,,Entre 30 y 50 años,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle *,URBENIA,2.758 €/m²,160.000 €,58 m²,https://www.pisos.com/comprar/piso-centelles_centro_urbano-5067728943_109700/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),58 m²,2,1,EP1014-21650441,N/A,,N/A,,,,A estrenar,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dúplex en Passeig de la Generalitat, 65",Agencia no disponible,1.551 €/m²,225.000 €,145 m²,https://www.pisos.com/comprar/duplex-estadi_horta_vermella_santa_anna-51680651287_109800/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),145 m²,4,2,21777046,N/A,N/A,N/A,125 m²,,Entre 5 y 10 años,En buen estado,Parquet,,,,N/A,N/A,4ª,,N/A,Aluminio,,,N/A,,N/A,N/A,1,N/A,,Sureste,,,,,N/A,,N/A,,,Frío y calor,,,,,Entre 40 y 60 €
Casa en Sant Hipòlit de Voltregà,SERVEIS IMMOBILIARIS MIREIA BRUN,840 €/m²,259.000 €,308 m²,https://www.pisos.com/comprar/casa-sant_hipolit_de_voltrega_centro_urbano08512-44182496595_101300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),308 m²,,,API94-100494,,,,288 m²,,Más de 50 años,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Baró de Savassona,COMMOU,2.758 €/m²,240.000 €,87 m²,https://www.pisos.com/comprar/piso-caputxins_santa_clara_hospital-50921802780_529120/,Anuncio actualizado el 19/02/2025,"E, E","E, E",osona (BCN),87 m²,3,2,529120-000022,N/A,N/A,,87 m²,,Entre 20 y 30 años,En buen estado,Parquet,,,N/A,N/A,,2ª,2,N/A,Madera,,N/A,,,N/A,,1,N/A,,Suroeste,,N/A,,,,,N/A,,,,,,,,
Piso en Carrer del Doctor Salarich,CÒDOL GESTIÓ VIC,2.142 €/m²,180.000 €,84 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-51680531162_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",osona (BCN),84 m²,3,1,SA4092-V02119,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Seva,Finques La Vall,1.200 €/m²,419.000 €,349 m²,https://www.pisos.com/comprar/casa-seva_centro_urbano-42560732255_253600/,Anuncio actualizado el 20/02/2025,"E, E","E, E",osona (BCN),349 m²,4,3,2536-010506,,,,245 m²,,Más de 50 años,En buen estado,Gres,,,Gasoil,15 m² office,,,Más de 2,N/A,Madera,,48 m²,1.5 m²,,,,,,,Sur,N/A,De pi,N/A,N/A,,,,,,,Al menjador,,,,
"Casa en Avinguda de Pau Casals, 12",FOU FINQUES,1.880 €/m²,329.000 €,175 m²,https://www.pisos.com/comprar/casa-seva_centro_urbano-5928669452_316200/,Anuncio actualizado el 28/11/2024,Error al procesar consumo,Error al procesar emisiones,osona (BCN),175 m²,4,2,3162-030102,,,N/A,143 m²,826 m²,,A estrenar,Parquet,,,Eléctrica,Semi-abierta,,,,N/A,Aluminio,,39m²,"6,80m²",,,,1,,Privado,,N/A,N/A,N/A,N/A,,,,,,Frío y calor,,,,,
Piso en Carrer de Sant Miquel,CÒDOL GESTIÓ TORELLÓ,1.536 €/m²,149.000 €,97 m²,https://www.pisos.com/comprar/piso-torello_centro_urbano-51688733210_100500/,Anuncio actualizado el 17/02/2025,"E, E","E, E",osona (BCN),97 m²,3,2,SA4093-T02470,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Passeig de les Gorgues,CÒDOL GESTIÓ MANLLEU,418 €/m²,350.000 €,836 m²,https://www.pisos.com/comprar/piso-santa_maria_de_corco-36706333710_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),836 m²,,,SA4091-T02086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Avinguda de Joan Miró,HABITATGE,1.471 €/m²,356.000 €,242 m²,https://www.pisos.com/comprar/casa-seva_centro_urbano-50906804353_110700/,Anuncio actualizado el 18/02/2025,"A, A","A, A",osona (BCN),242 m²,4,3,1107-VC12501-02,,,,230 m²,,,A estrenar,Gres,,,,,,,1,N/A,Madera,,,,,,,2,,Privado,,N/A,,N/A,N/A,,,,,,,,,,,
"Chalet pareado en Avinguda de Joan Miró, 95",IMMOBILIàRIA FARNéS,1.446 €/m²,350.000 €,242 m²,https://www.pisos.com/comprar/chalet_pareado-seva_centro_urbano-50088362620_500554/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),242 m²,4,3,500554-005254,,,N/A,230 m²,910 m²,Menos de 5 años,A estrenar,N/A,,,N/A,N/A,,,,N/A,Madera,,N/A,N/A,,N/A,,2,N/A,Privado,,N/A,N/A,N/A,N/A,,,,,,N/A,,,,Propia,
Piso en Carrer de Pere Alberc i Vila,HABITATGE,2.628 €/m²,147.200 €,56 m²,https://www.pisos.com/comprar/piso-estadi_horta_vermella_santa_anna-32525531376_110700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),56 m²,2,1,1107-VP12303-12,,,,56 m²,,,En buen estado,,,,,N/A,,1ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carretera C-1413-B,OSONA ACTIVA,46 €/m²,830.000 €,18.000 m²,https://www.pisos.com/comprar/casa-sant_marti_de_centelles_centro_urbano-858874139_137000/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),18.000 m²,5,3,1370-070239,,,,18.000 m²,,,En buen estado,,,,Gasoil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Raval,HABITATGE,1.720 €/m²,129.000 €,75 m²,https://www.pisos.com/comprar/piso-tona_centro_urbano-35872921403_110700/,Anuncio actualizado el 18/02/2025,"E, E","E, E",osona (BCN),75 m²,3,1,1107-VP12307-15,,N/A,,65 m²,,,,Gres,,,Gas natural,N/A,,3ª,1,N/A,Madera,N/A,N/A,,,,,,,,Este,,,,,N/A,,,,,,N/A,,,,
Piso en Carrer de Ferran Alsina,ESPAI HABITAT,1.648 €/m²,135.200 €,82 m²,https://www.pisos.com/comprar/piso-roda_de_ter_centro_urbano-50898955019_109300/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,osona (BCN),82 m²,2,1,EP831-1535407,N/A,,,66 m²,,Entre 10 y 20 años,En buen estado,Cerámica o gress,,,Gas natural,Independiente,,1ª,N/A,,N/A,,,,,,,,,,Sur,,,,,N/A,,,,,,,,,,
