nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Cocina equipada,Lavadero,Trastero,Terraza,Jardín,Planta,Exterior,Calefacción,Ascensor,Adaptado a personas con movilidad reducida,Balcón,Soleado,Armarios empotrados,Chimenea,Garaje,Piscina,Orientación,Gastos de comunidad,Puerta blindada,Tipo de casa,Carpintería exterior,Vidrios dobles,Sistema de seguridad,Agua,Teléfono,Luz,Gas,Urbanizado,Calle alumbrada,Calle asfaltada,Carpintería interior,Comedor,Portero automático,Interior,Amueblado,Se aceptan mascotas,No se aceptan mascotas
Casa en Bellavista,GESTIó HABITATGE,2.098 €/m²,340.000 €,162 m²,https://www.pisos.com/comprar/casa-les_franqueses_del_valles_bellavista-49198189092_341300/,Anuncio actualizado el 20/02/2025,"G, F","G, F",valles_oriental (BCN),162 m²,151 m²,,5,2,Más de 50 años,En buen estado,3413-002640,Gres,,N/A,N/A,,N/A,Privado,,,Gas natural,,,,,2,,1,,Sureste,,,,Aluminio,,,,,,,,,,,N/A,,,,,
Chalet en Bigues,INTERVALLES INMO,1.795 €/m²,369.900 €,206 m²,https://www.pisos.com/comprar/chalet-bigues-50843424285_108500/,Anuncio actualizado el 20/02/2025,"D, D","D, D",valles_oriental (BCN),206 m²,186 m²,,5,2,,,AG592-2025789,Ceramica,N/A,Individual,,N/A,No acristalada,N/A,,,Central,,,,,N/A,N/A,,Privada,Sureste,,N/A,,,N/A,,,,,,,,,,,,,N/A,N/A,
Piso en Carrer d'Anselm Clavé,BENE INTERIORISME 2004 SL,2.336 €/m²,215.000 €,92 m²,https://www.pisos.com/comprar/piso-la_garriga_centro_urbano-50029886272_522044/,Anuncio actualizado el 14/02/2025,"E, E","E, E",valles_oriental (BCN),92 m²,85 m²,,4,1,Entre 30 y 50 años,En buen estado,4522044-v132,Gres,Frío y calor,N/A,N/A,,,,2ª,N/A,Gas natural,N/A,,N/A,N/A,,,,,Sureste,Entre 40 y 60 €,,,Aluminio,,,,,,,,,,,N/A,,,,,
Casa en Carrer de Roger de Flor,LOFT aicat N° 2696,395 €/m²,95.000 €,240 m²,https://www.pisos.com/comprar/casa-sant_feliu_de_codines_centro_urbano-15020053564_225100/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),240 m²,200 m²,157 m²,5,2,,A reformar,2251-001421,Gres,,,N/A,,N/A,,,,,,,,,Más de 2,N/A,,,Sureste,,,,Madera,,,,,Otra compañía,N/A,N/A,N/A,N/A,,,,,,,
Casa en Carrer De La Creu De Baduell,IMMOSORT PALAU,1.222 €/m²,489.000 €,400 m²,https://www.pisos.com/comprar/casa-llica_amunt_centro_urbano-45099650968_101800/,Anuncio actualizado el 03/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),400 m²,,,4,3,Entre 20 y 30 años,,IF77137-1015,,,N/A,N/A,,N/A,Privado,,,Central,,,,,1,,1,,,,N/A,,,,,,,,,,,,,,,,N/A,,
Piso en Plaça de Joan Alsina,Finques El Sui,2.797 €/m²,235.000 €,84 m²,https://www.pisos.com/comprar/piso-cardedeu_centro_urbano-45014510513_518774/,Anuncio actualizado el 04/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),84 m²,70 m²,,3,1,Entre 30 y 50 años,En buen estado,4518774-000025,Parquet,Frío y calor,,N/A,,Comunitaria,,4ª,N/A,Gas natural,N/A,,N/A,N/A,,,,,Oeste,,,,PVC,N/A,,,,,,,,,,Salida a balcón con increíbles vistas,,,,,
Chalet en Barrio Rodes,INMO4,3.039 €/m²,699.000 €,230 m²,https://www.pisos.com/comprar/chalet-vilanova_del_valles_centro_urbano-51745704743_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),230 m²,225 m²,,4,3,,En buen estado,EP1067-1278,,,Equipada,,,N/A,,,,,,,,,,N/A,,Propia,,,N/A,,,,,N/A,,,,,,,,,,,,,
Casa en Carrer de l'Hospital,HABITACLIS,2.788 €/m²,895.000 €,321 m²,https://www.pisos.com/comprar/casa-cardedeu_centro_urbano-40912841895_100500/,Anuncio actualizado el 15/02/2025,"D, D","D, D",valles_oriental (BCN),321 m²,290 m²,536 m²,4,2,Más de 50 años,,SA2390-234/7966,Gres,,,,N/A,N/A,N/A,,,Central,,,,,,N/A,1,,Norte,,,,,,,N/A,,,,,,,,N/A,,,,,
Piso en Carrer de Rifanyes,AGRADI FINQUES,3.562 €/m²,285.000 €,80 m²,https://www.pisos.com/comprar/piso-cardedeu_centro_urbano-33422198939_516807/,Anuncio actualizado el 28/01/2025,"B, B","B, B",valles_oriental (BCN),80 m²,66 m²,,3,2,Menos de 5 años,A estrenar,516807-000853,Parquet,,Americana,,,N/A,Privado,Bajo,,Gas natural,N/A,N/A,,,,,,,,,,,Aluminio,N/A,N/A,,,,N/A,,,,,N/A,N/A,N/A,,,
Casa pareada en Carrer Espigol,HABITAT SANT CELONI S.L.,893 €/m²,335.000 €,375 m²,https://www.pisos.com/comprar/casa_pareada-santa_maria_de_palautordera_centro_urbano-34248094129_398000/,Anuncio actualizado el 19/02/2025,"E, E","E, E",valles_oriental (BCN),375 m²,290 m²,287 m²,6,4,,A reformar,3980-3599,Gres,Frío y calor,N/A,N/A,,N/A,Privado,,,Gasoil,,N/A,,,,N/A,Más de 2,Propia,Sureste,,N/A,Pareada,Aluminio,N/A,,,,,,N/A,N/A,N/A,N/A,N/A,,,,,
"Piso en Carrer de Sant Joan, 21",ELIMIT FINCAS,1.520 €/m²,114.000 €,75 m²,https://www.pisos.com/comprar/piso-plana_lledo_can_borrell_gallecs_lourdes-35008450002_500315/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),75 m²,72 m²,,3,1,Entre 30 y 50 años,En buen estado,500315-OK-666-812,Gres,,N/A,,,,,2ª,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,
"Piso en calle calle Rambla Vallromanes 42, nº 42",Marc DOMÈNECH GÓMEZ,3.000 €/m²,360.000 €,120 m²,https://www.pisos.com/comprar/piso-vallromanes_centro_urbano-50854004171_108700/,Anuncio actualizado el 19/02/2025,"G, G","G, G",valles_oriental (BCN),120 m²,120 m²,,3,2,Entre 30 y 50 años,,UVC890-30271,,N/A,,,,,,,,N/A,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle Alfou y S Jaume,HABITACLIS,2.172 €/m²,895.000 €,412 m²,https://www.pisos.com/comprar/casa-sant_antoni_de_vilamajor_centro_urbano-45865384208_100500/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),412 m²,379 m²,5.798 m²,7,4,Más de 50 años,,SA2390-275/7966,Gres,,,,N/A,N/A,N/A,,,N/A,,,,,,N/A,1,Propia,Norte,,,,,,,N/A,N/A,,,,,,,N/A,,,,,
Finca rústica en Cardedeu,RUSTIC CORNER,1.209 €/m²,2.190.000 €,807 m²,https://www.pisos.com/comprar/finca_rustica-cardedeu_centro_urbano-47516294072_148700/,Anuncio actualizado el 14/02/2025,"D, D","D, D",valles_oriental (BCN),807 m²,529 m²,1.810 m²,6,8,,En buen estado,1487-003051,Parquet,,N/A,N/A,,,,,,,,N/A,,,,N/A,Más de 2,Propia,,,N/A,,PVC,N/A,N/A,N/A,N/A,,,,,,,N/A,,,,,
Piso en Centre,FORCADELL VALLÈS,2.413 €/m²,350.000 €,145 m²,https://www.pisos.com/comprar/piso-mollet_del_valles_centre-45090885865_101800/,Anuncio actualizado el 14/02/2025,"E, E","E, E",valles_oriental (BCN),145 m²,,,4,2,,,IF76844-MOL_2855,,,,N/A,,N/A,,,,Central,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Figueral,Finques La Garriga,3.461 €/m²,315.000 €,91 m²,https://www.pisos.com/comprar/piso-la_garriga_centro_urbano-50012776771_164500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),91 m²,71 m²,,3,2,,A estrenar,1645-220808,Parquet,Frío y calor,N/A,,,N/A,Privado,Bajo,N/A,Eléctrica,,,,,,,,,,,,,PVC,,,,,,,,,,,N/A,N/A,,,,
Chalet en Carrer de l'Oreneta,Finques Ferro,1.359 €/m²,450.000 €,331 m²,https://www.pisos.com/comprar/chalet-ametlla_del_valles_centro_urbano-34215567637_100500/,Anuncio actualizado el 04/02/2025,"F, A","F, A",valles_oriental (BCN),331 m²,300 m²,1.469 m²,5,4,Entre 30 y 50 años,En buen estado,SA2446-1975-323,,,,,N/A,N/A,N/A,,,,,,,,1,,,N/A,Sur,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Girona,Aliseda Inmobiliaria,4.048 €/m²,251.000 €,62 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-51734693797_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),62 m²,,,2,1,,A estrenar,AS1-00C0001689,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Carrer Alexander Fleming,CLAVIS GRUP ASESORES INMOBILIARIOS,1.930 €/m²,390.000 €,202 m²,https://www.pisos.com/comprar/casa_adosada-estacio_del_nord_estacio_de_franca-51702556407_109300/,Anuncio actualizado el 02/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),202 m²,120 m²,,3,3,,,EP747-53881,,Frío y calor,N/A,,,2 terrazas + 1 balcon,,,,Central,,,,,,,2,,Sureste,,N/A,Adosada,,,,N/A,,,,,,,,,,,N/A,,
Casa en Sant Feliu de Codines,FORCADELL VALLÈS,1.965 €/m²,395.000 €,201 m²,https://www.pisos.com/comprar/casa-sant_feliu_de_codines_centro_urbano-47503858963_101800/,Anuncio actualizado el 18/02/2025,"A, A","A, A",valles_oriental (BCN),201 m²,,,4,2,,,IF76844-GRA_3057,,,,,,N/A,,,,Central,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer del Mig, 4",ISGRUP,Error al procesar precio m²,388.000 €,4,https://www.pisos.com/comprar/casa_adosada-santa_eulalia_de_roncana_centro_urbano-5173715429_109700/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),,,,4,3,,A estrenar,4516039-21689192,,Frío y calor,N/A,,,N/A,,,,Gas natural,,,,,,,N/A,,,,N/A,Adosada,,,,,,,,,,,,,,,,,
"Dúplex en Carrer de Narcís Monturiol, 49",PARTICULAR Immobiliària Financera,1.847 €/m²,290.000 €,157 m²,https://www.pisos.com/comprar/duplex-montornes_del_valles_centro_urbano-50878154311_501175/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),157 m²,130 m²,,4,3,Entre 20 y 30 años,En buen estado,501175-002027,Mármol,,"12,51 m² s/balcón.",,"2 de 1,26 m², 1,30 m².",,,Bajo,N/A,Gas natural,N/A,,N/A,,Más de 2,,,,Noreste,,N/A,,Aluminio,N/A,,,,,N/A,,,,Roble,"28,39 m² s/balcón",N/A,,,N/A,
Casa en Carretera de Sant Llorenç Savall a Llinars,A DINS 1964 Serveis Immobiliaris S.L.,664 €/m²,85.000 €,128 m²,https://www.pisos.com/comprar/casa-sant_feliu_de_codines_centro_urbano-48431592220_417500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),128 m²,120 m²,,3,2,,A reformar,4175-100697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Col·legis Nous,"Inmolledoner, s.l",2.174 €/m²,187.000 €,86 m²,https://www.pisos.com/comprar/piso-collegis_nous-50877920492_528050/,Anuncio actualizado el 19/02/2025,"E, E","E, E",valles_oriental (BCN),86 m²,86 m²,,3,1,Más de 50 años,En buen estado,4528050-ATICO-MLLT,Parquet,,Independiente,N/A,,,,4ª,N/A,Gas natural,,,N/A,,,,,,Este,,,,Aluminio,,,,,,,,,,,N/A,,,,,
"Piso en Carretera Vella, 27",ELIMIT FINCAS,1.080 €/m²,135.000 €,125 m²,https://www.pisos.com/comprar/piso-vallgorguina_centro_urbano-41720132891_500315/,Anuncio actualizado el 20/02/2025,"G, G","G, G",valles_oriental (BCN),125 m²,80 m²,,3,1,Entre 20 y 30 años,En buen estado,500315-OK-675-765,,,,,,,,2ª,N/A,,,,,,,,,,Este,,,,,,,,,,,,,,,,,,,,
"Piso en Carrer de Alsina, 28",LLAR MOLLET,3.585 €/m²,251.000 €,70 m²,https://www.pisos.com/comprar/piso-estacio_del_nord_estacio_de_franca-47529489261_100500/,Anuncio actualizado el 27/11/2024,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),70 m²,60 m²,,2,2,Menos de 5 años,En buen estado,SA2461-A,,,,,,,N/A,1ª,N/A,Central,N/A,N/A,N/A,,,,,N/A,Oeste,Entre 60 y 80 €,,,,,,,,,,,,,,,,,,,
Dúplex en Carretera de Sant Feliu,AGRADI FINQUES,1.625 €/m²,395.000 €,243 m²,https://www.pisos.com/comprar/duplex-ametlla_del_valles_centro_urbano-51746331882_516807/,Anuncio actualizado el 19/02/2025,"D, D","D, D",valles_oriental (BCN),243 m²,180 m²,,4,2,Entre 30 y 50 años,En buen estado,516807-001021,Gres,,N/A,N/A,N/A,120,,1ª,N/A,,,,,,,N/A,,,Sur,,,,Aluminio,N/A,,,,,N/A,,,,N/A,N/A,N/A,,,,
"Piso en Carrer de València, 15",Nou Niu,3.118 €/m²,315.000 €,101 m²,https://www.pisos.com/comprar/piso-granollers_centre08401-4994925783_109700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),101 m²,,,3,2,,A estrenar,1097-21585241,,,,,,N/A,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dúplex en Carrer de València, 15",Nou Niu,2.760 €/m²,345.000 €,125 m²,https://www.pisos.com/comprar/duplex-granollers_centre08401-4927516959_109700/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),125 m²,,,3,2,,A estrenar,1097-21585216,,,,,,N/A,,2ª,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Llinars del Vallès,FORCADELL VALLÈS,2.480 €/m²,253.000 €,102 m²,https://www.pisos.com/comprar/casa_pareada-llinars_del_valles_centro_urbano-47525694677_101800/,Anuncio actualizado el 16/02/2025,"E, E","E, E",valles_oriental (BCN),102 m²,,,3,2,,,IF76844-GRA_3052,,,,,N/A,N/A,,,,Central,,,,,,,,,,,,Pareada,,,,,,,,,,,,,,,,,
Piso en Carrer de Girona,Aliseda Inmobiliaria,3.820 €/m²,206.300 €,54 m²,https://www.pisos.com/comprar/piso-les_franqueses_del_valles_bellavista-50078415796_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),54 m²,,,2,1,,A estrenar,-00C0001689,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Carrer de la Bonavista,CASA MEVA SERVEIS IMMOBILIARIS,1.829 €/m²,419.000 €,229 m²,https://www.pisos.com/comprar/casa_pareada-bigues-51753264793_100500/,Anuncio actualizado el 19/02/2025,"E, E","E, E",valles_oriental (BCN),229 m²,210 m²,250 m²,4,3,,En buen estado,SA4502-TO0101,,N/A,,,,,N/A,,,,,,,,,,1,,,,,Pareada,,,,,,,,,,,,,,,,,
Casa en Ca N Illa,L´ALTELL,1.923 €/m²,450.000 €,234 m²,https://www.pisos.com/comprar/casa-la_garriga_centro_urbano-41699943378_109300/,Anuncio actualizado el 20/02/2025,"E, E","E, E",valles_oriental (BCN),234 m²,,130 m²,4,3,Entre 20 y 30 años,,EP748-9415598,,Yes,N/A,N/A,,,N/A,,,Yes,,,,,,N/A,N/A,,,,N/A,,,,N/A,,,,,,,,,N/A,,,,,
Chalet en Carrer de Sant Marçal,TORESFA,1.314 €/m²,318.000 €,242 m²,https://www.pisos.com/comprar/chalet-vallgorguina_centro_urbano-43396110687_992878/,Anuncio actualizado el 08/01/2025,"E, E","E, E",valles_oriental (BCN),242 m²,121 m²,459 m²,4,3,Entre 10 y 20 años,En buen estado,992878-AP 3HV0424-532-3H,Gres,,N/A,N/A,,,Privado,,,Gas natural,,,,,,,1,Propia,,,,,Aluminio,,,,,,,,N/A,,,N/A,,,,,
"Casa rústica en Camino del Mas Lloberes - Paratge Ortells - Torrent Fondo, nº S/N",PARTICULAR Immobiliària Financera,518 €/m²,325.000 €,627 m²,https://www.pisos.com/comprar/casa_rustica-sant_feliu_de_codines_centro_urbano-50010772807_501175/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),627 m²,148 m²,44.209 m²,4,3,Entre 30 y 50 años,A reformar,501175-002022,Gres,,"11,41",,,,Privado,,,,,,,,1,N/A,2,Propia,Sureste,,,Rústica,Aluminio,N/A,Alarma,,,,,,,,Roble,23,,,,N/A,
Finca rústica en Camino Diseminados,TORESFA,29 €/m²,899.000 €,350 m²,https://www.pisos.com/comprar/finca_rustica-llinars_del_valles_centro_urbano-35834864923_992878/,Anuncio actualizado el 08/01/2025,"A, A","A, A",valles_oriental (BCN),350 m²,300 m²,30.120 m²,5,3,,En buen estado,992878-AP 0250,Gres,Frío y calor,N/A,N/A,,N/A,,,,,,,,,2,N/A,1,,,,,,Madera,N/A,,,,,,,N/A,,,N/A,,,,,
Casa en Can Pantiquet,ENTORNO GESTION INMOBILIARIA,1.658 €/m²,330.000 €,199 m²,https://www.pisos.com/comprar/casa-can_pantiquet_riera_seca-40921218029_100500/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),199 m²,180 m²,,3,3,Entre 30 y 50 años,,SA563-MJ1980/844,Parquet,N/A,,,N/A,N/A,N/A,,,Gas natural,,,,,,,1,,Este,,,,,,,N/A,,,,,,,,,,,,,
"Piso en Carrer de Bellver, 133",SAM GRUPO M,Error al procesar precio m²,A consultar,142 m²,https://www.pisos.com/comprar/piso-llinars_del_valles_centro_urbano-4519186174_109700/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),142 m²,,,4,2,,A estrenar,SA4980-0,,,,,,N/A,,1ª,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en Carrer del Mig, 4",ISGRUP,Error al procesar precio m²,389.500 €,4,https://www.pisos.com/comprar/casa_adosada-santa_eulalia_de_roncana_centro_urbano-5165041100_109700/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),,,,4,3,,A estrenar,4516039-21689193,,Frío y calor,N/A,,,N/A,,,,Gas natural,,,,,,,N/A,,,,N/A,Adosada,,,,,,,,,,,,,,,,,
"Chalet en Carrer de Mosqueroles, 14",IMMOEXIT,1.228 €/m²,285.000 €,232 m²,https://www.pisos.com/comprar/chalet-santa_maria_de_palautordera_centro_urbano-50090389389_100500/,Anuncio actualizado el 09/02/2025,"G, B","G, B",valles_oriental (BCN),232 m²,210 m²,180 m²,3,5,Entre 20 y 30 años,,SA5768-098/12311,,,,,N/A,N/A,N/A,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Camí Ral,Aliseda Inmobiliaria,3.365 €/m²,195.180 €,58 m²,https://www.pisos.com/comprar/piso-la_garriga_centro_urbano-45845372253_109700/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),58 m²,,,3,2,,A estrenar,AS1-1272,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Carrer de la Vall d'Aran,ONLLAR IMMOBILIÀRIA,1.050 €/m²,269.000 €,256 m²,https://www.pisos.com/comprar/casa-santa_maria_de_palautordera_centro_urbano-51669451477_100500/,Anuncio actualizado el 14/02/2025,"G, G","G, G",valles_oriental (BCN),256 m²,115 m²,775 m²,3,2,Entre 10 y 20 años,,SA2977-5640/6518,Gres,,,,N/A,N/A,N/A,,,,,,,,,N/A,1,,Noroeste,,,,,,,,,,,N/A,,,,N/A,,,,,
"Dúplex en Pasaje Albert Einstein,  2-4",LA LLAVE DE ORO,3.382 €/m²,416.000 €,123 m²,https://www.pisos.com/comprar/duplex-hostal_lledoner08401-4844973961_109700/,Anuncio actualizado el 29/01/2025,"B, A","B, A",valles_oriental (BCN),123 m²,,,3,3,,A estrenar,4993346-0,,,,,N/A,N/A,,3ª,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
"Dúplex en Pasaje Albert Einstein,  2-4",LA LLAVE DE ORO,3.414 €/m²,420.000 €,123 m²,https://www.pisos.com/comprar/duplex-hostal_lledoner08401-5086508533_109700/,Anuncio actualizado el 29/01/2025,"B, A","B, A",valles_oriental (BCN),123 m²,,,3,3,,A estrenar,4993346-0,,,,,N/A,N/A,,3ª,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Chalet en Caldes de Montbui,INTERVALLES INMO,1.900 €/m²,380.000 €,200 m²,https://www.pisos.com/comprar/chalet-caldes_de_montbui_centro_urbano-45052782659_108500/,Anuncio actualizado el 20/02/2025,"D, D","D, D",valles_oriental (BCN),200 m²,,,5,3,,,AG592-202298,,,Individual,,N/A,,N/A,,,Gasoil,,,,,N/A,N/A,,,Sureste,,N/A,,,N/A,,,,,,,,,,,,,,N/A,
Casa adosada en Carrer de Folch i Torres,INMOFINKAS VALLÈS,2.094 €/m²,375.000 €,179 m²,https://www.pisos.com/comprar/casa_adosada-llica_amunt_centro_urbano-48349314416_523917/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),179 m²,134 m²,,5,2,Entre 30 y 50 años,En buen estado,4523917-OF-245-CASA ADOSADA LLIÇA D ´AMUNT,Parquet,Frío y calor,Oficce equipada,En la cocina,,Comedor y dormitorio,,,,Gasoil,,,,,,Salon,1,,Sureste,,Con anclajes de seguridad,Adosada,Aluminio,N/A,,,Fibra optica,,,,N/A,N/A,N/A,Salon con chimenea y  terraza,,,,,
Chalet en Bigues,INTERVALLES INMO,1.795 €/m²,369.900 €,206 m²,https://www.pisos.com/comprar/chalet-bigues-45089202202_108500/,Anuncio actualizado el 20/02/2025,"D, D","D, D",valles_oriental (BCN),206 m²,186 m²,,5,2,,,AG592-202440,Ceramica,N/A,Individual,,N/A,No acristalada,N/A,,,Central,,,,,N/A,N/A,,Privada,Sureste,,N/A,,,N/A,,,,,,,,,,,,,N/A,N/A,
Casa en Carrer d'Amadeu Vives,INMOFINKAS VALLÈS,1.924 €/m²,384.900 €,200 m²,https://www.pisos.com/comprar/casa-llica_amunt_centro_urbano-48415274571_523917/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),200 m²,170 m²,623 m²,5,2,Entre 30 y 50 años,En buen estado,4523917-J-011 CASA EN LLIÇA D´AMUNT,Parquet,Frío y calor,Oficce  reformada año 2024,N/A,,N/A,Privado,,,Gas natural,,,,,Más de 2,Salon planta superior,,,Sureste,,Anclajes de seguridad,,Aluminio,N/A,,,Fibra optica,,,N/A,N/A,N/A,Haya macizas,Con chimenea,,,,,
Piso en Sta Rosa,INMO4,2.351 €/m²,199.900 €,85 m²,https://www.pisos.com/comprar/piso-collegis_nous-51754128020_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),85 m²,80 m²,,4,2,,En buen estado,EP1067-1259,,,Equipada,,,N/A,,2ª,,Gas natural,,,,,,,,,,Entre 20 y 40 €,N/A,,,,,N/A,,,,,,,,,,,,,
Piso en Caldes de Montbui,INTERVALLES INMO,3.176 €/m²,270.000 €,85 m²,https://www.pisos.com/comprar/piso-caldes_de_montbui_centro_urbano-50873764196_108500/,Anuncio actualizado el 20/02/2025,"E, D","E, D",valles_oriental (BCN),85 m²,83 m²,,3,2,,,AG592-202502,Parquet,N/A,Individual,,,No acristalada,,,N/A,Eléctrica,,,,,,,,,Sureste,,N/A,,,N/A,,,,,,,,,,,,,,N/A,
Casa en calle Ca N´Oms,INMOFINKAS VALLÈS,2.607 €/m²,299.900 €,115 m²,https://www.pisos.com/comprar/casa-parets_del_valles_centro_urbano-35862770783_523917/,Anuncio actualizado el 23/01/2025,"E, E","E, E",valles_oriental (BCN),115 m²,94 m²,21 m²,4,1,Más de 50 años,En buen estado,4523917-OF-171- CASA  PARETS DEL VALLES,Vintage,Frío y calor,Oficce equipada con lavadero,Amplio con salida al patio trasero,,8 metros,Privado,,,Gas natural,,,,,2,Comedor,,,Sureste,,N/A,,Aluminio,N/A,,,Fibra opotica,,,N/A,N/A,N/A,Puertas altas de madera macizas,Grande con chimenea,,,,,
Casa en Carrer de Sant Vicenç,INMOFINKAS VALLÈS,2.915 €/m²,349.900 €,120 m²,https://www.pisos.com/comprar/casa-llica_de_vall_centro_urbano-45040034962_523917/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),120 m²,100 m²,780 m²,4,1,Entre 30 y 50 años,En buen estado,4523917-OF-221- CASA EN  LLIÇA DE VALL,Gres,,Equipada con salida a la terraza,En el sotano,,N/A,Privado,,,Gasoil,,,,,N/A,N/A,2,Propia,Sureste,,N/A,,Aluminio,Todas las ventanas,,,Fibra optica,,,N/A,N/A,N/A,Madera maciza de roble,Con chimenea y salida a la terraza,,,N/A,,
"Casa en Carrer de Sant Francesc, 9",INMOFINKAS VALLÈS,1.145 €/m²,370.000 €,323 m²,https://www.pisos.com/comprar/casa-llica_de_vall_centro_urbano-47512999343_523917/,Anuncio actualizado el 20/02/2025,"D, E","D, E",valles_oriental (BCN),323 m²,300 m²,800 m²,5,2,Entre 30 y 50 años,A reformar,4523917-OF-240-CASA LLIÇA DE VALL,Terrazo,,Oficce equipada,En el garaje,,N/A,Privado,,,Gasoil,,,,,Todas las habitaciones,Salon comedor,Más de 2,,Sureste,,Anclajes de seguridad,,Madera,,Alarma conectada a la policia,,Fibra optica delante,,Gas natural delante,N/A,N/A,N/A,Madera hueca,Con chimenea,,,,,
Ático en Centro,INMO4,1.320 €/m²,198.000 €,150 m²,https://www.pisos.com/comprar/atico-montornes_del_valles_centro_urbano-51673600871_109300/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),150 m²,84 m²,,3,1,,,EP1067-1209,,,Equipada,,,N/A,,5ª,,,,,,,,,,,,Entre 10 y 20 €,N/A,,,,,N/A,,,,,,,,,,,,,
Casa en calle Mossen Jacint Verdaguer,LALLARONLINE,2.777 €/m²,375.000 €,135 m²,https://www.pisos.com/comprar/casa-sant_antoni_de_vilamajor_centro_urbano-43388161147_100500/,Anuncio actualizado el 09/02/2025,Error al procesar consumo,Error al procesar emisiones,valles_oriental (BCN),135 m²,130 m²,,4,3,Menos de 5 años,,SA8-MX227/5643,Parquet,,,,,N/A,N/A,,,N/A,,,,,,,,,Este,,N/A,,,,,,,,,,,,,,,,,,
