nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Agua,Calefacción,Sistema de seguridad,Ascensor,Terraza,Orientación,Conservación,Garaje,Aire acondicionado,Cocina equipada,Trastero,Puerta blindada,Adaptado a personas con movilidad reducida,Jardín,Piscina,Exterior,Carpintería interior,Vidrios dobles,Carpintería exterior,Comedor,Lavadero,Portero automático,Balcón,Soleado,Tipo de casa,Superficie solar,Chimenea,Urbanizado,Teléfono,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Gas,Interior,Luz
Casa en Llevantina-Montgavina-Quint-Mar-Garraf,Durán Carasso,11.098 €/m²,4.495.000 €,405 m²,https://www.pisos.com/comprar/casa-llevantina_montgavina_quint_mar_garraf08870-51752604988_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),405 m²,,5,4,,,,BM201-D1023,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,811 m²,,,,,,,,,
Casa adosada en La Collada,Viven Inmobiliaria,2.032 €/m²,315.000 €,155 m²,https://www.pisos.com/comprar/casa_adosada-la_collada_els_sis_camins_fondo_somella_santa_mari-49248170312_100500/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),155 m²,150 m²,4,2,,Entre 20 y 30 años,,SA1672-1031/6926,,,Gres,N/A,,,,N/A,,,1,,,,,,N/A,N/A,,,,,,,,,,Adosada,143 m²,,N/A,,,,,,,
Ático en L'Aragai-Prat de Vilanova,Durán Carasso,3.071 €/m²,470.000 €,153 m²,https://www.pisos.com/comprar/atico-aragai_prat_de_vilanova-45890130310_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),153 m²,,3,3,,,,BM201-ON0077/145,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Llevantina-Montgavina-Quint-Mar-Garraf,Durán Carasso,4.468 €/m²,1.050.000 €,235 m²,https://www.pisos.com/comprar/casa-llevantina_montgavina_quint_mar_garraf08872-44263403657_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),235 m²,,6,3,,,,BM201-5301,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,608 m²,,,,,,,,,
Casa en Nucli Urbà,Durán Carasso,2.763 €/m²,420.000 €,152 m²,https://www.pisos.com/comprar/casa-sant_pere_de_ribes_nucli_urba-50841819304_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),152 m²,,4,2,,,,BM201-5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81 m²,,,,,,,,,
Dúplex en Garraf,MARÍA Arroyo,2.166 €/m²,325.000 €,150 m²,https://www.pisos.com/comprar/duplex-santa_maria_eixample_sud_sumella-51681683822_108700/,Anuncio actualizado el 20/02/2025,"D, D","D, D",garraf (BCN),150 m²,150 m²,4,3,,Entre 20 y 30 años,,UVC185-32219,,,,,N/A,,N/A,N/A,,,,N/A,,,,,,N/A,,,,,,,,N/A,,,,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4181215052_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,Engel & Völkers MMC Barcelona,6.177 €/m²,877.200 €,142 m²,https://www.pisos.com/comprar/piso-sitges_centre-5008478927_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),142 m²,,4,3,,,,IF76306-D-000LJ1,,2,Tarima flotante,,,,,N/A,,A estrenar,N/A,Frío y calor,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Barri de Mar-Ribes Roges-Plaça de la Sardana,Finques Pujol.,3.533 €/m²,265.000 €,75 m²,https://www.pisos.com/comprar/piso-barri_de_mar_ribes_roges_placa_de_la_sardana-49177361204_522798/,Anuncio actualizado el 14/02/2025,"C, C","C, C",garraf (BCN),75 m²,68 m²,2,2,Bajo,Menos de 5 años,,4522798-ON-57,,,,,Gas natural,,,N/A,,A estrenar,,Frío,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Estació,Ribes Roig Serveis Immobiliaris,2.368 €/m²,180.000 €,76 m²,https://www.pisos.com/comprar/piso-els_molins_poble_sec_pins_vens-40097380895_109300/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),76 m²,65 m²,2,1,,,,EP924-2420,,,,N/A,,,,Patio interior,,A reformar,,,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,
Casa en Vallpineda-Santa Bàrbara,Durán Carasso,6.527 €/m²,2.650.000 €,406 m²,https://www.pisos.com/comprar/casa-vallpineda_santa_barbara-47512480882_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),406 m²,,4,3,,Más de 50 años,,BM201-5656,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,504 m²,,,,,,,,,
Chalet en Carrer de Miranda,HOUSE SERVER BARCELONA,4.000 €/m²,600.000 €,150 m²,https://www.pisos.com/comprar/chalet-mas_alba_can_lloses-45867301712_528294/,Anuncio actualizado el 27/09/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),150 m²,150 m²,4,3,,Menos de 5 años,,4528294-HS-00001,,Más de 2,Mármol,,Central,,,N/A,Noreste,A estrenar,2,Frío y calor,N/A,,,N/A,Privado,,,N/A,,Aluminio,N/A,N/A,,,,,300 m²,,,,,,N/A,,,
Apartamento en Centre,Durán Carasso,5.733 €/m²,430.000 €,75 m²,https://www.pisos.com/comprar/apartamento-vilanova_i_la_geltru_centre-50098775627_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),75 m²,,2,2,,,,BM201-0057,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Apartamento en Barri de Mar-Ribes Roges-Plaça de la Sardana,Durán Carasso,5.967 €/m²,370.000 €,62 m²,https://www.pisos.com/comprar/apartamento-barri_de_mar_ribes_roges_placa_de_la_sardana-50034754182_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),62 m²,,2,2,,,,BM201-ON0072/88,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer del Doctor Fleming,IGNACIO BORDANOVE VAZQUEZ,2.028 €/m²,140.000 €,69 m²,https://www.pisos.com/comprar/piso-sant_joan_moli_de_vent-50000004309_108700/,Anuncio actualizado el 19/02/2025,"G, F","G, F",garraf (BCN),69 m²,69 m²,3,1,,Más de 50 años,,UVC715-30495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Carrer de Pelegrí Ballester,llars.net agents immobiliaris,3.287 €/m²,240.000 €,73 m²,https://www.pisos.com/comprar/piso-sant_joan_moli_de_vent-49222556461_365700/,Anuncio actualizado el 07/02/2025,"F, F","F, F",garraf (BCN),73 m²,65 m²,3,1,1ª,Más de 50 años,,3657-06929,,,Parquet,,,,N/A,,Sur,En buen estado,,,N/A,,,,,,N/A,N/A,N/A,Aluminio,N/A,N/A,,N/A,N/A,,,,,,,,,,,
Piso en Centre,"Finques Parellades, su inmobiliaria en Sitges",6.562 €/m²,1.050.000 €,160 m²,https://www.pisos.com/comprar/piso-sitges_centre-48384374921_134500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),160 m²,137 m²,4,3,Bajo,Entre 10 y 20 años,Vivienda 591€ // parking y trastero 54€  trimestre,1345-009385,,Más de 2,Parquet,,Gas natural,N/A,N/A,N/A,Suroeste,Reformado,1,Frío y calor,N/A,N/A,N/A,N/A,Privado,Comunitaria,N/A,N/A,N/A,Aluminio,N/A,N/A,N/A,,N/A,,,,,N/A,,,,N/A,N/A,
Chalet en Garraf,Miriam ALMANSA,1.257 €/m²,324.400 €,258 m²,https://www.pisos.com/comprar/chalet-olivella_centro_urbano-34237680495_108700/,Anuncio actualizado el 04/10/2024,"D, C","D, C",garraf (BCN),258 m²,258 m²,5,3,,Entre 10 y 20 años,,UVC259-18086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,851 m²,,,,,,,,,
"Piso en Plaça Mar, 4",FINQUES FERRER CUBELLES,2.533 €/m²,190.000 €,75 m²,https://www.pisos.com/comprar/piso-maritim-51705073305_500754/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),75 m²,75 m²,3,1,2ª,Entre 30 y 50 años,"146,88€",500754-03094,N/A,Más de 2,Terrazo,,,,N/A,N/A,Norte,En buen estado,,Frío y calor,N/A,,,,,,N/A,Sapeli,,Aluminio,N/A,N/A,N/A,,,,,,,,,,,,,
"Piso en Carrer del Doctor Fleming, 7",FINQUES FERRER CUBELLES,4.176 €/m²,233.874 €,56 m²,https://www.pisos.com/comprar/piso-moli_de_baix_bardaji-6719271325_500754/,Anuncio actualizado el 17/02/2025,"B, B","B, B",garraf (BCN),56 m²,49 m²,2,1,1ª,Menos de 5 años,,500754-80222,,,Parquet,,Eléctrica,,N/A,7.57m²,Este,A estrenar,1,Frío y calor,N/A,,N/A,N/A,,Comunitaria,N/A,N/A,N/A,Aluminio,N/A,,N/A,,N/A,,,,,,,,,,,
Casa en Centre,Durán Carasso,9.862 €/m²,2.150.000 €,218 m²,https://www.pisos.com/comprar/casa-sitges_centre-45851411945_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),218 m²,,4,3,,,,BM201-5570,,,,,,,,,,,,,,,,,,,,,,,,,,,,,661 m²,,,,,,,,,
Piso en Els Molins-Poble Sec-Pins Vens,Ribes Roig Serveis Immobiliaris,3.283 €/m²,220.000 €,67 m²,https://www.pisos.com/comprar/piso-els_molins_poble_sec_pins_vens-43366990512_109300/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),67 m²,60 m²,3,1,2ª,,,EP924-2512,,,,N/A,,,,,,En buen estado,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Apartamento en Els Molins-Poble Sec-Pins Vens,Durán Carasso,7.853 €/m²,887.400 €,113 m²,https://www.pisos.com/comprar/apartamento-els_molins_poble_sec_pins_vens-49227154027_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),113 m²,,3,2,,,,BM201-ON0096/19,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Llevantina-Montgavina-Quint-Mar-Garraf,Durán Carasso,2.876 €/m²,325.000 €,113 m²,https://www.pisos.com/comprar/apartamento-llevantina_montgavina_quint_mar_garraf08870-44231749079_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),113 m²,,1,1,,,,BM201-D3015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Les Salines,FINQUES MEZCUA,3.035 €/m²,340.000 €,112 m²,https://www.pisos.com/comprar/piso-les_salines_clot_del_basso_mota_de_sant_pere-50928869338_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),112 m²,82 m²,3,2,Bajo,Entre 10 y 20 años,,SA2917-00876-10/8208,,1,Gres,,Gas natural,,,N/A,Sur,,,,,N/A,N/A,,N/A,Comunitaria,,,,,,,,N/A,,,,,,N/A,,,,,,
Casa en Carrer del Piular,ALARCON PROPIEDADES,1.707 €/m²,345.000 €,202 m²,https://www.pisos.com/comprar/casa-cubelles_centre-39206646469_401700/,Anuncio actualizado el 17/02/2025,"E, E","E, E",garraf (BCN),202 m²,121 m²,4,2,,Entre 20 y 30 años,,4017-5311,,,Gres,,Gas natural,,,N/A,Norte y sur,En buen estado,1,Frío y calor,,,,,,,,,,Aluminio,,N/A,,,,,,,,,,,,N/A,,
Apartamento en L'Aragai-Prat de Vilanova,Durán Carasso,2.966 €/m²,350.000 €,118 m²,https://www.pisos.com/comprar/apartamento-aragai_prat_de_vilanova-45878279322_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),118 m²,,3,2,,,,BM201-ON0077/147,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4212960480_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Casa en La Collada-Els Sis Camins-Fondo Somella-Santa Maria,Durán Carasso,2.494 €/m²,459.000 €,184 m²,https://www.pisos.com/comprar/casa-la_collada_els_sis_camins_fondo_somella_santa_mari-45092196772_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),184 m²,,4,3,,,,516966-ON0092/1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet adosado en Nucli Urbà,AG PROPIEDADES INMOBILIARIAS,2.081 €/m²,535.000 €,257 m²,https://www.pisos.com/comprar/chalet_adosado-sant_pere_de_ribes_nucli_urba-48354224031_521139/,Anuncio actualizado el 07/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),257 m²,230 m²,4,3,,Entre 20 y 30 años,,4521139-000016,,Más de 2,Terrazo,,Gas natural,,,,Sureste,En buen estado,,,N/A,,N/A,,,,,,,Madera,N/A,,,,,,150 m²,N/A,N/A,,N/A,N/A,,N/A,,
Apartamento en Llevantina-Montgavina-Quint-Mar-Garraf,Durán Carasso,10.421 €/m²,990.000 €,95 m²,https://www.pisos.com/comprar/apartamento-llevantina_montgavina_quint_mar_garraf08870-45037500130_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),95 m²,,2,2,,,,BM201-5562,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Els Molins-Poble Sec-Pins Vens,Durán Carasso,4.690 €/m²,530.000 €,113 m²,https://www.pisos.com/comprar/duplex-els_molins_poble_sec_pins_vens-44179477330_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),113 m²,,3,2,,,,516966-5405,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Santa Maria,INMOSANFER,1.964 €/m²,165.000 €,84 m²,https://www.pisos.com/comprar/piso-santa_maria_eixample_sud_sumella-49244643532_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),84 m²,,3,1,1ª,Entre 30 y 50 años,,SA5324-3010/11569,,,,,,,,N/A,Este,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Ático en Sant Sebastià-Aiguadolç,"Finques Parellades, su inmobiliaria en Sitges",7.021 €/m²,660.000 €,94 m²,https://www.pisos.com/comprar/atico-sant_sebastia_aiguadolc-41720976928_134500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",garraf (BCN),94 m²,71 m²,2,2,1ª,Más de 50 años,1560 euros /año,1345-009228,,Más de 2,Gres,,Gas natural,,,N/A,Suroeste,En buen estado,,,,,,,Comunitario,Comunitaria,,,,,,,,,N/A,,,N/A,,,,,,N/A,,
Casa en Carrer del Pi,FINQUES VICENÇ,5.429 €/m²,1.200.000 €,221 m²,https://www.pisos.com/comprar/casa-aragai_prat_de_vilanova-43373191978_100500/,Anuncio actualizado el 08/02/2025,"B, B","B, B",garraf (BCN),221 m²,200 m²,5,3,,Menos de 5 años,,SA959-00822-11/4545,,1,,,N/A,,,N/A,,,1,N/A,,,,,N/A,Propia,,,,,,,,,,,,,,,,,,,,
Piso en Llevantina-Montgavina-Quint-Mar-Garraf,HAPPY EXPAT homes & more,6.250 €/m²,437.500 €,70 m²,https://www.pisos.com/comprar/piso-llevantina_montgavina_quint_mar_garraf08870-47531397633_108900/,Anuncio actualizado el 29/01/2025,"G, G","G, G",garraf (BCN),70 m²,60 m²,3,1,1ª,Entre 30 y 50 años,,XA784-piso Tennis,,,,,,,,N/A,Sur,,,Yes,N/A,N/A,,,N/A,Yes,N/A,,,,,,,,,,,,,,,,,,,
Apartamento en Can Girona-Terramar-Vinyet,Durán Carasso,3.219 €/m²,425.000 €,132 m²,https://www.pisos.com/comprar/apartamento-can_girona_terramar_vinyet-44248575750_105600/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),132 m²,,3,2,,,,BM201-5368,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Santa Maria-Eixample-Sud Sumella,Bufet Immobiliari,2.175 €/m²,198.000 €,91 m²,https://www.pisos.com/comprar/duplex-santa_maria_eixample_sud_sumella-46706541617_522254/,Anuncio actualizado el 03/02/2025,"E, E","E, E",garraf (BCN),91 m²,83 m²,3,2,1ª,,,522254-CU91-2,,,Gres,,Gas natural,,,,Sur,En buen estado,,,N/A,,N/A,,,,N/A,,N/A,Aluminio,N/A,,N/A,N/A,N/A,,,,,,,,,N/A,,
Apartamento en Els Molins-Poble Sec-Pins Vens,Durán Carasso,8.405 €/m²,697.680 €,83 m²,https://www.pisos.com/comprar/apartamento-els_molins_poble_sec_pins_vens-45024959652_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),83 m²,,2,2,,Más de 50 años,,BM201-ON0096/1,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Can Girona-Terramar-Vinyet,Durán Carasso,5.592 €/m²,2.500.000 €,447 m²,https://www.pisos.com/comprar/apartamento-can_girona_terramar_vinyet-45848256908_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),447 m²,,4,4,,Más de 50 años,,BM201-ON0102/H,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en Can Girona-Terramar-Vinyet,Durán Carasso,9.913 €/m²,1.150.000 €,116 m²,https://www.pisos.com/comprar/apartamento-can_girona_terramar_vinyet-45021704458_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),116 m²,,3,2,,,,BM201-ON0032/101,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Santa Maria-Eixample-Sud Sumella,Bufet Immobiliari,2.175 €/m²,198.000 €,91 m²,https://www.pisos.com/comprar/duplex-santa_maria_eixample_sud_sumella-46734284589_522254/,Anuncio actualizado el 03/02/2025,"E, E","E, E",garraf (BCN),91 m²,83 m²,3,2,1ª,Entre 10 y 20 años,,522254-CU91,,,Gres,,Gas natural,,,,Sur,En buen estado,,,Americana,,N/A,,,,N/A,,N/A,Aluminio,Con balcón,,N/A,N/A,N/A,,,,,,,,,N/A,,
Ático en Centre,"Finques Parellades, su inmobiliaria en Sitges",6.228 €/m²,355.000 €,57 m²,https://www.pisos.com/comprar/atico-sitges_centre-42506078846_134500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",garraf (BCN),57 m²,40 m²,2,1,3ª,,700 euros por año,1345-009254,N/A,2,Tarima maciza,,Gas natural,,,,Sur,Reformado,,Frío,,,,,,,N/A,,,Madera,,,,,,,,,,,,,,,,
Ático en Aiguacuit,Viven Inmobiliaria,3.425 €/m²,370.000 €,108 m²,https://www.pisos.com/comprar/atico-sant_joan_moli_de_vent-47507108767_100500/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),108 m²,105 m²,4,2,4ª,Entre 30 y 50 años,Entre 40 y 60 €,SA1672-1015/6926,N/A,,,N/A,Gas natural,,N/A,N/A,Norte,,,N/A,,,N/A,,,,,,,,,,,N/A,,,,,,N/A,,,,,,
Piso en Centre,"Finques Parellades, su inmobiliaria en Sitges",5.574 €/m²,485.000 €,87 m²,https://www.pisos.com/comprar/piso-sitges_centre-47596993222_134500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),87 m²,74 m²,2,2,2ª,Entre 5 y 10 años,Entre 60 y 80 €,1345-009370,,2,Gres,,Por aire,,N/A,18 con el lavadero (util seran 14m²),Sur,En buen estado,,Frío y calor,Americana,,,N/A,,,N/A,N/A,N/A,Aluminio,Con salida a terraza,En terraza con persiana,N/A,N/A,Todo el dia,,,,,,,,,,,
Piso en Garraf,Silvia GIMÉNEZ ESPADA,2.862 €/m²,249.000 €,87 m²,https://www.pisos.com/comprar/piso-mas_en_serra_els_cards08812-49236010641_108700/,Anuncio actualizado el 19/02/2025,"E, D","E, D",garraf (BCN),87 m²,87 m²,3,2,,Entre 10 y 20 años,,UVC597-29149,,,,,,,N/A,N/A,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Ático en Can Girona-Terramar-Vinyet,Engel & Völkers MMC Barcelona,6.197 €/m²,880.000 €,142 m²,https://www.pisos.com/comprar/atico-can_girona_terramar_vinyet-5028299467_109700/,Anuncio actualizado el 14/01/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),142 m²,,4,3,,,,IF76306-D-000MGY,,,,,,,,N/A,Al mar,A estrenar,N/A,Frío y calor,,,,N/A,,,,,,,,,,N/A,,,,,,,,,,,,
Apartamento en Els Molins-Poble Sec-Pins Vens,Durán Carasso,8.516 €/m²,902.700 €,106 m²,https://www.pisos.com/comprar/apartamento-els_molins_poble_sec_pins_vens-49240484700_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),106 m²,,3,2,,,,BM201-ON0096/18,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4205442266_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
Ático en Centre,Durán Carasso,7.250 €/m²,435.000 €,60 m²,https://www.pisos.com/comprar/atico-sitges_centre-45008097930_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),60 m²,,1,1,,,,BM201-1013,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Centre,"Finques Parellades, su inmobiliaria en Sitges",4.672 €/m²,500.000 €,107 m²,https://www.pisos.com/comprar/piso-sitges_centre-50925858672_134500/,Anuncio actualizado el 20/02/2025,"G, G","G, G",garraf (BCN),107 m²,107 m²,3,2,1ª,Más de 50 años,,1345-009427,,Más de 2,Gres,,Central,,,N/A,,Reformado,,Frío y calor,N/A,,,,,,N/A,N/A,,Aluminio,N/A,N/A,N/A,,,,,,,N/A,,,,N/A,,
Chalet unifamiliar en Carrer de les Mèlies,ALARCON PROPIEDADES,2.170 €/m²,356.000 €,164 m²,https://www.pisos.com/comprar/chalet_unifamiliar-la_collada_els_sis_camins_fondo_somella_santa_mari-50002197117_401700/,Anuncio actualizado el 17/02/2025,"G, G","G, G",garraf (BCN),164 m²,80 m²,4,1,,Entre 30 y 50 años,,4017-5419,,,Gres,,Gasoil,,,N/A,Sur,En buen estado,1,Frío y calor,8m² orientada al sur,,,N/A,Privado,4x8,,,N/A,Aluminio,24.5m² con salida a terraza,,,,,,574 m²,En comedor,N/A,,N/A,N/A,N/A,,,
Dúplex en Els Costarets,InmoRibes,4.395 €/m²,378.000 €,86 m²,https://www.pisos.com/comprar/duplex-sant_pere_de_ribes_nucli_urba-51756019520_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),86 m²,,3,2,1ª,Menos de 5 años,,SA3777-1827-279V/8513,,1,,,N/A,,N/A,N/A,Noreste,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,,,,,,
Casa pareada en Llevantina-Montgavina-Quint-Mar-Garraf,Estudi Vilanova Mercat Slu,4.734 €/m²,535.000 €,113 m²,https://www.pisos.com/comprar/casa_pareada-llevantina_montgavina_quint_mar_garraf08870-47542793240_100200/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),113 m²,,3,2,,Entre 30 y 50 años,,TC1182-595823,,,,,Central,,,N/A,,En buen estado,,N/A,N/A,,,,Privado,Propia,,,,,,,,,,Pareada,,,,,,,,,,
Casa en Mas Alba,OPEN INMO,3.333 €/m²,770.000 €,231 m²,https://www.pisos.com/comprar/casa-mas_alba_can_lloses-49224603235_100500/,Anuncio actualizado el 07/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),231 m²,200 m²,4,3,,Menos de 5 años,,SA1406-OI02013/5763,,,,N/A,Central,N/A,,N/A,Sur,,,,,,,,N/A,Propia,,,,,,,,,,,400 m²,,N/A,,,,,,,
Chalet en Garraf,Bouchra BENHAMMI AAZIZ,1.546 €/m²,300.000 €,194 m²,https://www.pisos.com/comprar/chalet-olivella_centro_urbano-49187838200_108700/,Anuncio actualizado el 13/01/2025,"G, G","G, G",garraf (BCN),194 m²,194 m²,3,2,,,,UVC426-29918,,,,,N/A,,,N/A,,,,,,,,,N/A,,,,,,,,,,,,1.044 m²,,,,,,,,,
"Piso en Carrer de Rovira i Virgili, 24",FINQUES FERRER CUBELLES,4.810 €/m²,404.068 €,84 m²,https://www.pisos.com/comprar/piso-les_salines_clot_del_basso_mota_de_sant_pere-35909078494_500754/,Anuncio actualizado el 17/02/2025,"A, A","A, A",garraf (BCN),84 m²,84 m²,3,2,Bajo,,,500754-80276,N/A,,Parquet,,Central,,N/A,N/A,Norte,A estrenar,1,Frío y calor,Abierta a salón,N/A,,,Comunitario,Comunitaria,,Puertas lacadas en blanco,,Aluminio,N/A,N/A,,,,,,,,,,,,,,
Casa en Nucli Urbà,Durán Carasso,5.961 €/m²,1.550.000 €,260 m²,https://www.pisos.com/comprar/casa-sant_pere_de_ribes_nucli_urba-50861971351_105600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),260 m²,,3,3,,,,BM201-5822,,,,,,,N/A,,,,,,,,,,,N/A,,,,,,,,,,,707 m²,,,,,,,,,
Chalet en Camí de la Serra del Cavall,Engel & Völkers MMC Barcelona,3.605 €/m²,375.000 €,104 m²,https://www.pisos.com/comprar/chalet-canyelles_centro_urbano-4247885794_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,garraf (BCN),104 m²,,3,2,,,,IF76306-D-000L2U,,,,,,,,N/A,,A estrenar,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,
