nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Referencia,Armarios empotrados,Calefacción,Garaje,Trastero,Puerta blindada,Ascensor,Terraza,Piscina,Superficie útil,Superficie solar,Conservación,Aire acondicionado,Jardín,Tipo de casa,Cocina equipada,Sistema de seguridad,Planta,Amueblado,Tipo suelo,Gastos de comunidad,Carpintería exterior,Teléfono,Comedor,Lavadero,Urbanizado,Calle alumbrada,Calle asfaltada,Exterior,Carpintería interior,Vidrios dobles,Portero automático,Balcón,Orientación,Soleado,Chimenea,Gas,Interior,Se aceptan mascotas,Adaptado a personas con movilidad reducida,Agua
Piso en calle de las Eras de Chamberí,INMOKRONOS,2.361 €/m²,299.900 €,127 m²,28104,https://www.pisos.com/comprar/piso-paracuellos_de_jarama_centro_urbano-50881086006_529200/,2025-01-09,Error al procesar consumo,Error al procesar emisiones,127 m²,3,2,Entre 20 y 30 años,"4529200-Piso totalmente reformado con piscina, jardín, gar",1,,1,N/A,,,N/A,Comunitaria,110 m²,,Reformado,Frío y calor,Comunitario,,Recién reformada,,2ª,,Tarima flotante,,,,,,,,,N/A,,N/A,,,Sur,N/A,,,,,,
Dúplex en calle Cercado,AVANCE URBANO,1.413 €/m²,179.500 €,127 m²,28156,https://www.pisos.com/comprar/duplex-valdeavero_centro_urbano-51684772831_995907/,2025-02-18,"E, E","E, E",127 m²,3,2,Entre 10 y 20 años,4995907-DUVALDE,Más de 2,Eléctrica,,,N/A,N/A,,,107 m²,,En buen estado,Frío y calor,,,,,1ª,,Gres,,,,,,,,,N/A,,,N/A,,,,,,,,,
Piso en Rinconada,"ESTUDIO ALCALA PUERTA DE MADRID, S.L.",2.614 €/m²,149.000 €,57 m²,28005,https://www.pisos.com/comprar/piso-rinconada28803-45099940020_100200/,2025-02-19,"E, B","E, B",57 m²,2,1,Más de 50 años,TC392-584539,,,,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Velilla de San Antonio,Estudio Velilla S.L.,2.822 €/m²,175.000 €,62 m²,28167,https://www.pisos.com/comprar/piso-velilla_de_san_antonio_centro_urbano-46685546524_100200/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,62 m²,1,1,Menos de 5 años,TC993-592176,,N/A,,,,N/A,N/A,,,,A estrenar,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet pareado en calle de Italia,AJ SERVICIOS INMOBILIARIOS,1.650 €/m²,495.000 €,300 m²,28104,https://www.pisos.com/comprar/chalet_pareado-paracuellos_de_jarama_centro_urbano-49209986863_513671/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,300 m²,4,4,Entre 30 y 50 años,4513671-000004,Más de 2,Gas natural,2,,N/A,,N/A,Propia,278 m²,418 m²,En buen estado,,Privado,,N/A,,,,Parquet,,Aluminio,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,Este,,N/A,,,N/A,,
"Casa adosada en calle de la Gran Vía, 12",Hercesa,2.843 €/m²,338.370 €,119 m²,28032,https://www.pisos.com/comprar/casa_adosada-camarma_de_esteruelas_centro_urbano-35856717666_109700/,2025-02-08,Error al procesar consumo,Error al procesar emisiones,119 m²,3,2,,4517782-P.2485,N/A,N/A,,,N/A,,N/A,,,,A estrenar,,N/A,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa pareada en Serracines,JLC CONSTRUCCIONES,1.279 €/m²,325.000 €,254 m²,28057,https://www.pisos.com/comprar/casa_pareada-fresno_de_torote_centro_urbano-48424414153_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,254 m²,3,2,Entre 30 y 50 años,SA4724-787/10378,,N/A,,,N/A,,N/A,Propia,,1.130 m²,,,N/A,Pareada,,,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,
"Piso en calle de Jovellanos, 3",Alejandra BOVE,1.303 €/m²,215.000 €,165 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-51692132200_108700/,2025-02-19,"F, G","F, G",165 m²,1,1,Más de 50 años,UVC695-31999,,,,,,,,,165 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet unifamiliar en Carretera de Meco,AGENCIA EUROPEA,1.323 €/m²,695.000 €,525 m²,28032,https://www.pisos.com/comprar/chalet_unifamiliar-camarma_de_esteruelas_centro_urbano-93371055306_512697/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,525 m²,6,4,Entre 30 y 50 años,4512697-12456514,Más de 2,Gasoil,Más de 2,,,,,Propia,400 m²,11.775 m²,A reformar,,Privado,,N/A,,,,Gres,,Aluminio,,,,,,,,,,,,Sur,,N/A,,,,,
Ático en La Espinilla-Parque Blanco,Huspy,2.647 €/m²,540.000 €,204 m²,28049,https://www.pisos.com/comprar/atico-la_espinilla_parque_blanco28822-51673547074_108500/,2025-02-18,"D, D","D, D",204 m²,4,3,,AG662-9596d2de-e060-48e2-b7de-943b1760d98e,N/A,Gas natural,,N/A,,N/A,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,Oeste,,,,,,,
Casa en Santorcaz,INFINIT INMOBILIARIA,303 €/m²,65.470 €,216 m²,28136,https://www.pisos.com/comprar/casa-santorcaz_centro_urbano-45886163558_100500/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,216 m²,3,2,Más de 50 años,SA5173-INF0102/10685,,,,N/A,,,,,90 m²,191 m²,,,N/A,,,,,,,,,,,,,,,,,,,,Este,,,,,,,N/A
Piso en Casco Histórico,Huspy,2.421 €/m²,184.000 €,76 m²,28005,https://www.pisos.com/comprar/piso-centro_casco_historico28802-51703828024_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,76 m²,1,1,,AG662-4b49292c-f8f7-4db6-9693-0d80db35deae,,,,N/A,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet pareado en Paracuellos de Jarama,Grupo JR Inmobiliaria,2.777 €/m²,675.000 €,243 m²,28104,https://www.pisos.com/comprar/chalet_pareado-paracuellos_de_jarama_centro_urbano-50852130513_515299/,2025-02-16,Error al procesar consumo,Error al procesar emisiones,243 m²,3,3,,4515299-001773,,,,,,,2,Propia,243 m²,310 m²,En buen estado,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.953 €/m²,168.000 €,86 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-33394685022_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,86 m²,2,2,,TC929-541715,,N/A,1,,,N/A,,,,,En buen estado,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Chalet en Zona Suroeste,Huspy,2.662 €/m²,599.000 €,225 m²,28148,https://www.pisos.com/comprar/chalet-zona_suroeste-51713695160_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,225 m²,5,3,,AG662-770ee654-f31d-44f8-92c3-4e1f38b9a1c6,N/A,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,Oeste,,,,,,,
Casa en Paracuellos de Jarama,Grupo JR Inmobiliaria,1.045 €/m²,299.000 €,286 m²,28104,https://www.pisos.com/comprar/casa-paracuellos_de_jarama_centro_urbano-2511467580_515299/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,286 m²,3,1,,4515299-1344,Más de 2,Gas natural,1,,,,,,280 m²,,En buen estado,,,,N/A,,,,Gres,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.941 €/m²,165.000 €,85 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-33427673687_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,85 m²,3,2,,TC929-542388,,N/A,1,,,N/A,,,,,En buen estado,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Dúplex en Casco Histórico,Huspy,2.861 €/m²,372.000 €,130 m²,28005,https://www.pisos.com/comprar/duplex-centro_casco_historico28802-51726505789_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,130 m²,2,2,,AG662-e7ad81a1-4bca-4e4f-89e8-acb2d3d47154,,,,N/A,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.578 €/m²,179.900 €,114 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-46738630628_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,114 m²,3,1,Entre 30 y 50 años,TC929-593030,,Central,,,,,N/A,,,,En buen estado,,,,N/A,,2ª,,,,,,,,,,,,,,,N/A,,,,,,,,
"Piso en calle de la Plata,  s/n","PREMIER ESPAÑA, S.A.",3.974 €/m²,325.900 €,82 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-5129162041_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,82 m²,2,2,,4991481-21746719,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,7ª,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle del Pintor Sorolla,REMAX HORIZON Las Rozas,2.222 €/m²,480.000 €,216 m²,28084,https://www.pisos.com/comprar/casa_adosada-mejorada_del_campo_centro_urbano-51711745520_100500/,2025-02-19,"D, D","D, D",216 m²,4,3,Entre 20 y 30 años,SA2483-3367-04429,1,,1,N/A,,,N/A,N/A,,240 m²,En buen estado,,N/A,Adosada,,,,,,,,,,,,,,,,,,,Norte,,,,,,,
Piso en calle de Salvador Dalí,SKY SOLUTIONS,1.129 €/m²,490.000 €,434 m²,28154,https://www.pisos.com/comprar/piso-torres_de_la_alameda_centro_urbano-44214450126_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,434 m²,4,3,Entre 10 y 20 años,IF76741-Salvador Dali,1,Central,1,,,N/A,N/A,Propia,,,,,Privado,,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,
Ático en Centro,TEAM JAVIER VILLALBA,3.019 €/m²,305.000 €,101 m²,28130,https://www.pisos.com/comprar/atico-san_fernando_de_henares_centro-50051577756_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,101 m²,2,2,,IF5563-ÁTICO A PALADIUM,1,Central,1,N/A,,N/A,,Comunitaria,,,,,,,,,5ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.873 €/m²,178.000 €,95 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-33400827764_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,95 m²,2,2,Menos de 5 años,TC929-541723,,N/A,1,,,N/A,,,,,En buen estado,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Casco Histórico,Huspy,2.421 €/m²,184.000 €,76 m²,28005,https://www.pisos.com/comprar/piso-centro_casco_historico28802-51739802506_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,76 m²,1,1,,AG662-ff7b7045-b8ed-41c4-bcc4-ad0693f6db3b,,,,N/A,,N/A,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Vergara,SOKERIM,2.800 €/m²,182.000 €,65 m²,28130,https://www.pisos.com/comprar/piso-parque_roma_coronas-51742467316_520499/,2025-02-13,"E, F","E, F",65 m²,2,1,Entre 20 y 30 años,4520499-000220,,,,,,,,,58 m²,,En buen estado,,,,,,3ª,,,,,,,,,,,N/A,,,,,,,,,,,,
Chalet unifamiliar en calle de las Higueras de Valtibañez,REDPISO CANILLAS,1.750 €/m²,700.000 €,400 m²,28104,https://www.pisos.com/comprar/chalet_unifamiliar-altos_de_jarama-34205269633_521825/,2024-04-16,Error al procesar consumo,Error al procesar emisiones,400 m²,4,5,Entre 20 y 30 años,4521825-Altos de Jarama,Más de 2,Gasoil,2,,N/A,,N/A,Propia,325 m²,1.209 m²,A reformar,,Privado,,N/A,,,,Gres,,Aluminio,,N/A,,N/A,N/A,N/A,,,,,,Todas,,,,,,,
Chalet en Villalbilla,Huspy,1.960 €/m²,980.000 €,500 m²,28172,https://www.pisos.com/comprar/chalet-villalbilla_centro_urbano-51765597918_108500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,500 m²,5,3,,AG662-cd0ecc8b-22eb-446b-ab81-57d12750fa2c,,,,,,,,Privada,,,,,N/A,,,,,,,,,,,,,,,,,,,,Este,,,,,,,
Chalet en Serracines,JLC CONSTRUCCIONES,3.185 €/m²,254.800 €,80 m²,28057,https://www.pisos.com/comprar/chalet-fresno_de_torote_centro_urbano-50019870295_100500/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,80 m²,3,1,Entre 30 y 50 años,SA4724-794/10378,,,,,,,N/A,Comunitaria,71 m²,2.751 m²,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Loft en Puerta de Madrid, El Juncal",TEAM JAVIER VILLALBA,2.460 €/m²,187.000 €,76 m²,28005,https://www.pisos.com/comprar/loft-puerta_de_madrid_el_juncal28802-48392900357_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,76 m²,1,1,,IF5563-LOFT DUPLEX ALCALA DE HENARES,,Central,,,N/A,N/A,,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Paracuellos de Jarama,Grupo JR Inmobiliaria,1.937 €/m²,310.000 €,160 m²,28104,https://www.pisos.com/comprar/casa_adosada-paracuellos_de_jarama_centro_urbano-33404898432_515299/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,160 m²,3,3,,4515299-1732,,,,,,,N/A,,155 m²,,En buen estado,,,Adosada,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Mejorada del Campo,Estudio Velilla S.L.,2.656 €/m²,209.900 €,79 m²,28084,https://www.pisos.com/comprar/piso-mejorada_del_campo_centro_urbano-51707904132_100200/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,79 m²,3,1,Entre 30 y 50 años,TC993-608128,,N/A,,,,,,,,,En buen estado,,,,N/A,,,,Mármol,,,,,,,,,,,,,,,,,,,,,
Chalet en Paracuellos de Jarama,Huspy,3.105 €/m²,528.000 €,170 m²,28104,https://www.pisos.com/comprar/chalet-paracuellos_de_jarama_centro_urbano-51730112836_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,170 m²,3,2,,AG662-da567050-79e8-4e1f-b57e-d53d9296e586,N/A,,,N/A,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,Este,,,,,,,
Casa adosada en Parque Henares,INMOBILIARIA 5th AVENIDA,1.975 €/m²,484.000 €,245 m²,28130,https://www.pisos.com/comprar/casa_adosada-parque_henares-38338031323_525392/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,245 m²,4,3,,4525392-IC-2110,N/A,Gas natural,Más de 2,,N/A,,N/A,,245 m²,,Reformado,Frío y calor,Privado,Adosada,,,,,Tarima flotante,,Climalit,,,,,,,,,,,,,,N/A,,,,,
Chalet unifamiliar en Pezuela de Las Torres,LA CASA IDEAL,1.140 €/m²,248.712 €,218 m²,28111,https://www.pisos.com/comprar/chalet_unifamiliar-pezuela_de_las_torres_centro_urbano-48417085729_996540/,2024-11-13,Error al procesar consumo,Error al procesar emisiones,218 m²,4,1,Entre 30 y 50 años,4996540-2410161,,Placas solares,Más de 2,,N/A,,N/A,Propia,184 m²,980 m²,En buen estado,,Privado,,N/A,,,N/A,Gres,Entre 20 y 40 €,Aluminio,,N/A,,N/A,N/A,N/A,,Pino,,,,Este,,N/A,,,,,
Casa en calle de Italia,AJ SERVICIOS INMOBILIARIOS,1.750 €/m²,525.000 €,300 m²,28104,https://www.pisos.com/comprar/casa-paracuellos_de_jarama_centro_urbano-48366975227_513671/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,300 m²,4,4,Entre 20 y 30 años,4513671-000002,Más de 2,Gas natural,Más de 2,,N/A,,N/A,Propia,257 m²,403 m²,En buen estado,,Privado,,N/A,,,,Parquet,,Aluminio,N/A,N/A,N/A,N/A,N/A,N/A,,,,,,Este,,N/A,N/A,,N/A,,
"Piso en calle de la Plata,  s/n","PREMIER ESPAÑA, S.A.",3.745 €/m²,310.900 €,83 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-5129093556_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,83 m²,2,2,,4991481-0,,,N/A,N/A,,,N/A,,,,A estrenar,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,
Chalet adosado en Paracuellos de Jarama,Grupo JR Inmobiliaria,2.090 €/m²,575.000 €,275 m²,28104,https://www.pisos.com/comprar/chalet_adosado-paracuellos_de_jarama_centro_urbano-46743341240_515299/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,275 m²,3,3,Entre 10 y 20 años,4515299-001761,Más de 2,Gas natural,Más de 2,,,,Cuenta con dos terrazas,,265 m²,,En buen estado,Frío y calor,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.893 €/m²,179.900 €,95 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-33408467359_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,95 m²,3,2,,TC929-541728,,N/A,1,,,N/A,,,,,En buen estado,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Finca rústica en calle C. Arnaldo Villanova,ESCRAPALIA,Error al procesar precio m²,A consultar,AG589-RUS0021,28172,https://www.pisos.com/comprar/finca_rustica-villalbilla_centro_urbano-50887070163_108500/,2025-01-29,Error al procesar consumo,Error al procesar emisiones,,,,,AG589-RUS0021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Hilados, 10",HOME-CASA,1 €/m²,137.000 €,112.000 m²,28148,https://www.pisos.com/comprar/piso-zona_sureste-49201166143_101800/,2025-02-01,Error al procesar consumo,Error al procesar emisiones,112.000 m²,4,2,Más de 50 años,IF5432-TO-1113,,,,,,N/A,,,,,,,,,,,Entresuelo,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.941 €/m²,165.000 €,85 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-33370407697_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,85 m²,3,2,,TC929-541720,,N/A,1,,,,,,,,En buen estado,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en calle de la Espada,GESTION MAGISTRAL GESTORIA MONICA DEL AMO,3.214 €/m²,270.000 €,84 m²,28005,https://www.pisos.com/comprar/piso-pryconsa_juan_de_austria28805-51753240994_522020/,2025-02-20,"E, E","E, E",84 m²,3,1,Entre 30 y 50 años,4522020-000087,1,Central,,,,N/A,6 m² aproximados,,83 m²,,En buen estado,,,,Espaciosa amueblada muy luminosa,,3ª,,Parquet,,Aluminio,,Acceso a una terraza,,,,,Parte de la vivienda,Sapelly,,N/A,,Sureste,N/A,,,,,,
"Piso en calle de San Juan, 11",NOVOGAR,2.304 €/m²,177.472 €,77 m²,28084,https://www.pisos.com/comprar/piso-mejorada_del_campo_centro_urbano-50013048715_100500/,2025-01-29,Error al procesar consumo,Error al procesar emisiones,77 m²,1,1,Menos de 5 años,SA2575-106774266,1,,1,N/A,,N/A,N/A,,,,En buen estado,,,,,,,,,,,,,,,,,N/A,,,,,Este,,,,,,,
Casa adosada en Paracuellos de Jarama,Grupo JR Inmobiliaria,1.960 €/m²,345.000 €,176 m²,28104,https://www.pisos.com/comprar/casa_adosada-paracuellos_de_jarama_centro_urbano-34209413614_515299/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,176 m²,5,2,,4515299-900,Más de 2,,,,,,N/A,,170 m²,,En buen estado,,,Adosada,,,,,Gres,,,,,,,,,,,,,,,,,,,,,
"Piso en Puerta de Madrid, El Juncal","ESTUDIO BARRIO REYES CATOLICOS, S.L.U.",1.730 €/m²,135.000 €,78 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-45874654399_100200/,2025-02-04,"F, F","F, F",78 m²,3,,Más de 50 años,TC616-585104,,,,,,,,,,,En buen estado,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.944 €/m²,175.000 €,90 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-33429452664_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,90 m²,3,2,,TC929-541718,,N/A,1,,,N/A,,,,,En buen estado,,,,N/A,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en calle de Núñez de Guzmán,IJ INMOBILIARIA,2.416 €/m²,232.000 €,96 m²,28005,https://www.pisos.com/comprar/piso-puerta_de_madrid_el_juncal28802-50056869963_516127/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,96 m²,2,1,,4516127-000571,,Eléctrica,,,N/A,,N/A,,86 m²,,En buen estado,,,,N/A,,Bajo,,,Entre 60 y 80 €,,,N/A,,,,,N/A,,,,,,,,,,,,
Piso en calle del Río Sorbe,IDOMUS.ES,1.968 €/m²,189.000 €,96 m²,28005,https://www.pisos.com/comprar/piso-nueva_alcala28803-29235126204_100500/,2024-12-16,Error al procesar consumo,Error al procesar emisiones,96 m²,3,2,Entre 30 y 50 años,SA2554-8900112,1,,,,,N/A,N/A,,,,En buen estado,,,,,,6ª,,,,,,,,,,,N/A,,,,,,,,,,,,
Finca rústica en Ribatejada,INMOBILIARIA TECNICA NORTE PASARELA,38 €/m²,610.000 €,1.200 m²,28122,https://www.pisos.com/comprar/finca_rustica-ribatejada_centro_urbano-41743454097_106700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,1.200 m²,6,,,IFC76153-1745TN,,,,,,,,,1.100 m²,16.000 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Mariano Hebrero, 2",FRIAS & PARTNERS REAL ESTATE,825 €/m²,132.028 €,160 m²,28002,https://www.pisos.com/comprar/piso-ajalvir_centro_urbano-46720940108_518181/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,160 m²,3,1,,"4518181-VIVIENDA DÚPLEX EN EDIFICIO TERMINADO, PLAZA DE GA",,Central,1,,,N/A,,,160 m²,,En buen estado,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Cáceres,Redpiso San Fernando.,2.568 €/m²,226.000 €,88 m²,28130,https://www.pisos.com/comprar/piso-san_fernando_de_henares_centro-51706199189_104700/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,88 m²,4,2,Entre 30 y 50 años,STA38-RP1502025134963,,Gas natural,,N/A,,,N/A,,82 m²,,A reformar,,,,,,,,Gres,,,,,,,,,,,,,,,,,,,,,
Piso en calle Ronda de Saliente,VOHOME PROPIEDADES TORREJON DE ARDOZ,2.884 €/m²,225.000 €,78 m²,28148,https://www.pisos.com/comprar/piso-zona_noroeste-45003673499_100500/,2025-01-30,Error al procesar consumo,Error al procesar emisiones,78 m²,2,,,SA1478-GZG-12042033,,,,,,N/A,,,,,En buen estado,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,
Piso en Loeches,Estudio Loeches-Torres De La Alameda Sl,1.941 €/m²,165.000 €,85 m²,28075,https://www.pisos.com/comprar/piso-loeches_centro_urbano-33396167501_100200/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,85 m²,3,2,,TC929-541731,,N/A,1,,,N/A,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,
Piso en Avenida de la Constitución,VOHOME PROPIEDADES TORREJON DE ARDOZ,4.408 €/m²,313.000 €,71 m²,28148,https://www.pisos.com/comprar/piso-zona_noreste-51742766262_100500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,71 m²,2,1,Entre 20 y 30 años,SA1478-GZG-12042113,1,Gas natural,1,N/A,N/A,N/A,N/A,Propia,,,En buen estado,Frío,,,Cocina amueblada,,3ª,,Parquet,Entre 60 y 80 €,,,,,,,,,,N/A,,,,,,,,,N/A,
Piso en calle de Talamanca,ALCALA SERCOMCASA,2.443 €/m²,215.000 €,88 m²,28005,https://www.pisos.com/comprar/piso-san_isidro_estacion28807-49170280971_524533/,2025-02-12,Error al procesar consumo,Error al procesar emisiones,88 m²,3,1,Más de 50 años,4524533-54635234,2,Gas natural,,,N/A,,N/A,,80 m²,,Reformado,Frío y calor,Privado,,N/A,,1ª,,Tarima flotante,Entre 40 y 60 €,,,N/A,,,,,N/A,,,,N/A,Oeste,Vivienda muy luminosa,,,,,,
Piso en calle Real,CMG VIVIENDA,1.702 €/m²,235.000 €,138 m²,28002,https://www.pisos.com/comprar/piso-ajalvir_centro_urbano-28380935223_520147/,2023-03-14,Error al procesar consumo,Error al procesar emisiones,138 m²,4,2,Entre 30 y 50 años,4520147-000057,2,Gas natural,1,,N/A,N/A,N/A,,120 m²,,En buen estado,Frío y calor,,,N/A,,1ª,,Parquet,Entre 40 y 60 €,Aluminio,,N/A,,,,,N/A,,N/A,N/A,,"Este,  oeste",N/A,,,N/A,,N/A,
Piso en El Val,INFINIT INMOBILIARIA,2.881 €/m²,340.000 €,118 m²,28005,https://www.pisos.com/comprar/piso-el_val_barrio28804-51761262257_100500/,2025-02-18,"E, E","E, E",118 m²,4,2,Entre 30 y 50 años,SA5173-INF0153/10685,1,Gas natural,1,,N/A,N/A,N/A,Comunitaria,104 m²,,,N/A,N/A,,,,1ª,,,Entre 60 y 80 €,,,,,,,,,,,,,Sureste,,,,,,,N/A
Casa adosada en Mejorada del Campo,Estudio Mejorada Del Campo Sl,1.563 €/m²,380.000 €,243 m²,28084,https://www.pisos.com/comprar/casa_adosada-mejorada_del_campo_centro_urbano-50028545157_100200/,2025-02-18,"D, D","D, D",243 m²,4,2,Entre 10 y 20 años,TC918-603380,,N/A,,,,,,Propia,,,En buen estado,,,Adosada,N/A,,,,Gres,Más de 100 €,,,,,,,,,,,,,,,,,,,,
Piso en Zona Estación,"ESTUDIO NUEVO HENARES 21, S.L.",1.778 €/m²,185.000 €,104 m²,28049,https://www.pisos.com/comprar/piso-zona_estacion28823-50006048495_100200/,2024-12-04,Error al procesar consumo,Error al procesar emisiones,104 m²,3,1,Más de 50 años,TC679-602826,,N/A,,N/A,,,N/A,,,,En buen estado,N/A,,,,,,,Gres,Más de 100 €,,,,,,,,,,,,N/A,,,,,,,,
Piso en Centro,MILLENIUM SERVICIOS INMOBILIARIOS,2.522 €/m²,234.550 €,93 m²,28154,https://www.pisos.com/comprar/piso-torres_de_la_alameda_centro_urbano-47515765993_100500/,2024-09-10,Error al procesar consumo,Error al procesar emisiones,93 m²,3,2,,SA3384-00592/8697,1,N/A,1,N/A,,N/A,N/A,,69 m²,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Zona Suroeste,"ESTUDIO NUEVO TORREJON DE ARDOZ 2018, S.L.",2.701 €/m²,235.000 €,87 m²,28148,https://www.pisos.com/comprar/piso-zona_suroeste-50069948013_100200/,2025-02-14,"E, E","E, E",87 m²,3,2,Entre 20 y 30 años,TC534-602915,,N/A,,,,N/A,,,,,En buen estado,N/A,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,
Piso en Ciudad 70,Estudio Ciudad 70 Sl,2.550 €/m²,204.000 €,80 m²,28049,https://www.pisos.com/comprar/piso-ciudad_70-50868947725_100200/,2025-02-20,"E, E","E, E",80 m²,2,1,Más de 50 años,TC884-605810,,,,,,,,,,,En buen estado,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
