nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Habitaciones,Baños,Antigüedad,Conservación,Gastos de comunidad,Referencia,Armarios empotrados,Tipo suelo,Aire acondicionado,Calefacción,Garaje,Terraza,Jardín,Piscina,Tipo de casa,Vidrios dobles,Cocina equipada,Puerta blindada,Trastero,Orientación,Planta,Exterior,Carpintería exterior,Ascensor,Adaptado a personas con movilidad reducida,Superficie solar,Agua,Chimenea,Comedor,Soleado,Amueblado,Sistema de seguridad,Carpintería interior,Gas,Lavadero,Portero automático,Balcón,Urbanizado,Calle alumbrada,Calle asfaltada,Se aceptan mascotas,Teléfono,Interior,No se aceptan mascotas,Luz
Casa unifamiliar en calle Mariblanca,MECOMPROCASA,1.375 €/m²,220.000 €,160 m²,https://www.pisos.com/comprar/casa_unifamiliar-mostoles_centro-34174628531_510790/,Anuncio actualizado el 13/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,160 m²,159 m²,3,2,Entre 20 y 30 años,Reformado,Entre 20 y 40 €,4510790-8876,Más de 2,Tarima flotante,Frío y calor,Gasoil,Más de 2,N/A,Privado,Propia,Unifamiliar,N/A,N/A,N/A,,Suroeste,,,Aluminio,,N/A,600 m²,,N/A,N/A,,,N/A,N/A,,N/A,,,,,N/A,N/A,N/A,,,
Chalet en calle Águila Real,ÁTICO A INMOBILIARIA,2.017 €/m²,230.000 €,114 m²,https://www.pisos.com/comprar/chalet-aldea_del_fresno_centro_urbano-50016884932_101800/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,114 m²,,3,2,Menos de 5 años,,,IF7034-Aldea del Fresno,,,,,,,,,,,N/A,,,,,,,,,500 m²,,,,,N/A,,,,,,,,,,,,,,
Piso en Plaza de Nicaragua,NOVOGAR,2.999 €/m²,329.900 €,110 m²,https://www.pisos.com/comprar/piso-sur_este28936-51705548861_100500/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,110 m²,,2,2,,En buen estado,Entre 60 y 80 €,SA2575-107244762,1,,N/A,,,N/A,,,,,,,N/A,Sur,1ª,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de la Unión Europea,HOGARES ARROYOMOLINOS,2.432 €/m²,364.900 €,150 m²,https://www.pisos.com/comprar/piso-zona_europa-50079345351_525651/,Anuncio actualizado el 30/01/2025,"E, E","E, E",madrid_suroeste,150 m²,150 m²,3,2,Entre 10 y 20 años,En buen estado,,4525651-106100245,Más de 2,Tarima c5,,,,N/A,Comunitario,Comunitaria,,,,,N/A,,Bajo,,,,,,,,,N/A,,,,,,,,,,,,,,,
Casa rústica en calle de Villaamil,Inmobiliaria Burdecor,1.657 €/m²,299.999 €,181 m²,https://www.pisos.com/comprar/casa_rustica-mostoles_centro28934-45021565718_523618/,Anuncio actualizado el 27/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,181 m²,170 m²,8,2,Más de 50 años,A reformar,,4523618-B-165,,Gres,,,,,,,Rústica,,N/A,,,Este,,,Aluminio,,,216 m²,,,N/A,,,,,,N/A,,,N/A,N/A,N/A,,,,,
Casa en Zona Ayuntamiento 15,JMJ GESTION INMOBILIARIA,1.292 €/m²,129.260 €,100 m²,https://www.pisos.com/comprar/casa-navas_del_rey_centro_urbano-51712189819_100500/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,100 m²,92 m²,4,2,Más de 50 años,,,SA557-04170/1230,,,N/A,N/A,,,,,,,,,,Este,,,,,,,N/A,,N/A,,N/A,,,,,,,,,,,,,,
Casa adosada en San Martín de Valdeiglesias,JCB ASESORES,820 €/m²,210.000 €,256 m²,https://www.pisos.com/comprar/casa_adosada-san_martin_de_valdeiglesias_centro_urbano-51712384430_100500/,Anuncio actualizado el 13/02/2025,"F, F","F, F",madrid_suroeste,256 m²,,6,3,Entre 30 y 50 años,En buen estado,,SA3124-01184 SAN MARTIN VALDEIGLESIAS,1,,,,1,N/A,N/A,,Adosada,,,,N/A,,,,,,,255 m²,,,,,,,,,,,,,,,,,,,
Piso en Avenida del Alcalde de Móstoles,NOVOGAR,2.809 €/m²,295.000 €,105 m²,https://www.pisos.com/comprar/piso-norte_universidad28932-51752629809_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,105 m²,,4,2,,En buen estado,Entre 60 y 80 €,SA2575-princesa,,,,,,N/A,,,,,,,N/A,Sur,2ª,N/A,,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Avenida de la Unión Europea,HOGARES ARROYOMOLINOS,3.259 €/m²,299.900 €,92 m²,https://www.pisos.com/comprar/piso-zona_europa-51694859559_525651/,Anuncio actualizado el 19/02/2025,"E, E","E, E",madrid_suroeste,92 m²,92 m²,3,2,Menos de 5 años,En buen estado,,"4525651-Avd de la Unión Europea, 75",,,,Gas natural,1,,,Comunitaria,,,,,,,2ª,N/A,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Alcorcón, Zona de - Centro, Distrito - Casco Antiguo",REDPISO ALCORCON CENTRO,2.392 €/m²,167.500 €,70 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-49229382596_104700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,70 m²,65 m²,3,1,Más de 50 años,,Entre 40 y 60 €,STA49-RP1602024132057,,Gres,,,,N/A,,,,,,N/A,,Sureste,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Oeste,"ESTUDIO NUEVO SOTO 2013, S.L.U",2.590 €/m²,215.000 €,83 m²,https://www.pisos.com/comprar/piso-mostoles_oeste28935-48363516329_100200/,Anuncio actualizado el 20/02/2025,"E, E","E, E",madrid_suroeste,83 m²,,3,1,Entre 30 y 50 años,En buen estado,,TC50-597485,,,,N/A,,N/A,,,,,,,,,6ª,,,,,,,,,,,,,,,,,,,,,,,,
Ático en calle de Marbella,HOGARES ARROYOMOLINOS,3.844 €/m²,249.900 €,65 m²,https://www.pisos.com/comprar/atico-arroyomolinos_castaneras-50045330562_525651/,Anuncio actualizado el 30/01/2025,"E, E","E, E",madrid_suroeste,65 m²,65 m²,2,1,Entre 10 y 20 años,En buen estado,,4525651-106100244,Más de 2,,,Gas natural,,,,,,,,,N/A,,3ª,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Las Palmas,MECOMPROCASA,2.415 €/m²,214.990 €,89 m²,https://www.pisos.com/comprar/piso-mostoles_centro-21690603617_510790/,Anuncio actualizado el 13/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,89 m²,85 m²,3,1,Entre 20 y 30 años,Reformado,Entre 20 y 40 €,4510790-99876,Más de 2,Tarima flotante,Frío y calor,Eléctrica,Más de 2,N/A,,,,,N/A,N/A,,,3ª,N/A,PVC,,,,,,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,,,,,N/A,,N/A,
Casa pareada en Casco Urbano,Alfa Navas del Rey,2.588 €/m²,220.000 €,85 m²,https://www.pisos.com/comprar/casa_pareada-navas_del_rey_centro_urbano-34167102304_101000/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,85 m²,,3,2,,,,AF14-5972/763,Más de 2,,,,,,,,Pareada,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaza de Torres Bellas,INMOBILIARIA ALVENCOR,3.055 €/m²,220.000 €,72 m²,https://www.pisos.com/comprar/piso-parque_ondarreta_urtinsa-7580434534_991623/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,72 m²,60 m²,2,1,Más de 50 años,Reformado,,991623-30017AMV,,Tarima flotante,Frío,Gas natural,,,,,,,N/A,,,,1ª,N/A,Aluminio,N/A,,,,,N/A,,,,,N/A,,N/A,,,,,,,,,
"Dúplex en calle de San Isidro, 2",HOGARES NAVALCARNERO,2.865 €/m²,214.900 €,75 m²,https://www.pisos.com/comprar/duplex-navalcarnero_centro_urbano-51682734325_525846/,Anuncio actualizado el 07/02/2025,"D, D","D, D",madrid_suroeste,75 m²,75 m²,3,2,Entre 20 y 30 años,En buen estado,Entre 40 y 60 €,4525846-D215,Más de 2,Parquet,Frío,Gas natural,,N/A,Comunitario,Comunitaria,,,N/A,N/A,,Este,2ª,N/A,Madera,,,,,,N/A,,,,,,N/A,,N/A,,,,,,N/A,,
"Chalet pareado en Avenida de Cinco Siglos, 27",HOGARES NAVALCARNERO,1.445 €/m²,409.000 €,283 m²,https://www.pisos.com/comprar/chalet_pareado-navalcarnero_centro_urbano-51724251906_525846/,Anuncio actualizado el 13/02/2025,"D, D","D, D",madrid_suroeste,283 m²,283 m²,4,4,,En buen estado,,4525846-CINCOSIGLOS409,Más de 2,Gres,,Gas natural,2,,Privado,Propia,,,N/A,,,Sur,,,PVC,,,,,N/A,N/A,,,,,,N/A,,,,,,,,,,
Casa adosada en calle Mariblanca,MECOMPROCASA,749 €/m²,134.990 €,180 m²,https://www.pisos.com/comprar/casa_adosada-mostoles_oeste-35086538912_510790/,Anuncio actualizado el 13/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,180 m²,178 m²,4,3,Entre 5 y 10 años,Reformado,,4510790-998728964,Más de 2,Gres,Frío y calor,,Más de 2,N/A,Privado,,Adosada,N/A,N/A,N/A,,Suroeste,,,Aluminio,,N/A,150 m²,,,N/A,,,N/A,N/A,,N/A,,,N/A,N/A,N/A,N/A,N/A,,,
Piso en Zarzalejo,FERGOSA GESTIÓN INMOBILIARIA,2.962 €/m²,394.000 €,133 m²,https://www.pisos.com/comprar/piso-arroyomolinos_zarzalejo-49211403544_519277/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,133 m²,110 m²,4,2,Entre 10 y 20 años,En buen estado,97,519277-002855,Más de 2,Tarima flotante,,Gas natural,1,N/A,N/A,Comunitaria,,,Completamente equipada,N/A,N/A,,Bajo,N/A,Aluminio,N/A,,,,,Amueblado,,Completamente amueblado,Concerje,,Natural,Zona de lavado con acceso al jardin y a la cocina,,,,,,,,,,
Piso en Alcorcón,ELITE ASESORAMIENTO INMOBILIARIO,1.916 €/m²,207.000 €,108 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-51754858057_100500/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,108 m²,95 m²,4,2,,,,SA1398-4428/6592,1,Parquet,,Gas natural,,N/A,,,,,,N/A,,Suroeste,3ª,,,,,,,,,,N/A,,,,,,,,,,,,,,
Chalet en Carretera a Calalberche,IJ INMOBILIARIA,1.492 €/m²,306.000 €,205 m²,https://www.pisos.com/comprar/chalet-aldea_del_fresno_centro_urbano-44253637481_516127/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,205 m²,180 m²,5,3,,En buen estado,,4516127-000496,Más de 2,,,,1,N/A,Privado,Propia,,,N/A,N/A,,,,,,,,850 m²,,N/A,,,N/A,,,,,,,,,,,,,,
Casa en calle de Laredo,HOGARES ARROYOMOLINOS,1.758 €/m²,509.900 €,290 m²,https://www.pisos.com/comprar/casa-zona_bulevar-50843270609_525651/,Anuncio actualizado el 30/01/2025,"E, E","E, E",madrid_suroeste,290 m²,290 m²,4,3,Entre 10 y 20 años,En buen estado,,"4525651-Laredo,2",Más de 2,,,,1,N/A,,Propia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle del Labrador, 6",HOGARES NAVALCARNERO,1.921 €/m²,269.000 €,140 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-48406957271_525846/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,140 m²,82 m²,3,2,Entre 10 y 20 años,En buen estado,,4525846-000044,Más de 2,Tarima flotante,Frío y calor,Gas natural,2,,Comunitario,Comunitaria,,N/A,N/A,N/A,N/A,Noreste,2ª,,PVC,N/A,N/A,,,,N/A,,,,N/A,N/A,N/A,,,,,,,N/A,N/A,,
Piso en Navalcarnero,Estudio Ciudad De Navalcarnero Sl,1.790 €/m²,239.900 €,134 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-48342696292_100200/,Anuncio actualizado el 01/02/2025,"E, E","E, E",madrid_suroeste,134 m²,,3,2,Entre 10 y 20 años,En buen estado,,TC1137-596779,,Parquet,N/A,,,N/A,,,,,,,,,1ª,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,
Piso en Plaza de la Hispanidad,TOTALLY RAD,1.447 €/m²,99.900 €,69 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-50057776570_525064/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,69 m²,69 m²,3,1,Más de 50 años,En buen estado,,4525064-TR0244746,,,,,,N/A,,,,,N/A,,,,1ª,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Centro,TRADER INMOBILIARIO,2.680 €/m²,201.000 €,75 m²,https://www.pisos.com/comprar/piso-mostoles_centro28931-51705172999_997966/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,75 m²,65 m²,3,1,,Reformado,,4997966-148105,Más de 2,,,,,N/A,,,,,N/A,,,Sur,3ª,N/A,,N/A,,,,,N/A,N/A,,,,,,,N/A,,,,,,,,
Piso en calle de Venus,GRINVAL,2.530 €/m²,210.000 €,83 m²,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa28925-45868528841_501113/,Anuncio actualizado el 11/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,83 m²,72 m²,3,1,,En buen estado,168 €/mes con agua fría incluida,501113-03180,,,,,,,,,,,,,,,5ª,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Navalcarnero,Estudio Ciudad De Navalcarnero Sl,1.823 €/m²,145.900 €,80 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-49254724899_100200/,Anuncio actualizado el 25/11/2024,"E, E","E, E",madrid_suroeste,80 m²,,3,1,Entre 30 y 50 años,En buen estado,,TC1137-598755,,Parquet,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle San Andrés. Esq C/ Labrador,  S/N",GESBRO,1.982 €/m²,204.164 €,103 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-4736960359_109700/,Anuncio actualizado el 18/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,103 m²,,3,2,,A estrenar,,4525023-0,,,,,N/A,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Casco Antiguo,Grupo Inmobiliario Ares,2.457 €/m²,172.000 €,70 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-51702923027_108500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,70 m²,,3,1,,,,AG610-PIS2841,,Parquet,N/A,Gas natural,,No acristalada,,,,N/A,Individual,,,Este,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle Pino Silvestre,HOGARES NAVALCARNERO,2.213 €/m²,205.900 €,93 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-51687500062_525846/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,93 m²,70 m²,2,1,Entre 5 y 10 años,En buen estado,Entre 60 y 80 €,4525846-000057,Más de 2,Tarima flotante,Frío y calor,,1,,Comunitario,Comunitaria,,N/A,N/A,N/A,N/A,Noreste,1ª,N/A,PVC,N/A,,,,,,,N/A,,N/A,,,N/A,,,,,N/A,,,,
Piso en Avenida de las Flores,GRINVAL,3.602 €/m²,299.000 €,83 m²,https://www.pisos.com/comprar/piso-valderas_los_castillos_parque_lisboa-19167888882_501113/,Anuncio actualizado el 11/02/2025,"E, E","E, E",madrid_suroeste,83 m²,67 m²,2,2,Entre 20 y 30 años,Reformado,110 € (vivienda) + 10 € (garaje),501113-02559,Más de 2,Parquet,Frío y calor,Gas natural,1,,Comunitario,Comunitaria,,N/A,Amueblada,N/A,,Suroeste,2ª,N/A,Aluminio,N/A,,,,,Salón independiente,N/A,,,Puertas lacadas en blanco,Gas natural,,Y físico,,,,,,,,,
Chalet en calle de Rosalía de Castro,HOGARES ARROYOMOLINOS,1.622 €/m²,429.900 €,265 m²,https://www.pisos.com/comprar/chalet-zona_de_las_carcavas_arroyo_del_bosque-51752658301_525651/,Anuncio actualizado el 04/02/2025,"E, E","E, E",madrid_suroeste,265 m²,265 m²,5,3,Más de 50 años,En buen estado,,"4525651-Rosalía de Castro, 18",Más de 2,,Frío,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en calle de Fuente Cisneros,VIITA GRUPO INMOBILIARIO,3.297 €/m²,474.900 €,144 m²,https://www.pisos.com/comprar/duplex-parque_oeste_fuente_cisneros_campodon-51696666198_528919/,Anuncio actualizado el 15/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,144 m²,132 m²,4,4,,En buen estado,,4528919-Alcorcón,Más de 2,Parquet,Frío y calor,Gas natural,2,N/A,Comunitario,Comunitaria,,,,N/A,N/A,Suroeste,6ª,N/A,Aluminio,,,,,,,N/A,,,,,,N/A,,,,,,,,,
Piso en Avenida de la Unión Europea,REDPISO ARROYOMOLINOS,2.791 €/m²,309.900 €,111 m²,https://www.pisos.com/comprar/piso-zona_europa-47593168283_104700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,111 m²,90 m²,4,2,Entre 10 y 20 años,En buen estado,Más de 100 €,STA62-RP1712024128774,N/A,Parquet,Frío y calor,Gas natural,1,,N/A,N/A,,,,,N/A,Oeste,,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Centro,Grupo Inmara Inmobiliaria Madrid SL.,2.095 €/m²,176.000 €,84 m²,https://www.pisos.com/comprar/piso-mostoles_centro28937-51698225828_108900/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,84 m²,70 m²,3,1,,En buen estado,Entre 60 y 80 €,XA801-1853,,,,,,N/A,,,,,,,,,3ª,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Simón Hernández,EMPIRE REAL ESTATE PROPERTIES,3.124 €/m²,249.999 €,80 m²,https://www.pisos.com/comprar/piso-sur_este28937-49226919646_100500/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,80 m²,76 m²,3,1,Más de 50 años,En buen estado,Más de 100 €,SA3932-EC-2605,,Tarima flotante,Frío,Central,,,,Comunitaria,,N/A,Cocina amueblada,,,Sureste,4ª,N/A,,N/A,,,,,,N/A,,,,,,,,,,,,,,,
Dúplex en Sevilla La Nueva,HOGARES SEVILLA LA NUEVA,2.855 €/m²,219.900 €,77 m²,https://www.pisos.com/comprar/duplex-sevilla_la_nueva_centro_urbano-50026169046_100500/,Anuncio actualizado el 19/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,77 m²,,2,2,Entre 20 y 30 años,,,SA4642-00079/9778,1,,N/A,Gas natural,,,,Comunitaria,,,,,,,Bajo,,,,,,,,N/A,,,,,,,,N/A,,,,,,,,
"Piso en Avenida de Torres Bellas, 4",TOTALLY RAD,2.082 €/m²,139.500 €,67 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28923-51687770650_525064/,Anuncio actualizado el 14/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,67 m²,67 m²,3,1,Más de 50 años,En buen estado,,4525064-TR0254813,,,,,,,Comunitario,,,,N/A,,,,4ª,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,
"Casa unifamiliar en calle Mariblanca, 14",MECOMPROCASA,874 €/m²,174.990 €,200 m²,https://www.pisos.com/comprar/casa_unifamiliar-mostoles_centro-28341079570_510790/,Anuncio actualizado el 13/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,200 m²,198 m²,4,2,Entre 20 y 30 años,En buen estado,Entre 60 y 80 €,4510790-998728951,Más de 2,Gres,Frío y calor,Gasoil,2,N/A,N/A,Comunitaria,Unifamiliar,Con rotura de puente termico,Con salida al jardín,,,Sur,,,Aluminio,,N/A,600 m²,,N/A,Salon comedor 25m²,,Cocina y baños,N/A,,,N/A,,,Urbanización privada con 20.000m² zonas comunes,N/A,N/A,N/A,N/A,,,
Piso en calle del Pintor Velázquez,RocalHouse Inmobiliaria,3.047 €/m²,259.000 €,85 m²,https://www.pisos.com/comprar/piso-norte_universidad28933-51729149143_100500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,85 m²,80 m²,3,2,,En buen estado,Más de 100 €,SA5660-107366025,1,,,Central,,,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Sur-Este,TRADER INMOBILIARIO,2.450 €/m²,245.000 €,100 m²,https://www.pisos.com/comprar/piso-sur_este28936-51698330763_997966/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,100 m²,95 m²,3,2,,En buen estado,,4997966-148104,Más de 2,Tarima flotante,,,,,Comunitario,,,,15 m²,N/A,,,1ª,N/A,,N/A,,,,,N/A,,,,Ventanas climalit,,,,,,,,,,,,
Piso en calle del Parque Vosa,"ESTUDIO TEATRO DEL BOSQUE, S.L.",2.123 €/m²,138.000 €,65 m²,https://www.pisos.com/comprar/piso-norte_universidad28933-49246015873_100200/,Anuncio actualizado el 13/11/2024,"G, F","G, F",madrid_suroeste,65 m²,,3,1,Más de 50 años,En buen estado,,TC144-598248,,Gres,N/A,,,N/A,,Propia,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Carretera de Madrid,OCA SERVICIOS INMOBILIARIARIOS,2.390 €/m²,239.000 €,100 m²,https://www.pisos.com/comprar/chalet-aldea_del_fresno_centro_urbano-48359664675_101800/,Anuncio actualizado el 28/01/2025,"E, F","E, F",madrid_suroeste,100 m²,,3,1,Más de 50 años,,,IF76266-Chalet Aldea del Fresno,1,,,,,N/A,Privado,Propia,,,,,N/A,,,,,,,573 m²,,,,,N/A,,,,,,,,,,,,,,
Dúplex en calle de Jacinto González,VIITA GRUPO INMOBILIARIO,3.090 €/m²,339.900 €,110 m²,https://www.pisos.com/comprar/duplex-navalcarnero_centro_urbano-49236741529_528919/,Anuncio actualizado el 17/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,110 m²,100 m²,2,2,,En buen estado,,4528919-Navalcarnero,Más de 2,Tarima maciza,Frío,Gas natural,1,,Comunitario,Comunitaria,,,,N/A,N/A,,1ª,N/A,PVC,,,,,,,N/A,,N/A,,,,N/A,,,,,,,,,
"Piso en calle de la Alameda, nº -",ALTAMIRA,1.706 €/m²,99.000 €,58 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28922-45911971493_103600/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,58 m²,58 m²,3,1,,,,AM9-2302##2302_0414_PE0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en Valderas-Los Castillos-Parque Lisboa,Grupo Inmobiliario Ares,1.949 €/m²,425.000 €,218 m²,https://www.pisos.com/comprar/atico-valderas_los_castillos_parque_lisboa28924-50928332944_108500/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,218 m²,,4,2,,,,AG610-ATC0089,N/A,,,Gas natural,,No acristalada,,,,,,N/A,,Sur,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Labrador,HOGARES NAVALCARNERO,2.305 €/m²,309.000 €,134 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-48420321360_525846/,Anuncio actualizado el 23/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,134 m²,95 m²,3,2,Entre 10 y 20 años,En buen estado,,4525846-000045,Más de 2,Tarima flotante,Frío,Gas natural,Más de 2,N/A,Privado,Comunitaria,,,N/A,N/A,N/A,Sureste,1ª,N/A,PVC,N/A,,,,,N/A,,,N/A,N/A,N/A,N/A,N/A,,,,,,,,,
Piso en Castañeras,HOGARES ARROYOMOLINOS,1.968 €/m²,314.900 €,160 m²,https://www.pisos.com/comprar/piso-arroyomolinos_castaneras-49183411308_525651/,Anuncio actualizado el 30/01/2025,"E, E","E, E",madrid_suroeste,160 m²,160 m²,3,2,Entre 10 y 20 años,En buen estado,,"4525651-Aguilas, 3",Más de 2,,,,,,,,,,,,,,Bajo,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Gerona,Aliseda Inmobiliaria,2.388 €/m²,193.500 €,81 m²,https://www.pisos.com/comprar/piso-mostoles_centro28938-49216578908_105900/,Anuncio actualizado el 26/11/2024,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,81 m²,,3,2,,,,AN1-ANT00030667215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle Pino Abeto, 1",HOGARES NAVALCARNERO,1.679 €/m²,299.000 €,178 m²,https://www.pisos.com/comprar/piso-navalcarnero_centro_urbano-50869626643_525846/,Anuncio actualizado el 17/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,178 m²,93 m²,3,2,Entre 10 y 20 años,En buen estado,,4525846-000055,Más de 2,Gres,Frío y calor,Gas natural,2,N/A,Privado,,,N/A,N/A,N/A,N/A,Suroeste,1ª,N/A,Madera,N/A,N/A,,,,N/A,N/A,N/A,,N/A,N/A,N/A,,N/A,,,,,,N/A,,
Dúplex en Zona Europa,HOGARES ARROYOMOLINOS,3.348 €/m²,354.900 €,106 m²,https://www.pisos.com/comprar/duplex-zona_europa-49199484215_525651/,Anuncio actualizado el 30/01/2025,"E, E","E, E",madrid_suroeste,106 m²,106 m²,3,2,Entre 10 y 20 años,En buen estado,,"4525651-Islandia, 108",Más de 2,,,Gas natural,1,N/A,Comunitario,Comunitaria,,,,,N/A,,2ª,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Plaza Nuncio,SAPRIAN HOMES,2.363 €/m²,397.000 €,168 m²,https://www.pisos.com/comprar/piso-alcorcon_casco_antiguo28921-50894092436_100500/,Anuncio actualizado el 22/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,168 m²,,4,1,,En buen estado,,SA5134-SH-Las Rozas 111,,,Frío,Gas natural,,,,,,,,,,Suroeste,1ª,N/A,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Urbanización,Alfa Navas del Rey,1.199 €/m²,247.000 €,206 m²,https://www.pisos.com/comprar/casa_unifamiliar-navas_del_rey_centro_urbano-41745018620_101000/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_suroeste,206 m²,,3,2,,,,AF14-5972/863,2,,,,,20,,,Unifamiliar,,,,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,,,,
