nombre,agencia,precio_m2,precio,superficie,href,actualizacion,consumo,emisiones,zona,Superficie construida,Superficie útil,Superficie solar,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Armarios empotrados,Carpintería interior,Tipo suelo,Vidrios dobles,Carpintería exterior,Aire acondicionado,Calefacción,Cocina equipada,Comedor,Garaje,Puerta blindada,Terraza,Jardín,Piscina,Orientación,Urbanizado,Calle alumbrada,Tipo de casa,Trastero,Planta,Exterior,Gastos de comunidad,Amueblado,Ascensor,Gas,Portero automático,Sistema de seguridad,Lavadero,Calle asfaltada,Teléfono,Chimenea,Soleado,Adaptado a personas con movilidad reducida,Se aceptan mascotas,Agua,Interior,Balcón,Luz,No se aceptan mascotas
"Casa en calle de San Pedro, 9",INMOBILIARIA CAPITER.,1.132 €/m²,169.900 €,150 m²,https://www.pisos.com/comprar/casa-nuevo_aranjuez_ciudad_de_las_artes_el_mirador-41753337529_515160/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,150 m²,120 m²,,3,1,Entre 30 y 50 años,A reformar,4515160-2336,,,,,,,,,,,,,Privado,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle Mirador,SIGLO XXI -,1.215 €/m²,530.000 €,436 m²,https://www.pisos.com/comprar/chalet-aranjuez_centro-50834446834_992238/,Anuncio actualizado el 19/02/2025,"E, E","E, E",madrid_sur,436 m²,410 m²,319 m²,5,4,Entre 10 y 20 años,En buen estado,4992238-13466334,Más de 2,N/A,Tarima maciza,N/A,Aluminio,Frío y calor,Gas natural,N/A,,Más de 2,N/A,N/A,Privado,,,N/A,N/A,,,,,,,,N/A,,,,N/A,N/A,N/A,,,,,,,,
Ático en Parla Este,ALFA URBIZA,2.070 €/m²,407.900 €,197 m²,https://www.pisos.com/comprar/atico-parla_este28983-50907550688_101000/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,197 m²,,,3,2,,,AF210-2304/437,,,,,,Frío,,,,,N/A,,,N/A,Nordeste,,,,N/A,,N/A,,,,,,"vigilancia 24h, con cámaras de seguridad",,,,,,,,,,,,
Piso en calle de la Luna,REDPISO CIEMPOZUELOS,3.032 €/m²,94.000 €,31 m²,https://www.pisos.com/comprar/piso-casco_antiguo_sur-49186410606_104700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,31 m²,25 m²,,1,1,,En buen estado,STA68-RP1972024130065,,,Gres,,,,,,,,,,,,,,,,,,,Entre 40 y 60 €,,,,,,,,,,,,,,,,,
"Piso en calle de Aranjuez, 7",ROOM-HOUSE INMOBILIARIA,2.170 €/m²,253.990 €,117 m²,https://www.pisos.com/comprar/piso-el_nido_las_fuentes-51712780887_518514/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,117 m²,92 m²,,3,2,Entre 20 y 30 años,En buen estado,4518514-VV-CP,Más de 2,N/A,Tarima flotante,N/A,Aluminio,Frío y calor,Eléctrica,N/A,N/A,1,N/A,N/A,Comunitario,Comunitaria,Suroeste,,,,N/A,1ª,N/A,Entre 80 y 100 €,N/A,N/A,,N/A,N/A,N/A,,N/A,,N/A,N/A,N/A,,,,,
Casa en calle del Palomar,SIGLO XXI -,1.153 €/m²,210.000 €,182 m²,https://www.pisos.com/comprar/casa-titulcia_centro_urbano-51671163176_992238/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,182 m²,110 m²,180 m²,4,1,Entre 30 y 50 años,A reformar,4992238-13466336,,,Terrazo,,Aluminio,Frío,Gasoil,N/A,,Más de 2,,,,,,N/A,N/A,,,,,,,,,,,,N/A,,,,,,,,,,
Casa unifamiliar en Casco Antiguo Norte,TECNOCASA CIEMPOZUELOS,1.281 €/m²,238.400 €,186 m²,https://www.pisos.com/comprar/casa_unifamiliar-casco_antiguo_norte-50929862501_100200/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,186 m²,,,4,2,Más de 50 años,En buen estado,TC373-607079,,,,,,,,,,1,,,,,,,,Unifamiliar,,,,,,,,,,,,,,,,,,,,,
Piso en calle Pinto-San Roque,AR SERVICIOS FINANCIEROS E INMOBILIARIOS,2.185 €/m²,153.000 €,70 m²,https://www.pisos.com/comprar/piso-calle_pinto_san_roque-50918492947_525259/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,70 m²,65 m²,,3,1,,En buen estado,4525259-REF: 2880,,,,,,Frío y calor,Gas natural,N/A,N/A,,,,,,,,,,,Bajo,N/A,,,,,,,,,,,,,,,,,,
"Piso en calle de Valdemoro, 10",VGM asesores inmobiliarios s.l,3.133 €/m²,197.400 €,63 m²,https://www.pisos.com/comprar/piso-buenos_aires_canada_real_de_toledo_puerta_de_pinto-4957666226_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,63 m²,,,,,,A estrenar,4993118-21613037,,,,,,,,,,,,,,,,,,,N/A,2ª,,,,N/A,,,,,,,,,,,,,,,
Piso en Getafe,CR HOMES INMOBILIARIA,3.416 €/m²,410.000 €,120 m²,https://www.pisos.com/comprar/piso-getafe_distrito_centro28902-49215248664_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,120 m²,,,3,2,Entre 10 y 20 años,En buen estado,SA84-7944PJ,1,,Tarima flotante,N/A,,Frío,Gas natural,Cocina amueblada,,1,,,,,Este,,,,,3ª,N/A,Entre 60 y 80 €,,N/A,,,N/A,,,,,N/A,,,,,,,
Piso en calle de San Amado,HOGARES LEGANES,2.338 €/m²,138.000 €,59 m²,https://www.pisos.com/comprar/piso-leganes_la_fortuna28917-48424785547_525822/,Anuncio actualizado el 11/12/2024,"E, F","E, F",madrid_sur,59 m²,52 m²,,2,1,Más de 50 años,A reformar,4525822-RIOJA- LA FORTUNA,,,Tarima flotante,,,,Gas natural,N/A,N/A,,N/A,,,,,,,,N/A,Bajo,,Entre 60 y 80 €,,,N/A,N/A,,N/A,,N/A,N/A,,N/A,,,N/A,,,
Piso en calle de Salamanca,TECNOCASA FUENLABRADA,2.065 €/m²,190.000 €,92 m²,https://www.pisos.com/comprar/piso-avanzada_la_cueva28945-51754989478_100200/,Anuncio actualizado el 20/02/2025,"E, D","E, D",madrid_sur,92 m²,,,3,1,Más de 50 años,En buen estado,TC159-607383,,,,,,,,,,,,,,,,,,,,2ª,,Entre 40 y 60 €,,N/A,,,,,,,,,,,,,,,
Casa adosada en calle del Río Júcar,Open Doors,2.466 €/m²,370.000 €,150 m²,https://www.pisos.com/comprar/casa_adosada-valdemoro_centro-50904109925_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,150 m²,120 m²,,2,1,,En buen estado,SA5552-Casa Valdemoro,1,,,,,N/A,Central,,,1,,N/A,N/A,N/A,Sur,,,Adosada,N/A,,,,,,,,,,,,,,,,,,,,
Loft en Centro-Egido,INMOCENTRO,3.245 €/m²,185.000 €,57 m²,https://www.pisos.com/comprar/loft-centro_egido-50834786701_997490/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,57 m²,52 m²,,1,1,Menos de 5 años,A estrenar,4997490-7158,,Lacada blanca,Cerámico,,Aluminio,Frío y calor,Eléctrica,N/A,,,,,,,,,,,Incluido en la vivienda,Bajo,N/A,Entre 10 y 20 €,,,,,,,,,,,N/A,,,,,,
"Piso en calle de Gálvez, 8",SKY SOLUTIONS,3.452 €/m²,189.900 €,55 m²,https://www.pisos.com/comprar/piso-getafe_distrito_centro28902-50869969806_101800/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,55 m²,,,2,1,Más de 50 años,,"IF76741-GALVEZ, GETAFE",,,,,,,,N/A,,,,N/A,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,
Chalet adosado en calle de Goya,INMOCASARRUBUELOS REAL STATE,1.326 €/m²,268.000 €,202 m²,https://www.pisos.com/comprar/chalet_adosado-casarrubuelos_centro_urbano-50839990724_995801/,Anuncio actualizado el 02/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,202 m²,200 m²,,3,3,Entre 20 y 30 años,En buen estado,4995801-1473,Más de 2,,,,,Frío y calor,Gas propano,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Palencia,i-House Servicios Inmobiliarios,3.142 €/m²,220.000 €,70 m²,https://www.pisos.com/comprar/piso-naranjo_la_serna28941-49246059931_100500/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,70 m²,,,3,1,,En buen estado,SA2559-Nuevo,1,,,,,,,,,,,,,,,,,,,,N/A,,,,,,,,,,,,N/A,,,,,,
Piso en Paseo de la Estación,Vendo su casa,2.216 €/m²,121.900 €,55 m²,https://www.pisos.com/comprar/piso-zona_de_la_estacion_san_juan_de_dios-50028691127_522418/,Anuncio actualizado el 18/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,55 m²,50 m²,,1,1,Entre 10 y 20 años,En buen estado,4522418-P-057-CIEP,,,Gres,N/A,Aluminio,Frío y calor,,N/A,N/A,1,N/A,,Comunitario,Comunitaria,Suroeste,,,,,Bajo,N/A,Entre 40 y 60 €,,N/A,,N/A,,,,N/A,,,N/A,N/A,,,,,
"Piso en Avenida del Caballero de la Triste Figura, 3",GESBRO,4.010 €/m²,377.000 €,94 m²,https://www.pisos.com/comprar/piso-los_molinos_los_olivos28906-4376789418_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,94 m²,,,2,2,,A estrenar,4525023-21054455,,,,,,,,,,N/A,,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,
Piso en calle de Teruel,Vendo su casa,2.498 €/m²,174.900 €,70 m²,https://www.pisos.com/comprar/piso-getafe_juan_de_la_cierva28903-51684752305_522418/,Anuncio actualizado el 16/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,70 m²,65 m²,,3,1,Entre 30 y 50 años,En buen estado,4522418-P-066-G,,N/A,Tarima flotante,N/A,Aluminio,Frío y calor,Gas natural,N/A,,,N/A,,,,Sur,,,,,3ª,N/A,Entre 20 y 40 €,N/A,,N/A,N/A,,N/A,,N/A,,N/A,,N/A,,,,,
Piso en calle de La Habana,ELEVEN REAL ESTATE,2.272 €/m²,199.990 €,88 m²,https://www.pisos.com/comprar/piso-avanzada_la_cueva28945-51756120991_526309/,Anuncio actualizado el 20/02/2025,"G, E","G, E",madrid_sur,88 m²,68 m²,,3,1,Entre 30 y 50 años,En buen estado,526309-VF170225,,,Tarima flotante,,,,,N/A,,,,N/A,,,Sureste,,,,N/A,4ª,N/A,Entre 40 y 60 €,,,,,,N/A,,,,,,,,,,,
"Piso en calle del Foso, 102",BELOGAR PROMOCION Y DESARROLLO,2.307 €/m²,180.000 €,78 m²,https://www.pisos.com/comprar/piso-aranjuez_centro_urbano-945856909161358_109700/,Anuncio actualizado el 19/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,78 m²,70 m²,,2,2,Entre 10 y 20 años,En buen estado,4514620-3A FOSO,Más de 2,,Tarima flotante,N/A,Aluminio,Frío,Gas natural,N/A,,,N/A,,,,Sureste,,,,N/A,3ª,N/A,Entre 40 y 60 €,,N/A,N/A,N/A,,,,,,N/A,N/A,,N/A,,,,
Piso en calle de Grecia,Open Doors,2.544 €/m²,229.000 €,90 m²,https://www.pisos.com/comprar/piso-cerro_el_molino28943-51676035562_100500/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,90 m²,85 m²,,3,2,,En buen estado,SA5552-107289455,1,,,,,,,,,,,,,,Este,,,,,,N/A,,,,,,,,,,,,,,,,,,
Chalet adosado en calle Manuel Fraga Iribarne,IMO MADRID INMOBILIARIA,2.464 €/m²,345.000 €,140 m²,https://www.pisos.com/comprar/chalet_adosado-torrejon_de_la_calzada_centro_urbano-48335066774_525874/,Anuncio actualizado el 21/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,140 m²,140 m²,231 m²,3,3,Menos de 5 años,En buen estado,4525874-000056,Más de 2,En colo blanco lacado,Tarima flotante,N/A,PVC,Frío,Gas natural,Amueblada,N/A,2,N/A,N/A,Privado,,,,N/A,,,,,,,,N/A,,,,N/A,N/A,,,,N/A,,,,,
Chalet adosado en Sector III,COMPRAVENDE NAVACERRADA,2.039 €/m²,465.000 €,228 m²,https://www.pisos.com/comprar/chalet_adosado-getafe_sector_iii28905-47587545749_527003/,Anuncio actualizado el 17/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,228 m²,220 m²,141 m²,4,3,,En buen estado,4527003-000051,Más de 2,,Gres,N/A,PVC,Frío y calor,Gas natural,N/A,N/A,1,N/A,N/A,,,Este,N/A,N/A,,,,,,,,,,N/A,,N/A,,,,,,,,,,
"Piso en calle Libertad, 3",FORO CONSULTORES INMOBILIARIOS,2.069 €/m²,267.000 €,129 m²,https://www.pisos.com/comprar/piso-humanes_de_madrid_centro_urbano-47557729289_109700/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,129 m²,,,3,2,,A estrenar,FP2-79928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Almíbar,"HOUSELAND ARANJUEZ, S.L.U.",1.666 €/m²,125.000 €,75 m²,https://www.pisos.com/comprar/piso-aranjuez_centro-50072006954_100200/,Anuncio actualizado el 09/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,75 m²,,,2,1,Más de 50 años,En buen estado,TC405-603324,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,,
Piso en Centro,inmobiliaria manzano,2.458 €/m²,295.000 €,120 m²,https://www.pisos.com/comprar/piso-getafe_distrito_centro28901-47571545038_998331/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,120 m²,110 m²,,4,2,Entre 30 y 50 años,En buen estado,4998331-13385258,,,Tarima maciza,,,Frío,Central,N/A,,,N/A,,,,,,,,,4ª,N/A,,,,,N/A,,,,,,N/A,,,,,,,
"Piso en Avenida del Caballero de la Triste Figura, 3",GESBRO,3.819 €/m²,401.000 €,105 m²,https://www.pisos.com/comprar/piso-los_molinos_los_olivos28906-4393049066_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,105 m²,,,3,2,,A estrenar,4525023-21054461,,,,,,,,,,N/A,,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,,,,,,,,
Piso en Centro,"ESTUDIO EMBAJADA DE GETAFE, S.L.U.",3.934 €/m²,184.900 €,47 m²,https://www.pisos.com/comprar/piso-getafe_distrito_centro28902-50905341990_100200/,Anuncio actualizado el 03/01/2025,"E, C","E, C",madrid_sur,47 m²,,,2,1,Menos de 5 años,A estrenar,TC692-601773,,,Gres,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en San Isidro,Torresrubí Gestión Inmobiliaria,3.528 €/m²,187.000 €,53 m²,https://www.pisos.com/comprar/piso-san_isidro_distrito28901-51704038475_100500/,Anuncio actualizado el 20/02/2025,"E, E","E, E",madrid_sur,53 m²,49 m²,,2,1,Más de 50 años,,SA398-TRV2268/1865,1,,,,,,Central,,,,,N/A,,,Este,,,,,Bajo,,Entre 40 y 60 €,,,,,N/A,,,,,,,,N/A,,N/A,,
Piso en Zarzaquemada,TECNOCASA ZARZAQUEMADA RIOJA,3.785 €/m²,132.500 €,35 m²,https://www.pisos.com/comprar/piso-leganes_zarzaquemada28915-49190053085_100200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,35 m²,,,1,1,Menos de 5 años,Reformado,TC486-600832,,,,,,,,,,,,,,Comunitaria,,,,,,,,,,,,,,,,,,,,,,,,,
"Casa adosada en calle Jorge Manrique,  s/n",eXp Realty,1.993 €/m²,299.000 €,150 m²,https://www.pisos.com/comprar/casa_adosada-cubas_de_la_sagra_centro_urbano-4843535769_109700/,Anuncio actualizado el 10/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,150 m²,,,4,3,,A estrenar,SA3689-21533185,,,,,,,,,,N/A,,N/A,Privado,,,,,Adosada,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Cerro-El Molino,REDPISO,2.292 €/m²,243.000 €,106 m²,https://www.pisos.com/comprar/piso-cerro_el_molino28942-50882688454_510357/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,106 m²,85 m²,,3,2,Entre 30 y 50 años,En buen estado,4510357-000029,2,,Tarima flotante,,PVC,,Gas natural,,,,,,,Pistas de tenis,,,,,,1ª,,,,N/A,,N/A,,,,,,,N/A,,,,,,
Piso en Centro-Arroyo-La Fuente,"EADC Servicios Inmobiliarios,sl.",2.565 €/m²,295.000 €,115 m²,https://www.pisos.com/comprar/piso-centro_arroyo_la_fuente28944-51732176084_515002/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,115 m²,81 m²,,3,2,Entre 20 y 30 años,En buen estado,4515002-EADC-658-F,Más de 2,,Parquet,,Aluminio,Frío y calor,Gas natural,N/A,N/A,1,,,,,Sureste,,,,,4ª,N/A,Entre 60 y 80 €,,N/A,,,,,,,,N/A,N/A,,,,,,
Piso en Parque Europa-El Prado,"ESTUDIO PINTO I, S.L.",2.298 €/m²,377.000 €,164 m²,https://www.pisos.com/comprar/piso-parque_europa_el_prado-51667988235_100200/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,164 m²,,,,3,Entre 20 y 30 años,En buen estado,TC452-608299,,,Gres,,,,N/A,,,1,,,,,,,,,N/A,4ª,,,,N/A,,N/A,,,,,,,,,,,,,
Chalet adosado en calle de Colombia,ROOM-HOUSE INMOBILIARIA,2.352 €/m²,399.990 €,170 m²,https://www.pisos.com/comprar/chalet_adosado-las_americas28983-50080109850_518514/,Anuncio actualizado el 12/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,170 m²,170 m²,161 m²,4,3,Entre 20 y 30 años,En buen estado,4518514-VV-AC,Más de 2,N/A,Gres,N/A,Aluminio,Frío y calor,Gas natural,Amueblada,N/A,Más de 2,N/A,N/A,Privado,,Este,N/A,N/A,,,,,,N/A,,N/A,,N/A,N/A,N/A,N/A,,,,N/A,,,,,
Piso en calle de Miraflores,GRAN SUR INMOBILIARIA,2.625 €/m²,210.000 €,80 m²,https://www.pisos.com/comprar/piso-loranca_nuevo_versalles_parque_miraflores-51723362767_513485/,Anuncio actualizado el 06/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,80 m²,70 m²,,3,1,Entre 20 y 30 años,Reformado,4513485-005387,,N/A,Tarima maciza,N/A,PVC,Frío y calor,Eléctrica,N/A,N/A,,N/A,,Comunitario,Comunitaria,Suroeste,,,,,Bajo,N/A,Entre 80 y 100 €,,N/A,,N/A,,,,,,N/A,N/A,,,,,,
Ático en Avanzada-La Cueva,REDPISO,2.249 €/m²,359.900 €,160 m²,https://www.pisos.com/comprar/atico-avanzada_la_cueva28945-50892078149_510357/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,160 m²,120 m²,,2,2,Entre 10 y 20 años,Reformado,4510357-000030,N/A,,Gres,,,Frío y calor,Gas natural,,,,N/A,N/A,,,Suroeste,,,,N/A,4ª,N/A,,N/A,N/A,,N/A,,,,,N/A,,,,,,,,
Piso en calle de Enrique Lister,PLURALIS INMOBILIARIA,2.349 €/m²,390.000 €,166 m²,https://www.pisos.com/comprar/piso-getafe_sector_iii-48357661207_103800/,Anuncio actualizado el 25/01/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,166 m²,,,2,2,Entre 10 y 20 años,,INB170-VIVIENDA319,N/A,,Tarima maciza,,,Frío y calor,Gas natural,N/A,,2,,N/A,,Comunitaria,,,,,N/A,2ª,N/A,Más de 100 €,,N/A,,N/A,N/A,,,,,,N/A,,N/A,,,,
Ático en calle de Pinto,OPEN HOUSE INMOBILIARIA,1.655 €/m²,298.000 €,180 m²,https://www.pisos.com/comprar/atico-calle_pinto_san_roque-39207344114_996012/,Anuncio actualizado el 13/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,180 m²,80 m²,,3,2,Entre 10 y 20 años,En buen estado,4996012-PAR-P01,Más de 2,N/A,Gres,N/A,PVC,Frío y calor,Aerotermia,N/A,N/A,1,N/A,N/A,Comunitario,Comunitaria,Sur,,,,N/A,4ª,N/A,Entre 80 y 100 €,,N/A,,N/A,N/A,,,N/A,,N/A,N/A,,,,,,
Piso en Avda. Fuenlabrada - Escritores,UNIPISO,2.695 €/m²,199.500 €,74 m²,https://www.pisos.com/comprar/piso-leganes_centro28912-50874323380_106000/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,74 m²,62 m²,,3,1,Más de 50 años,,NI7-2360-V,1,,Tarima flotante,,Climalit,,N/A,Amueblada,N/A,,,2,,,,,,,,1ª,,,Cocina amueblada,,,,,,,,,,,,Agua individual,,,,
Piso en Villayuventus-Renfe,"CONSULTING INMOBILIARIO PARLA CENTRO, S.L.",1.970 €/m²,134.000 €,68 m²,https://www.pisos.com/comprar/piso-villayuventus_renfe28982-50915270180_100200/,Anuncio actualizado el 18/02/2025,"E, E","E, E",madrid_sur,68 m²,,,3,1,Entre 30 y 50 años,En buen estado,TC220-606231,,,Gres,,,N/A,N/A,N/A,,,,N/A,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,
Piso en calle de Santa Mónica,Estudio Nuevo San Martin De La Vega Slu,1.720 €/m²,177.260 €,103 m²,https://www.pisos.com/comprar/piso-san_martin_de_la_vega_centro_urbano-51675335928_100200/,Anuncio actualizado el 19/02/2025,"E, E","E, E",madrid_sur,103 m²,,,3,2,Entre 30 y 50 años,En buen estado,TC836-609389,1,,,,,N/A,Central,N/A,,,,N/A,,Comunitaria,,,,,,,,,,,,,,,,,,,,,,,N/A,,
Piso en Avanzada-La Cueva,TECNOCASA FUENLABRADA,2.317 €/m²,197.000 €,85 m²,https://www.pisos.com/comprar/piso-avanzada_la_cueva28945-51694696238_100200/,Anuncio actualizado el 20/02/2025,"E, E","E, E",madrid_sur,85 m²,,,3,1,Entre 30 y 50 años,En buen estado,TC159-608696,,,,,,,,,,,,,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,
Piso en San Nicasio-Campo de Tiro-Solagua,"ESTUDIO RIO DUERO, S.L.",1.000 €/m²,80.000 €,80 m²,https://www.pisos.com/comprar/piso-san_nicasio_campo_de_tiro_solagua28913-50080972743_100200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,80 m²,,,3,1,Más de 50 años,Reformado,TC143-602939,,,,,,,,,,,,N/A,,,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,
Piso en Centro,TECNOCASA NUEVO HOSPITAL,2.460 €/m²,219.000 €,89 m²,https://www.pisos.com/comprar/piso-valdemoro_centro28342-51760498496_100200/,Anuncio actualizado el 10/02/2025,"E, E","E, E",madrid_sur,89 m²,,,3,2,Entre 30 y 50 años,En buen estado,TC466-608196,,,,,,,,,,1,,N/A,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Cerro-El Molino,REDPISO,2.642 €/m²,185.000 €,70 m²,https://www.pisos.com/comprar/piso-cerro_el_molino28941-51711343836_510357/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,70 m²,56 m²,,2,1,Entre 30 y 50 años,En buen estado,4510357-000034,,,Tarima flotante,,Aluminio,Frío y calor,Suelo radiante,,,,N/A,,,,Noreste,,,,,3ª,N/A,Entre 60 y 80 €,,N/A,,,,,,,,,N/A,,,,,,
Piso en Avanzada-La Cueva,"CONSULTING PARQUE DE LOS ESTADOS, S.L.",2.779 €/m²,189.000 €,68 m²,https://www.pisos.com/comprar/piso-avanzada_la_cueva28944-51762128601_100200/,Anuncio actualizado el 04/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,68 m²,,,3,1,Entre 30 y 50 años,A reformar,TC84-608364,,,Gres,,,,Central,,,,,N/A,,,,,,,,,,Más de 100 €,,N/A,,N/A,,,,,,,,,,,,,
Piso en Reyes,"CONSULTING INMOBILIARIO PARLA REYES, S.L.U.",1.686 €/m²,140.000 €,83 m²,https://www.pisos.com/comprar/piso-reyes-51707340165_100200/,Anuncio actualizado el 20/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,83 m²,,,3,1,Más de 50 años,En buen estado,TC308-609922,,,,,,,,,,,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,
Piso en El Nido-Las Fuentes,"CONSULTING INMOBILIARIO PARLA VILLAYUVENTUS, S.L",1.921 €/m²,149.900 €,78 m²,https://www.pisos.com/comprar/piso-el_nido_las_fuentes-50080944967_100200/,Anuncio actualizado el 30/12/2024,Error al procesar consumo,Error al procesar emisiones,madrid_sur,78 m²,,,3,1,Entre 30 y 50 años,En buen estado,TC726-603391,,,Gres,,,N/A,,,,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Dúplex en calle de la Magdalena,BOENDE Servicios Inmobiliarios,2.922 €/m²,415.000 €,142 m²,https://www.pisos.com/comprar/duplex-getafe_distrito_centro28901-50072784270_522761/,Anuncio actualizado el 05/02/2025,"E, D","E, D",madrid_sur,142 m²,110 m²,,3,2,Entre 30 y 50 años,En buen estado,522761-92_22,Más de 2,,Gres,,PVC,Frío y calor,Gas natural,N/A,N/A,1,N/A,N/A,,,Este,,,,,2ª,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,
Casa adosada en calle de Guimaraes,GALAXIA SERVICIOS INMOBILIARIOS,1.647 €/m²,280.000 €,170 m²,https://www.pisos.com/comprar/casa_adosada-la_montana_cortijo_de_san_isidro28300-51758545598_100500/,Anuncio actualizado el 05/02/2025,Error al procesar consumo,Error al procesar emisiones,madrid_sur,170 m²,160 m²,,4,3,Entre 20 y 30 años,En buen estado,SA1424-ME2492,1,,Gres,N/A,,Frío,Gas natural,Cocina amueblada,,1,N/A,N/A,Privado,Comunitaria,Norte,,,Adosada,,,,Más de 100 €,,,,,,,,,,,,,,,,,
