nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Superficie útil,Habitaciones,Baños,Planta,Antigüedad,Gastos de comunidad,Referencia,Amueblado,Armarios empotrados,Tipo suelo,Calefacción,Garaje,Orientación,Superficie solar,Tipo de casa,Agua,Comedor,Terraza,Conservación,Aire acondicionado,Cocina equipada,Jardín,Trastero,Piscina,Vidrios dobles,Chimenea,Sistema de seguridad,Puerta blindada,Balcón,Urbanizado,Lavadero,Teléfono,Exterior,Interior,Calle alumbrada,Calle asfaltada,Ascensor,Adaptado a personas con movilidad reducida,Se aceptan mascotas,Soleado,Carpintería exterior,Carpintería interior,Portero automático,Gas
Piso en Alcobendas,Gilmar La Moraleja,6.900 €/m²,345.000 €,50 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_centro28108-51704951247_102100/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,50 m²,,1,1,,,,GM6-193868,,,,,1,,,,,,,,,,N/A,,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Piso en Alcobendas,Gilmar La Moraleja,4.593 €/m²,960.000 €,209 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_ensanche28100-41765897658_102100/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,209 m²,,3,2,,,,GM6-194503,,,,,2,Sur,,,,,126.61,,,,N/A,N/A,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Loft en Avenida de Severo Ochoa,DIPLOMATIC REAL ESTATE,3.611 €/m²,325.000 €,90 m²,28904,https://www.pisos.com/comprar/loft-la_moraleja_distrito28703-50864140307_996542/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,90 m²,84 m²,1,1,3ª,Entre 20 y 30 años,,996542-4210-GF,N/A,1,Parquet,Central,1,Sur,,,,N/A,N/A,Reformado,Frío,N/A,Comunitario,N/A,Comunitaria,N/A,,,N/A,,,,,,A patio manzana,,,N/A,N/A,,N/A,PVC,,N/A,N/A
Chalet adosado en El Soto de la Moraleja,MAGNAPOL Soluciones Inmobiliarias,6.666 €/m²,1.200.000 €,180 m²,28904,https://www.pisos.com/comprar/chalet_adosado-el_soto_de_la_moraleja28109-50881157065_179400/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,180 m²,160 m²,4,4,,Más de 50 años,,1794-2102827,,Más de 2,Parquet,Gas natural,1,Sureste,,,,N/A,,En buen estado,Frío,N/A,Privado,,Comunitaria,N/A,,,N/A,,,,,,,,,,,,,PVC,,,N/A
Piso en Pedrezuela,Gilmar RACE - Santo Domingo,2.148 €/m²,159.000 €,74 m²,28108,https://www.pisos.com/comprar/piso-pedrezuela_centro_urbano-51674799385_102100/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,74 m²,,2,1,,,,GM27-205400,,,,,1,,,,,,,,,,,,,,,,,,,,,Exterior,,,,,,,,,,,
Casa en calle de la Sierra del Agua,HOGARES TRES CANTOS,2.770 €/m²,665.000 €,240 m²,28903,https://www.pisos.com/comprar/casa-tres_cantos_soto_de_vinuelas-48374313178_528974/,2025-01-23,"D, D","D, D",240 m²,200 m²,4,4,,Entre 30 y 50 años,,4528974-SierraAguaCarlota,,Más de 2,,Gas natural,1,,,,,,,En buen estado,Frío y calor,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,N/A
Chalet en El Molar,Gilmar RACE - Santo Domingo,1.524 €/m²,642.000 €,421 m²,28086,https://www.pisos.com/comprar/chalet-el_molar_el_molar-51690984142_102100/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,421 m²,,8,5,,,,GM27-204666,,,,,N/A,,5.475 m²,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet adosado en El Soto de la Moraleja,MAGNAPOL Soluciones Inmobiliarias,7.333 €/m²,1.100.000 €,150 m²,28904,https://www.pisos.com/comprar/chalet_adosado-el_soto_de_la_moraleja-48368251771_179400/,2025-01-31,Error al procesar consumo,Error al procesar emisiones,150 m²,145 m²,3,4,,Entre 30 y 50 años,,1794-11011666,,Más de 2,Tarima flotante,Gas natural,2,,,,,N/A,,Reformado,Frío y calor,N/A,Privado,,Comunitaria,N/A,,,,,,,,,,,,,,,,PVC,,,N/A
Piso en calle de Sevilla,HM INMOBILIARIA,2.176 €/m²,246.000 €,113 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_centro28100-44247713025_528352/,2025-02-05,"E, E","E, E",113 m²,90 m²,4,1,1ª,Entre 30 y 50 años,,4528352-8322,,,Gres,,,,,,,N/A,N/A,A reformar,,N/A,,,,,,,N/A,,,,,N/A,,,,,,,,Hierro,,,
Casa adosada en Alalpardo,Alfa Su Nuevo Hogar,1.572 €/m²,360.000 €,229 m²,28162,https://www.pisos.com/comprar/casa_adosada-alalpardo-43350893386_101000/,2025-01-04,Error al procesar consumo,Error al procesar emisiones,229 m²,208 m²,3,3,,,,AF98-6954/1649,,Más de 2,,,,Oeste,,Adosada,,,5,,Frío,,,N/A,,,,,N/A,,,,,,,,,,,,,,,,
Piso en Avenida de Madrid,HOGARES TRES CANTOS,2.850 €/m²,342.000 €,120 m²,28903,https://www.pisos.com/comprar/piso-nuevo_tres_cantos-50860838330_528974/,2025-01-29,"C, C","C, C",120 m²,70 m²,2,1,5ª,Entre 10 y 20 años,,4528974-madrana,N/A,2,,Gas natural,1,,,,,N/A,N/A,En buen estado,Frío y calor,N/A,Comunitario,N/A,Comunitaria,,,N/A,N/A,N/A,,N/A,N/A,N/A,,,,N/A,N/A,N/A,,,,N/A,N/A
Casa pareada en Fuente el Saz de Jarama,CONSULTING INMOBILIARIO C Y H,2.503 €/m²,573.300 €,229 m²,28059,https://www.pisos.com/comprar/casa_pareada-fuente_el_saz_de_jarama_centro_urbano-40027211666_106700/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,229 m²,,3,3,,,,IFC76289-04238,,,,,,,415 m²,Pareada,,,,,,,N/A,,,,,,,,,,,,,,,N/A,,,,,,,
Piso en callejón del Cisco,BREM GLOBAL INMOBILIARIA,3.380 €/m²,169.000 €,50 m²,28168,https://www.pisos.com/comprar/piso-el_vellon_centro_urbano-51731318790_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,50 m²,,1,1,Bajo,Entre 10 y 20 años,,SA5479-19022025/11756,N/A,,,Eléctrica,,,,,N/A,,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,,
Chalet en Ciudalcampo,Gilmar RACE - Santo Domingo,2.361 €/m²,2.480.000 €,1.050 m²,28134,https://www.pisos.com/comprar/chalet-ciudalcampo_fuente_del_fresno28707-31725825731_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,1.050 m²,,5,7,,,,GM27-171411,,,,,N/A,Sur,5.210 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en S.S. de los Reyes,Gilmar RACE - Santo Domingo,4.500 €/m²,189.000 €,42 m²,28134,https://www.pisos.com/comprar/piso-arroyos_y_tempranales28703-51680587910_102100/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,42 m²,,1,1,,,,GM27-206318,,,,,1,,,,,,6,,,,N/A,,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Chalet en Ciudalcampo,Gilmar RACE - Santo Domingo,2.538 €/m²,1.990.000 €,784 m²,28134,https://www.pisos.com/comprar/chalet-ciudalcampo_fuente_del_fresno28707-5860580403_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,784 m²,,5,6,,,,GM27-149216,,,,,,Norte,3.650 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Avenida de La Cabrera,BREM GLOBAL INMOBILIARIA,2.217 €/m²,499.000 €,225 m²,28030,https://www.pisos.com/comprar/chalet-la_cabrera_centro_urbano-51699643916_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,225 m²,,3,2,,Entre 10 y 20 años,,SA5479-12022025/11756,N/A,1,,N/A,1,,500 m²,,N/A,,N/A,,,,N/A,N/A,,,N/A,,N/A,,,,,,,,,,,,,,,,
Estudio en Rosa Luxemburgo-Padrerón-Polígono Industrial Norte,HAUSLINKS,3.549 €/m²,252.000 €,71 m²,28134,https://www.pisos.com/comprar/estudio-rosa_luxemburgo_padreron_poligono_industrial_norte-36673874256_100500/,2024-11-05,"D, D","D, D",71 m²,60 m²,1,1,6ª,,,SA4815-101233865,N/A,1,,,,Sur,,,,,N/A,En buen estado,N/A,N/A,N/A,,,,,,,N/A,,,,N/A,,,,N/A,,,,,,,
Chalet en calle M103,SonCasas Multiservicios Inmobiliarios,1.066 €/m²,319.900 €,300 m²,28059,https://www.pisos.com/comprar/chalet-fuente_el_saz_de_jarama_centro_urbano-31729046011_108900/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,300 m²,280 m²,4,2,,,,XA561-1440,N/A,,,Gasoil,,Noreste,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,
Piso en Sur,ALFA COLMENAR,2.837 €/m²,210.000 €,74 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_centro-51678187893_101000/,2025-02-10,Error al procesar consumo,Error al procesar emisiones,74 m²,,3,1,,,,AF41-99/5780,,,,,,Oeste,,,,,3,,,,,,,,,,N/A,,,,,N/A,N/A,,,,,,,,,,
Chalet en Centro,AGENCIA CONTACASA ASESORES,1.489 €/m²,210.000 €,141 m²,28107,https://www.pisos.com/comprar/chalet-patones_centro_urbano-50905240451_103800/,2025-02-12,"E, E","E, E",141 m²,,3,2,,,,INB35-1392-Mp2902,,,,N/A,1,,,,,,N/A,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Soto de La Moraleja,Gilmar La Moraleja,4.500 €/m²,1.800.000 €,400 m²,28904,https://www.pisos.com/comprar/piso-la_moraleja_encinar_de_los_reyes28109-21695643415_102100/,2025-02-09,Error al procesar consumo,Error al procesar emisiones,400 m²,,6,5,,,,GM6-169676,,,,,2,Norte,,,,,80,,,,N/A,,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Chalet en Fuente del Fresno,Gilmar RACE - Santo Domingo,1.466 €/m²,1.450.000 €,989 m²,28134,https://www.pisos.com/comprar/chalet-dehesa_vieja_puente_cultural28708-34202720113_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,989 m²,,13,12,,,,GM27-183548,,,,,2,Este,3.522 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Bulgaria,  s/n","PREMIER ESPAÑA, S.A.",2.516 €/m²,759.900 €,302 m²,28903,https://www.pisos.com/comprar/piso-nuevo_tres_cantos-4946850645_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,302 m²,,4,2,,,,4991481-21604042,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Chalet en calle del Cantueso,BREM GLOBAL INMOBILIARIA,1.730 €/m²,225.000 €,130 m²,28029,https://www.pisos.com/comprar/chalet-cabanillas_de_la_sierra_centro_urbano-45837887942_100500/,2024-09-12,Error al procesar consumo,Error al procesar emisiones,130 m²,,3,1,,,,SA5479-105027657/11756,,,,,,Norte,2.200 m²,,,,N/A,,,,N/A,N/A,Comunitaria,,,,,,,,,,,,,,,,,,,,
Casa adosada en calle de Alcalá,JLC CONSTRUCCIONES,2.625 €/m²,291.427 €,111 m²,28163,https://www.pisos.com/comprar/casa_adosada-valdepielagos_centro_urbano-43428690267_100500/,2025-01-04,Error al procesar consumo,Error al procesar emisiones,111 m²,,3,2,,,,SA4724-612/10378,,,,,1,,,Adosada,,,,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,
Piso en Ciudalcampo-Fuente del Fresno,Huspy,425 €/m²,1.495.000 €,3.511 m²,28134,https://www.pisos.com/comprar/piso-ciudalcampo_fuente_del_fresno28708-51704417852_108500/,2025-02-17,"A, A","A, A",3.511 m²,,7,8,,,,AG662-abad1b6e-1e0c-41bc-8e31-1761fa657a6d,,N/A,,,,,,,,,,,N/A,,N/A,N/A,Privada,,,,,,,,,,,,,,,,,,,,
Finca rústica en Fuente el Saz de Jarama,INMOBILIARIA TECNICA NORTE PASARELA,100 €/m²,675.000 €,140 m²,28059,https://www.pisos.com/comprar/finca_rustica-fuente_el_saz_de_jarama_centro_urbano-40842762069_106700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,140 m²,135 m²,3,,,,,IFC76153-1737TN,,,,,,,6.750 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Alcobendas,Gilmar La Moraleja,3.988 €/m²,997.000 €,250 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_centro28108-51764073709_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,250 m²,,3,4,,,,GM6-186894,,,,,2,,,,,,20,,,,N/A,,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Casa adosada en La Moraleja,Huspy,Error al procesar precio m²,1.650.000 €,5,28904,https://www.pisos.com/comprar/casa_adosada-la_moraleja_distrito28109-51692813601_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,,,5,5,,,,AG662-93f44933-f5a3-4d92-a52f-a63ffd209a2c,,N/A,,,,Sur,,Adosada,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,
Piso en Tres Cantos,Gilmar Mirasierra,3.421 €/m²,698.000 €,204 m²,28903,https://www.pisos.com/comprar/piso-nuevo_tres_cantos-51717541995_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,204 m²,,4,3,,,,GM23-206425,,,,,2,,,,,,50,,,,N/A,N/A,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Chalet en Ciudalcampo,Gilmar RACE - Santo Domingo,1.846 €/m²,1.725.000 €,934 m²,28134,https://www.pisos.com/comprar/chalet-ciudalcampo_fuente_del_fresno28707-38360220205_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,934 m²,,7,8,,,,GM27-190533,,,,,2,Noroeste,4.004 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle del Fuego,PRIMER NIVEL,2.596 €/m²,270.000 €,104 m²,28006,https://www.pisos.com/comprar/piso-alcobendas_centro28100-49230285240_100500/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,104 m²,,3,1,3ª,,Entre 80 y 100 €,SA4828-24-075,,,,,,,,,,,,En buen estado,,,,N/A,,,,,,,,,,N/A,,,,N/A,,,,,,,
Chalet adosado en El Soto de La Moraleja,MAGNAPOL Soluciones Inmobiliarias,6.250 €/m²,1.250.000 €,200 m²,28904,https://www.pisos.com/comprar/chalet_adosado-el_soto_de_la_moraleja28109-5068228049_179400/,2025-01-11,Error al procesar consumo,Error al procesar emisiones,200 m²,189 m²,3,3,,Entre 30 y 50 años,,1794-2102775,,Más de 2,,Gas natural,1,Suroeste,,,,,,En buen estado,Frío y calor,C0n electrodomésticos,Privado,,Comunitaria,N/A,,,,,,,,,,,,,,,,PVC,,,N/A
Chalet en La Moraleja,Gilmar La Moraleja,7.200 €/m²,18.000.000 €,2.500 m²,28904,https://www.pisos.com/comprar/chalet-la_moraleja_encinar_de_los_reyes28109-51727384386_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,2.500 m²,,,,,,,GM6-201956,,,,,,,10.000 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en calle de Manuel,CRUZ & ASOCIADOS,1.130 €/m²,320.000 €,283 m²,28045,https://www.pisos.com/comprar/casa-el_olivar_la_magdalena-34248502129_501223/,2025-01-28,Error al procesar consumo,Error al procesar emisiones,283 m²,220 m²,3,1,,Más de 50 años,,4501223-000499,,,,,2,,223 m²,,,,N/A,A reformar,,,,,,,,,,,,,,,,,,,,,,,,,
Casa en Sector de los Oficios,HOGARES TRES CANTOS,1.750 €/m²,315.000 €,180 m²,28903,https://www.pisos.com/comprar/casa-nuevo_tres_cantos-50880137122_528974/,2025-01-23,"D, D","D, D",180 m²,175 m²,4,3,,Entre 30 y 50 años,Entre 60 y 80 €,4528974-OFILOCA,,,Tarima flotante,Eléctrica,,,,,,N/A,,En buen estado,Frío y calor,N/A,,,,,,,,,,N/A,,,,,,,,N/A,,PVC,,,
Dúplex en Casco Antiguo 50,MILLENIUM SERVICIOS INMOBILIARIOS,2.173 €/m²,250.000 €,115 m²,28041,https://www.pisos.com/comprar/duplex-cobena_centro_urbano-51722898128_100500/,2025-02-13,Error al procesar consumo,Error al procesar emisiones,115 m²,62 m²,2,2,1ª,Entre 10 y 20 años,Entre 40 y 60 €,SA3384-00643/8697,,,,Eléctrica,1,Sureste,,,,,N/A,,,,,N/A,,,,,,N/A,,,,,,,,,,,,,,,
Loft en calle de la Calera,Grupo EXTRA,2.727 €/m²,270.000 €,99 m²,28903,https://www.pisos.com/comprar/loft-tres_cantos_zona_industrial-51699845249_100500/,2025-02-20,"D, C","D, C",99 m²,74 m²,1,2,Bajo,Entre 10 y 20 años,Más de 100 €,SA874-CA-2122/1158,,,,N/A,1,Norte,,,N/A,,,,N/A,,,N/A,Comunitaria,,,,,,,,,,,,,N/A,,,,,,,
Piso en S.S. de los Reyes,Gilmar RACE - Santo Domingo,4.500 €/m²,189.000 €,42 m²,28134,https://www.pisos.com/comprar/piso-arroyos_y_tempranales28703-51756041078_102100/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,42 m²,,1,1,,,,GM27-206320,,,,,1,,,,,,6,,,,N/A,,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Casa adosada en Torrelaguna,Huspy,1.923 €/m²,250.000 €,130 m²,28151,https://www.pisos.com/comprar/casa_adosada-torrelaguna_centro_urbano-51711019951_108500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,130 m²,,3,3,,,,AG662-d94eb7cd-b651-41b9-a53b-68176b9f9ead,,N/A,,Eléctrica,,Este,,Adosada,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,
Chalet en Carretera Torrela Montejo,SonCasas Multiservicios Inmobiliarios,935 €/m²,160.000 €,171 m²,28902,https://www.pisos.com/comprar/chalet-serrada_de_la_fuente-49176597553_108900/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,171 m²,100 m²,2,1,,,,XA561-1614,,,,,,Sur,,,,,,A reformar,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Ciudalcampo,Gilmar RACE - Santo Domingo,3.958 €/m²,1.900.000 €,480 m²,28134,https://www.pisos.com/comprar/chalet-san_sebastian_de_los_reyes_casco_antiguo28701-51711842104_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,480 m²,,5,5,,,,GM27-203335,,,,,2,,2.535 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Valdeolmos,MAYAC INMOBILIARIA,1.076 €/m²,560.000 €,520 m²,28162,https://www.pisos.com/comprar/chalet-valdeolmos-51747956657_100500/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,520 m²,475 m²,5,5,,,,SA3310-100431722,,1,,,1,Sur,510 m²,,,,N/A,En buen estado,N/A,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Casa en Valdeolmos,INMOBILIARIA TECNICA NORTE PASARELA,2.307 €/m²,630.000 €,273 m²,28162,https://www.pisos.com/comprar/casa-valdeolmos-47532288347_106700/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,273 m²,270 m²,6,3,,,,IFC76153-1783TN,,,,,,,1.159 m²,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dúplex en Fuente El Saz de Jarama,Alfa Su Nuevo Hogar,2.368 €/m²,189.500 €,80 m²,28059,https://www.pisos.com/comprar/duplex-fuente_el_saz_de_jarama_centro_urbano-49167954234_101000/,2024-11-18,Error al procesar consumo,Error al procesar emisiones,80 m²,50 m²,1,1,,,,AF98-6954/1138,,,,,,,,,,,,,Frío,,,N/A,N/A,,,,N/A,,,,,N/A,,,,2,,,,,,,
Chalet en Ciudalcampo,Gilmar RACE - Santo Domingo,4.000 €/m²,2.400.000 €,600 m²,28134,https://www.pisos.com/comprar/chalet-ciudalcampo_fuente_del_fresno28707-42555173183_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,600 m²,,6,6,,,,GM27-193794,,,,,Más de 2,Noroeste,2.500 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Soto de La Moraleja,Gilmar La Moraleja,6.250 €/m²,1.250.000 €,200 m²,28006,https://www.pisos.com/comprar/chalet-alcobendas_ensanche28100-51678725559_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,200 m²,,4,3,,,,GM6-205388,,,,,1,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Centro,Estudio Colmenar Viejo Slu,1.926 €/m²,210.000 €,109 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_centro-50850104047_100200/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,109 m²,,2,2,2ª,Entre 10 y 20 años,,TC819-499915,,,,Central,2,,,,,,N/A,En buen estado,N/A,,N/A,,Comunitaria,,,N/A,,N/A,,,,,,,,,,,,,,,
Chalet en Santo Domingo,Gilmar RACE - Santo Domingo,3.209 €/m²,1.595.000 €,497 m²,28009,https://www.pisos.com/comprar/chalet-algete_centro_urbano-51741083761_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,497 m²,,5,7,,,,GM27-202337,,,,,Más de 2,,1.913 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Ático en Zaporra,PISOS Y SEGUROS.COM,2.696 €/m²,275.000 €,102 m²,28006,https://www.pisos.com/comprar/atico-alcobendas_ensanche28100-44246888009_100500/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,102 m²,100 m²,2,2,1ª,Entre 30 y 50 años,,SA1435-01420/5089,,1,,N/A,,Sureste,,,,N/A,N/A,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,
Chalet en Lozoya Somosierra,Alejandra BOVE,1.599 €/m²,435.000 €,272 m²,28030,https://www.pisos.com/comprar/chalet-la_cabrera_centro_urbano-50084020116_108700/,2025-02-18,"E, E","E, E",272 m²,272 m²,6,2,,Entre 30 y 50 años,,UVC695-30446,,,,,,,1.053 m²,,,,N/A,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Santo Domingo,Gilmar RACE - Santo Domingo,4.056 €/m²,795.000 €,196 m²,28009,https://www.pisos.com/comprar/chalet-nueva_estacion_de_servicio-44243574675_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,196 m²,,4,4,,,,GM27-191833,,,,,,,1.590 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en calle de Los Picos de Olite,REINO INMOBILIARIO Y FINANCIERO,2.560 €/m²,174.090 €,68 m²,28134,https://www.pisos.com/comprar/piso-san_sebastian_de_los_reyes_casco_antiguo28703-49220654431_100500/,2025-01-21,Error al procesar consumo,Error al procesar emisiones,68 m²,,2,1,Bajo,,,SA5392-Apartamento 2 dormitorios Picos de Olite,,,,,,,,,,,,A estrenar,,Cocina americana,,,,,,,,,,,,,,,,,,,,,,,
"Piso en Avenida de los Montes,  s/n",GETSA,3.676 €/m²,717.000 €,195 m²,28903,https://www.pisos.com/comprar/piso-nuevo_tres_cantos-2983831155_109700/,2025-01-27,Error al procesar consumo,Error al procesar emisiones,195 m²,,4,3,Bajo,,,4993631-19397996,,,,,N/A,,,,,,N/A,A estrenar,,,,N/A,,,,,,,,,,,,,,N/A,,,,,,,
Chalet en Santo Domingo,Gilmar RACE - Santo Domingo,3.552 €/m²,1.375.000 €,387 m²,28009,https://www.pisos.com/comprar/chalet-nueva_estacion_de_servicio-41675238284_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,387 m²,,6,7,,,,GM27-193860,,,,,1,Este,1.711 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Vega de La Moraleja,Gilmar RACE - Santo Domingo,4.095 €/m²,385.000 €,94 m²,28134,https://www.pisos.com/comprar/piso-arroyos_y_tempranales28703-51741998677_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,94 m²,,1,1,,,,GM27-203409,,,,,1,,,,,,,,,,N/A,,N/A,,,,,,,,,Exterior,,,,,,,,,,,
Chalet en Algete,Gilmar RACE - Santo Domingo,1.889 €/m²,599.000 €,317 m²,28009,https://www.pisos.com/comprar/chalet-algete_centro_urbano-51747219731_102100/,2025-02-15,Error al procesar consumo,Error al procesar emisiones,317 m²,,3,3,,,,GM27-193423,,,,,N/A,,498 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Urb. Miraval,EDPA22 INMOBILIARIA,2.194 €/m²,599.000 €,273 m²,28162,https://www.pisos.com/comprar/chalet-valdeolmos-49210202361_100500/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,273 m²,270 m²,7,3,,Entre 20 y 30 años,,SA5143-EDPA2239/11274,,1,Mármol,N/A,1,,1.159 m²,,N/A,N/A,N/A,,N/A,,N/A,N/A,N/A,,N/A,N/A,,,N/A,,N/A,,,,,,,,,,,,
Piso en San Andrés,Estudio Inmobiliario Colmenar Norte Sl,2.630 €/m²,199.900 €,76 m²,28045,https://www.pisos.com/comprar/piso-colmenar_viejo_san_andres-50905949064_100200/,2025-01-27,"E, E","E, E",76 m²,,2,1,2ª,Más de 50 años,,TC903-605983,,,,N/A,,,,,,,,En buen estado,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Fuente del Fresno,Gilmar RACE - Santo Domingo,2.865 €/m²,1.195.000 €,417 m²,28134,https://www.pisos.com/comprar/chalet-dehesa_vieja_puente_cultural28708-51733914354_102100/,2025-02-07,Error al procesar consumo,Error al procesar emisiones,417 m²,,5,3,,,,GM27-201627,,,,,Más de 2,,209 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Casa pareada en Somosierra,TEAM JAVIER VILLALBA,1.500 €/m²,165.000 €,110 m²,28143,https://www.pisos.com/comprar/casa_pareada-somosierra_centro_urbano-48337019461_101800/,2025-02-05,"C, A","C, A",110 m²,,3,2,,,,IF5563-SOMOSIERRA 3 HABITACIONES,,1,,Central,,,60 m²,Pareada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa unifamiliar en Las Vegas,ALFA COLMENAR,1.694 €/m²,649.000 €,383 m²,28045,https://www.pisos.com/comprar/casa_unifamiliar-las_vegas_el_pozanco_adelfillas28770-39225680995_101000/,2024-12-10,Error al procesar consumo,Error al procesar emisiones,383 m²,172 m²,3,6,,,,AF41-99/5740,,Más de 2,,,,,,Unifamiliar,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Ciudalcampo,Gilmar RACE - Santo Domingo,4.035 €/m²,1.695.000 €,420 m²,28134,https://www.pisos.com/comprar/chalet-ciudalcampo_fuente_del_fresno28707-35006512480_102100/,2025-02-06,Error al procesar consumo,Error al procesar emisiones,420 m²,,5,5,,,,GM27-187240,,,,,N/A,Oeste,2.872 m²,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,
Chalet en Fuente el Saz de Jarama,Huspy,1.948 €/m²,419.000 €,215 m²,28059,https://www.pisos.com/comprar/chalet-fuente_el_saz_de_jarama_centro_urbano-51711396434_108500/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,215 m²,,4,4,,,,AG662-a9777dd7-b4d3-40fa-b904-316f8d6e61dd,,N/A,,N/A,,Norte,,,,,,,,,N/A,N/A,Privada,,,,,,,,,,,,,,,,,,,,
