nombre,agencia,precio_m2,precio,superficie,codigo_postal,href,actualizacion,consumo,emisiones,Superficie construida,Habitaciones,Baños,Antigüedad,Conservación,Referencia,Tipo suelo,Aire acondicionado,Calefacción,Ascensor,Superficie útil,Gastos de comunidad,Amueblado,Armarios empotrados,Puerta blindada,Terraza,Orientación,Planta,Exterior,Cocina equipada,Comedor,Trastero,Portero automático,Soleado,Garaje,Vidrios dobles,Agua,Interior,Piscina,Carpintería interior,Carpintería exterior,Gas,Lavadero,Sistema de seguridad,Adaptado a personas con movilidad reducida,Balcón,Jardín,Superficie solar,Tipo de casa,Se aceptan mascotas,No se aceptan mascotas,Teléfono,Chimenea,Calle alumbrada,Urbanizado,Calle asfaltada,Luz
Piso en calle Hermosilla,OASIS HOUSE Servicios Inmobiliarios,10.875 €/m²,1.489.950 €,137 m²,28079,https://www.pisos.com/comprar/piso-goya28006-50066777568_524350/,2025-02-17,"C, C","C, C",137 m²,3,3,Entre 30 y 50 años,A estrenar,524350-OH868,Tarima maciza,Frío y calor,Central,N/A,112 m²,168,N/A,Más de 2,,N/A,,3ª,N/A,N/A,N/A,,N/A,,,N/A,,,,N/A,PVC,,,N/A,,,,,,,,,,,,,
Piso en Quintana,Consulting El Salvador Sl,5.434 €/m²,500.000 €,92 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_quintana-50849522170_100200/,2025-02-20,"E, E","E, E",92 m²,2,1,Más de 50 años,En buen estado,TC1257-606736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de la Fuente del Berro,WALTER HAUS MADRID,9.088 €/m²,1.545.000 €,170 m²,28079,https://www.pisos.com/comprar/piso-goya28009-48349269576_101800/,2025-02-20,"E, E","E, E",170 m²,3,2,Más de 50 años,,IF75984-M11502V,,,Central,N/A,,,N/A,1,,,,1ª,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en calle de Alustante,WALTER HAUS CHAMARTIN,8.316 €/m²,1.339.000 €,161 m²,28079,https://www.pisos.com/comprar/atico-chamartin_prosperidad28002-50070541726_101800/,2025-02-20,"D, D","D, D",161 m²,3,2,Más de 50 años,,IF76850-M30591V,,,Central,N/A,,,,1,N/A,N/A,,7ª,,N/A,,,,,,,,,Propia,,,,,,,,,,,,,,,,,,
Ático en calle del Poeta Joan Maragall,WALTER HAUS CHAMARTIN,6.624 €/m²,2.875.000 €,434 m²,28079,https://www.pisos.com/comprar/atico-tetuan_cuatro_caminos28020-50038149259_101800/,2025-02-20,"D, D","D, D",434 m²,6,4,,,IF76850-M30595V,,,Central,N/A,,,,,N/A,N/A,,10ª,,,,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle de Estanislao Gómez,WALTER HAUS CHAMARTIN,Error al procesar precio m²,1.250.000 €,353 m²,28079,https://www.pisos.com/comprar/chalet-hortaleza_palomas28042-49234994599_101800/,2025-02-20,"E, E","E, E",,6,4,Entre 20 y 30 años,,IF76850-M30593V,,,Central,,,,,1,,N/A,,,,,,,,,1,,,,Comunitaria,,,,,,,,Privado,353 m²,,,,,,,,,
Piso en Paseo del General Martínez Campos,WALTER HAUS CHAMBERI,10.631 €/m²,2.190.000 €,206 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-43368784747_101800/,2025-02-20,"D, D","D, D",206 m²,4,4,,,IF76602-M20457V,,,Central,N/A,,,,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Espalter,WALTER HAUS MADRID,12.727 €/m²,3.500.000 €,275 m²,28079,https://www.pisos.com/comprar/piso-jeronimos28014-39205289325_101800/,2025-02-20,"E, D","E, D",275 m²,3,4,,,IF75984-M11293V,,,Central,,,,N/A,1,,,Norte,1ª,,N/A,,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Goya,WALTER HAUS MADRID,13.983 €/m²,2.475.000 €,177 m²,28079,https://www.pisos.com/comprar/piso-goya28001-45091161456_101800/,2025-02-20,"D, D","D, D",177 m²,3,3,Más de 50 años,,IF75984-M11405V,,,,N/A,,,N/A,1,,N/A,,6ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa adosada en Paseo de la Habana,WALTER HAUS CHAMARTIN,7.468 €/m²,2.950.000 €,395 m²,28079,https://www.pisos.com/comprar/casa_adosada-nueva_espana28036-48360110291_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,395 m²,5,6,Entre 30 y 50 años,,IF76850-M30570V,,,Central,,,,,1,N/A,N/A,,,,N/A,,N/A,,,1,,,,Propia,,,,,,,,Privado,431 m²,Adosada,,,,,,,,
Piso en Valdeacederas,"OFICINA PINOS ALTA, S.L.",4.395 €/m²,400.000 €,91 m²,28079,https://www.pisos.com/comprar/piso-valdeacederas28029-51674649742_100200/,2025-02-20,"E, E","E, E",91 m²,3,1,Más de 50 años,En buen estado,TC250-610109,,,,,,,,,,,,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de O'Donnell,WALTER HAUS MADRID,11.583 €/m²,1.390.000 €,120 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-50018732885_101800/,2025-02-20,"B, B","B, B",120 m²,3,2,Más de 50 años,,IF75984-M11563V,,,,N/A,,,N/A,1,,,,7ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Vegafría,Villas de Bravante,4.650 €/m²,1.065.000 €,229 m²,28079,https://www.pisos.com/comprar/piso-fuentelarreina28035-50909144970_109300/,2025-02-18,Error al procesar consumo,Error al procesar emisiones,229 m²,3,3,,,EP1062-1466,,Frío y calor,Central,2,170 m²,Más de 100 €,,,N/A,N/A,Suroeste,1ª,N/A,N/A,,Muy grande y reformado,,,2,,N/A,,Comunitaria,,,,,N/A,,,,,,,,,,,,,
Piso en calle de la Costa Brava,CENTURY 21 R & C,4.775 €/m²,998.000 €,209 m²,28079,https://www.pisos.com/comprar/piso-mirasierra_arroyo_del_fresno28034-51683808416_107700/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,209 m²,4,3,Entre 30 y 50 años,,VE76-0056-00574,,,,N/A,148 m²,,,N/A,N/A,N/A,,,,N/A,,,,,,,,,,,,,N/A,N/A,,N/A,N/A,,,,,,,,,,
Piso en calle del Príncipe de Vergara,OASIS HOUSE Servicios Inmobiliarios,9.110 €/m²,2.469.000 €,271 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-47559046127_524350/,2025-02-17,"C, C","C, C",271 m²,4,5,Más de 50 años,A estrenar,524350-OH785,Tarima maciza,Frío y calor,Central,N/A,243 m²,324€,N/A,Más de 2,N/A,N/A,,1ª,N/A,N/A,N/A,,N/A,,,N/A,,,,,PVC,,N/A,N/A,,,,,,,,,,,,,
Piso en Fuencarrral,ASTONDO REAL ESTATE,4.481 €/m²,726.000 €,162 m²,28079,https://www.pisos.com/comprar/piso-fuencarral_el_pardo_las_tablas28050-51749615633_109300/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,162 m²,3,2,,Reformado,EP740-4385,,,Gas natural,N/A,105 m²,Más de 100 €,,,,N/A,Sur,1ª,N/A,,,Nº12,,,,,,,Comunitaria,,,,,,,,,,,,,,,,,,
Piso en calle de la Fuente del Berro,WALTER HAUS MADRID,7.548 €/m²,1.638.000 €,217 m²,28079,https://www.pisos.com/comprar/piso-goya28009-49232351271_101800/,2025-02-20,"E, E","E, E",217 m²,4,3,,,IF75984-M11517V,,,Central,N/A,,,N/A,,,,,3ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Juan Bravo,WALTER HAUS MADRID,11.240 €/m²,2.900.000 €,258 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-50074501980_101800/,2025-02-20,"D, D","D, D",258 m²,5,5,,,IF75984-M11556V,,,,N/A,,,,1,N/A,,,5ª,,N/A,,N/A,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en Nueva España,WALTER HAUS CHAMARTIN,6.994 €/m²,2.700.000 €,386 m²,28079,https://www.pisos.com/comprar/piso-nueva_espana28036-48339336276_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,386 m²,4,4,Más de 50 años,,IF76850-M30569V,,,Central,N/A,,,,1,N/A,,,6ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Javier Ferrero,  s/n",CALEDONIAN,7.699 €/m²,1.170.250 €,152 m²,28079,https://www.pisos.com/comprar/piso-chamartin_ciudad_jardin28002-4587764408_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,152 m²,2,2,,A estrenar,4528401-21175751,,,,,,,,,,,,,,,,N/A,,,N/A,,,,,,,,,,,,Privado,,,,,,,,,,
Piso en calle de Viriato,WALTER HAUS CHAMBERI,4.666 €/m²,1.540.000 €,330 m²,28079,https://www.pisos.com/comprar/piso-trafalgar28010-50849276421_101800/,2025-02-20,"C, D","C, D",330 m²,5,3,,,IF76602-M20761V,,,Central,N/A,,,,,,,,1ª,,,,,,,,,,,Comunitaria,,,,,,,,,,,,,,,,,,
Piso en calle de los Mártires Concepcionistas,WALTER HAUS MADRID,9.440 €/m²,2.700.000 €,286 m²,28079,https://www.pisos.com/comprar/piso-goya28006-49199301164_101800/,2025-02-20,"E, E","E, E",286 m²,4,5,Más de 50 años,,IF75984-M11515V,,,Central,N/A,,,,1,,,,1ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en calle del Abedul,WALTER HAUS CHAMARTIN,5.156 €/m²,3.950.000 €,766 m²,28079,https://www.pisos.com/comprar/chalet-nueva_espana28036-40913385902_101800/,2025-02-20,"E, E","E, E",766 m²,8,8,,,IF76850-M30520V,,,,,,,N/A,1,,N/A,,,,N/A,,N/A,,,1,,,,Propia,,,,,N/A,,,Privado,,,,,,,,,,
Piso en calle de las Magnolias,J.F. GESTION INMOBILIARIA,5.686 €/m²,290.000 €,51 m²,28079,https://www.pisos.com/comprar/piso-tetuan_almenara28029-49174419295_992227/,2025-01-04,"F, F","F, F",51 m²,1,1,Entre 20 y 30 años,En buen estado,4992227-PV:194A,Parquet,,Gas natural,N/A,50 m²,Entre 40 y 60 €,N/A,1,N/A,,Oeste,Bajo,N/A,N/A,N/A,Superficie 8 m²,N/A,,,,,,,,Aluminio,N/A,Lavadero y patio  exclusivo  6.5 m²,,,,,,,,,,,,,,
Piso en calle de Vélez Málaga,Black House Servicios Inmobiliarios,3.081 €/m²,188.000 €,61 m²,28079,https://www.pisos.com/comprar/piso-palomeras_sureste28018-51701898864_527256/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,61 m²,2,1,Más de 50 años,En buen estado,4527256-103254619,Gres,,Gas natural,,58 m²,Entre 40 y 60 €,N/A,,N/A,N/A,Sureste,4ª,N/A,,,N/A,N/A,,,,,,,,Aluminio,,,,,,,,,,,,,,,,
"Piso en calle del Doce de Octubre, 7",WALTER HAUS MADRID,9.107 €/m²,1.275.000 €,140 m²,28079,https://www.pisos.com/comprar/piso-ibiza28009-49225009428_101800/,2025-02-20,"E, E","E, E",140 m²,3,3,,,IF75984-M11551V,,,Central,N/A,,,N/A,1,,,,4ª,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Chalet en Moncloa - Aravaca - Valdemarín,JAIME VALCARCE CONSULTING INMOBILAIRIO,5.000 €/m²,2.500.000 €,500 m²,28079,https://www.pisos.com/comprar/chalet-valdemarin-39209092031_101800/,2025-02-20,"D, D","D, D",500 m²,11,11,Más de 50 años,A reformar,IF5271-196,,,Gas natural,,,,,1,,N/A,,,,N/A,,N/A,,,1,,,,Propia,,,,N/A,,,,,2.500 m²,,,,,,,,,
Piso en calle del General Díaz Porlier,WALTER HAUS MADRID,11.491 €/m²,1.310.000 €,114 m²,28079,https://www.pisos.com/comprar/piso-goya28001-40929886253_101800/,2025-02-20,"E, E","E, E",114 m²,3,2,Más de 50 años,,IF75984-M11321V,,,Central,N/A,,,,1,,,Este,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Conde de Peñalver,WALTER HAUS MADRID,10.784 €/m²,1.650.000 €,153 m²,28079,https://www.pisos.com/comprar/piso-goya28001-50088456765_101800/,2025-02-20,"E, D","E, D",153 m²,2,2,,,IF75984-M11559V,,,Central,N/A,,,N/A,1,,,,4ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Piso en calle de Montesa, 14",MADRID VILLAGE SOLUCIONES INMOBILIARIAS,10.415 €/m²,1.729.000 €,166 m²,28079,https://www.pisos.com/comprar/piso-goya28006-50057338853_100500/,2025-02-20,"D, D","D, D",166 m²,3,3,Más de 50 años,En buen estado,SA193-3125,,,,,,,,,,,,2ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apartamento en calle de los Timbales,REMAX SELECTO,4.138 €/m²,149.000 €,36 m²,28079,https://www.pisos.com/comprar/apartamento-cuatro_vientos28054-47531048330_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,36 m²,1,1,Entre 10 y 20 años,,SA4390-2401/9233,,N/A,,N/A,,,,,N/A,,Oeste,2ª,,,N/A,N/A,,,1,,N/A,,Comunitaria,,,,,N/A,,,N/A,,,,,,,,,,
Piso en Gaztambide,INMOBOULEVARD,7.684 €/m²,730.000 €,95 m²,28079,https://www.pisos.com/comprar/piso-gaztambide28015-50077098323_996152/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,95 m²,2,2,Entre 30 y 50 años,En buen estado,4996152-PKR42956,Parquet,Frío y calor,,,1 m²,Más de 100 €,,Más de 2,,,Este,1ª,N/A,,,,,,1,,,,,,,,,,N/A,,,,,,,,,,,,
Piso en calle de Gandhi,VIVIENDA MADRID EZEQUIEL SOLANA,3.411 €/m²,290.000 €,85 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_pueblo_nuevo28017-50881869982_108900/,2025-02-11,Error al procesar consumo,Error al procesar emisiones,85 m²,3,1,Más de 50 años,,XA449-VMF6 - Gandhi,,,N/A,N/A,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Abel,Inmobiliaria Berlanga y Berlanga,4.833 €/m²,319.000 €,66 m²,28079,https://www.pisos.com/comprar/piso-bellas_vistas28039-45917474960_510081/,2025-02-05,Error al procesar consumo,Error al procesar emisiones,66 m²,2,1,Más de 50 años,Reformado,4510081-BER-JA-6,Mármol,Frío,Gas natural,,64 m²,Entre 60 y 80 €,,2,N/A,,Sureste,Bajo,N/A,Americana,,,N/A,N/A,,N/A,,,,,PVC,N/A,,,N/A,,,,,,,,,,,,
Piso en Chopera,Estudio Embajada De Santa Maria Slu,5.383 €/m²,699.900 €,130 m²,28079,https://www.pisos.com/comprar/piso-chopera28045-51750870533_100200/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,130 m²,5,2,,En buen estado,TC1238-608597,,,Central,N/A,,,,,,N/A,,4ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ático en calle de Zurbano,WALTER HAUS CHAMBERI,9.577 €/m²,3.400.000 €,355 m²,28079,https://www.pisos.com/comprar/atico-chamberi_almagro28010-46722830215_101800/,2025-02-20,"B, B","B, B",355 m²,6,4,,,IF76602-M20693V,,,Central,N/A,,,,,N/A,N/A,,5ª,,N/A,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Modesto Lafuente,WALTER HAUS CHAMBERI,11.464 €/m²,1.800.000 €,157 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-49238708783_101800/,2025-02-20,"E, E","E, E",157 m²,3,3,,,IF76602-M20723V,,,Central,N/A,,,N/A,1,,,,5ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Juan Tornero,PUNTO LATINA MADRID RIO SL,4.595 €/m²,409.000 €,89 m²,28079,https://www.pisos.com/comprar/piso-puerta_del_angel-50913672198_100500/,2025-02-13,"D, D","D, D",89 m²,2,1,Entre 10 y 20 años,En buen estado,SA5476-LCM34157,,N/A,,N/A,74 m²,,,1,,,Norte,1ª,N/A,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Villanueva,WALTER HAUS MADRID,17.324 €/m²,3.950.000 €,228 m²,28079,https://www.pisos.com/comprar/piso-recoletos28001-40902645303_101800/,2025-02-20,"E, E","E, E",228 m²,4,4,Más de 50 años,,IF75984-M11332V,,,Central,N/A,,,,1,,,,4ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Paseo del General Martínez Campos,WALTER HAUS CHAMBERI,10.994 €/m²,1.880.000 €,171 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-51749183015_101800/,2025-02-20,"D, D","D, D",171 m²,3,2,,,IF76602-M20772V,,,Central,N/A,,,,1,N/A,N/A,,7ª,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Cuatro Caminos,WALTER HAUS CHAMARTIN,9.848 €/m²,1.950.000 €,198 m²,28079,https://www.pisos.com/comprar/piso-tetuan_cuatro_caminos28020-48346537023_101800/,2025-02-20,"E, E","E, E",198 m²,4,5,Más de 50 años,,IF76850-M30578VA,,,Central,N/A,,,,1,N/A,,,11ª,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle del Buen Suceso,WALTER HAUS CHAMBERI,7.403 €/m²,770.000 €,104 m²,28079,https://www.pisos.com/comprar/piso-moncloa_aravaca_arguelles28008-48336896389_101800/,2025-02-20,"E, E","E, E",104 m²,4,2,,,IF76602-M20713V,,,Central,N/A,,,,1,,,,1ª,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en Puerta del Ángel,"ESTUDIO EL MANZANARES, S.L.",4.271 €/m²,299.000 €,70 m²,28079,https://www.pisos.com/comprar/piso-puerta_del_angel-51730780076_100200/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,70 m²,2,,Más de 50 años,En buen estado,TC8-608320,,,,,,,,,,,,4ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Martínez Izquierdo,Soluciones Tengacasa,2.765 €/m²,650.000 €,235 m²,28079,https://www.pisos.com/comprar/piso-guindalera28028-51765010516_440000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,235 m²,3,1,Más de 50 años,En buen estado,4400-23694,Terrazo,Frío,Central,N/A,197 m²,,,Más de 2,N/A,,Sur,Bajo,N/A,N/A,Exterior,,N/A,,,N/A,,,,,Aluminio,N/A,,,N/A,,,,,N/A,,,,,,,
Piso en Mirasierra-Arroyo del Fresno,"ESTUDIO ARROYOFRESNO, S.L.",7.382 €/m²,1.100.000 €,149 m²,28079,https://www.pisos.com/comprar/piso-mirasierra_arroyo_del_fresno28035-49195538588_100200/,2025-02-13,"E, E","E, E",149 m²,4,3,Entre 20 y 30 años,En buen estado,TC256-599678,,N/A,N/A,N/A,,,,,,,,3ª,,,,,N/A,,,,,,,,,,,N/A,,,N/A,,,,,,,,,,
Chalet en Arturo Soria,Gilmar Arturo Soria,5.531 €/m²,2.600.000 €,470 m²,28079,https://www.pisos.com/comprar/chalet-chamartin_prosperidad28043-48428534842_102100/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,470 m²,5,6,,,GM26-200424,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,300 m²,,,,,,,,,
Piso en Quintana,Consulting El Salvador Sl,5.245 €/m²,320.000 €,61 m²,28079,https://www.pisos.com/comprar/piso-ciudad_lineal_quintana-50839922354_100200/,2025-02-20,"E, E","E, E",61 m²,1,1,Entre 30 y 50 años,En buen estado,TC1257-606632,,,N/A,N/A,,,,,,,,1ª,,N/A,,,,,,,,,Comunitaria,,,,,,,,Comunitario,,,,,,,,,,
Piso en calle del Caballero de Gracia,ingesul,6.696 €/m²,375.000 €,56 m²,28079,https://www.pisos.com/comprar/piso-sol_barrio28013-51698384380_998937/,2025-02-12,"G, F","G, F",56 m²,2,1,,A reformar,4998937-83084-BvJ,,,,,49 m²,,,,,,,1ª,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en calle Castelló,STUDIOS Y PROYECTOS MADRID (SYPMADRID),9.844 €/m²,1.329.000 €,135 m²,28079,https://www.pisos.com/comprar/piso-salamanca_castellana28006-50085600917_524671/,2025-02-20,"C, C","C, C",135 m²,2,2,Más de 50 años,Reformado,4524671-SYP/196-BEL,Tarima flotante,Frío y calor,Gas natural,N/A,130 m²,Entre 60 y 80 €,"Si, con muebles de diseño",N/A,,,Suroeste,1ª,N/A,Amueblada en isla,N/A,,N/A,N/A,,"Dobles de climalit, oscilovatiente, acusaticas",,,,Macizas lacadas en blanco,Aluminio,Natural,N/A,N/A,N/A,,,,,,,,,,,,
"Piso en calle de Manuela Malasaña, 9",REMAX Alpha,6.466 €/m²,860.000 €,133 m²,28079,https://www.pisos.com/comprar/piso-universidad_malasana28004-48424464610_994129/,2024-11-19,"E, E","E, E",133 m²,3,2,Más de 50 años,A reformar,4994129-000103,Gres,Frío y calor,Gas natural,N/A,124 m²,Entre 80 y 100 €,,Más de 2,Bombillo seguridad multilock,,Vistas al palacio de parcent.,5ª,"Fachada a la c/ manuela malasaña, 9",Totalmente equipada.,Cuarto de estar al lado de la cocina.,,N/A,Orientación sur y este.,,Climalit 4/6/4,,Vistas al palacio de parcent.,,,Ventanales de madera en fachada principal.,N/A,Tendedero a patio de luces.,Alarma.,,,,,,,,,,,,,
Piso en Los Berrocales-Los Ahijones,VIA CELERE,3.996 €/m²,339.700 €,85 m²,28079,https://www.pisos.com/comprar/piso-los_berrocales28031-5216408285_109700/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,85 m²,2,2,,A estrenar,4993266-0281,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en calle de Martínez Izquierdo,Soluciones Tengacasa,2.869 €/m²,680.000 €,237 m²,28079,https://www.pisos.com/comprar/piso-guindalera28028-51736838591_440000/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,237 m²,3,2,Más de 50 años,A reformar,4400-23693,Terrazo,Frío,Central,N/A,198 m²,120€,,Más de 2,N/A,,Sur,Bajo,Exterior planta calle,Independiente,Exterior,,N/A,,,N/A,,,,N/A,Aluminio,N/A,,,N/A,,,,,N/A,,,,,,,
"Piso en calle de Javier Ferrero,  s/n",CALEDONIAN,7.699 €/m²,1.170.250 €,152 m²,28079,https://www.pisos.com/comprar/piso-chamartin_ciudad_jardin28002-4587764408_109700/,2024-12-18,Error al procesar consumo,Error al procesar emisiones,152 m²,2,2,,A estrenar,4528401-21175751,,,,,,,,,,,,,,,,N/A,,,N/A,,,,,,,,,,,,Privado,,,,,,,,,,
Piso en calle de la Ribera de Curtidores,J.M AGENTE DE LA PROPIEDAD INMOBILIARIA,7.206 €/m²,699.000 €,97 m²,28079,https://www.pisos.com/comprar/piso-centro_embajadores_lavapies28005-51679683957_527800/,2025-02-19,Error al procesar consumo,Error al procesar emisiones,97 m²,3,1,,A reformar,4527800-01020,,,Gas natural,N/A,87 m²,Entre 60 y 80 €,,,N/A,,,1ª,N/A,N/A,N/A,,N/A,N/A,,,,,,,,,,,N/A,N/A,,,,,,,,,,,
Casa en Ciudad Universitaria,WALTER HAUS CHAMARTIN,Error al procesar precio m²,725.000 €,104 m²,28079,https://www.pisos.com/comprar/casa-ciudad_universitaria28040-49184253875_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,,4,1,,,IF76850-M30589V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104 m²,,,,,,,,,
Dúplex en calle de Valle Inclán,GESPAIN.,2.894 €/m²,330.000 €,114 m²,28079,https://www.pisos.com/comprar/duplex-las_aguilas28044-50073097832_100500/,2025-02-03,Error al procesar consumo,Error al procesar emisiones,114 m²,4,2,Entre 20 y 30 años,,SA4190-A490/3253,,,Gas natural,N/A,90 m²,Entre 60 y 80 €,,1,N/A,N/A,Este,1ª,,,N/A,,,,1,,N/A,,,,,,,,,,,,,,,,,,,,
Loft en Berruguete,WALTER HAUS CHAMARTIN,5.850 €/m²,468.000 €,80 m²,28079,https://www.pisos.com/comprar/loft-berruguete28039-49213830944_101800/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,80 m²,3,2,Menos de 5 años,,IF76850-M30583V,,,Central,,,,,,,,,,,N/A,,N/A,,,,,,,,,,,,,,,,,,,,,,,,,
Estudio en calle de Bustamante,REMAX SELECTO,5.285 €/m²,185.000 €,35 m²,28079,https://www.pisos.com/comprar/estudio-arganzuela_delicias-42584509502_100500/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,35 m²,,1,Más de 50 años,,SA4390-2152/9233,,N/A,,,,,N/A,1,,,Sur,1ª,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,,
Piso en Almagro,INMOBOULEVARD,9.736 €/m²,3.700.000 €,380 m²,28079,https://www.pisos.com/comprar/piso-chamberi_almagro28010-48368781744_996152/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,380 m²,4,2,Más de 50 años,A reformar,4996152-42439,Tarima maciza,,Central,N/A,1 m²,,,,,,Este,2ª,N/A,N/A,,N/A,N/A,N/A,,,,,,,,,,,,N/A,,,,,,,,,,,
Piso en calle de Alcalá,Black House Servicios Inmobiliarios,7.727 €/m²,170.000 €,22 m²,28079,https://www.pisos.com/comprar/piso-goya28009-49249941917_527256/,2025-02-20,Error al procesar consumo,Error al procesar emisiones,22 m²,1,1,Más de 50 años,En buen estado,4527256-103254599,,,,N/A,19 m²,Entre 10 y 20 €,,,,,,Bajo,,,,,,,,,,N/A,,,,,,,,,,,,,,,,,,,
Piso en Los Berrocales-Los Ahijones,VIA CELERE,3.996 €/m²,339.700 €,85 m²,28079,https://www.pisos.com/comprar/piso-los_berrocales28031-5216408285_109700/,2025-02-14,Error al procesar consumo,Error al procesar emisiones,85 m²,2,2,,A estrenar,4993266-0281,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
Piso en Paseo de las Delicias,FLIMASA,5.338 €/m²,630.000 €,118 m²,28079,https://www.pisos.com/comprar/piso-arganzuela_delicias-50922673953_100500/,2025-02-04,Error al procesar consumo,Error al procesar emisiones,118 m²,4,2,,En buen estado,SA4858-P20351,Gres,Frío,Central,N/A,,Más de 100 €,,1,,N/A,Oeste,1ª,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Piso en calle María de Teresa de Calcuta,GESTIVIP,6.317 €/m²,1.295.000 €,205 m²,28079,https://www.pisos.com/comprar/piso-mirasierra_arroyo_del_fresno28049-45045750377_528531/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,205 m²,4,3,Menos de 5 años,A estrenar,4528531-SUNSET 1,Gres,Geotermia y aerotermia,Geotermia y aerotermia,N/A,149 m²,,,Más de 2,N/A,61 m²,Sur,3ª,N/A,"Cocina amueblada, sin aparatos",,N/A,N/A,Solarium privado de 48 m²,2,N/A,,,1 piscina de adultos y 1 piscina de niños,,PVC,N/A,,N/A,N/A,N/A,Comunitario,,,,,N/A,,,,,
"Piso en calle Vereda de La Cebolla Con calle Ferenc Puskas,  S/N","PREMIER ESPAÑA, S.A.",4.100 €/m²,405.900 €,99 m²,28079,https://www.pisos.com/comprar/piso-el_canaveral-5159996249_109700/,2025-02-17,Error al procesar consumo,Error al procesar emisiones,99 m²,2,2,,A estrenar,4991481-0,,,,N/A,,,,,,N/A,,,,,,N/A,,,N/A,,,,,,,,,,,,,,,,,,,,,,
